gene1,gene2,avgdeg,avgbet,avgclose,avgcore,avgcons,avgecc,avgeigen_cen,avghub_score,avgneighbor1,avgneighbor2,avgneighbor3,avgneighbor4,avgneighbor5,avgneighbor6,avgtriangle,avgcommon_neighbor,comm.detect,shortest_path,cohesion,adhesion,gi
672,3066,228.5,1693755,0,21,0,14,0,0,229.5,3930,10804.5,15751.5,17888,19418.5,1352.5,228.5,1,3,4,4,SL
10973,8663,15.5,5453,0,9.5,0,15.5,0,0,16.5,876,6203,11736,15903,18021.5,66.5,15.5,0,4,2,2,SL
9318,55860,30,163109,0,13.5,0,15,0,0,31,831.5,5040.5,10996.5,15092,17961.5,124.5,30,0,26,0,0,SL
8883,7324,24.5,78069.5,0,11.5,0,15.5,0,0,25.5,823,7119,12885.5,16513,18214,14,24.5,0,26,0,0,SL
1956,5581,193.5,3431875.5,0,16,0,15,0,0,194.5,3181,9884.5,14966,17598,19128.5,803.5,193.5,0,6,1,2,SL
75785,40300,2.5,0,0.5,2.5,0.5,10.5,0,0,3.5,9.5,28,155.5,462.5,1893,3,2.5,0,6,7,9,NOT
3265,51111,65.5,378382,0,9.5,0.5,15,0,0,66.5,1077.5,6858.5,12776.5,16616.5,18342,116.5,65.5,0,4,1,1,SL
5283,853771,1.5,0,0,1.5,0.5,18,0,0,2.5,12.5,242.5,2048,6135.5,12806,0.5,1.5,0,11,1,1,NOT
3075,32,1,0,0,1,1,18.5,0,0,2,4.5,10.5,136,2600,8296.5,0,1,0,3,5,5,SL
1027,6944,34,72506,0,17,0,15,0,0,35,1469,8097,13586,17051,18556.5,97,34,1,9,1,1,SL
5424,9552,7.5,7789,0,5,0.5,15.5,0,0,8.5,531,4328,10465.5,15570.5,17792.5,9.5,7.5,0,8,4,5,SL
4893,81027,71.5,112172,0,10.5,0,15,0,0,72.5,993.5,7167,13564.5,16877,18391,115.5,71.5,0,11,1,1,SL
56904,2308,14.5,69730,0,11,0,15,0,0,15.5,934,6007,11901.5,15799,18087.5,29,14.5,0,5,12,12,SL
851545,853429,9,42395.5,0,5.5,0.5,18,0,0,10,644,1849,4605.5,9157.5,11645,14.5,9,0,2,13,13,NOT
837568,20848,1,0,0,1,1,21,0,0,2,8.5,27,142,1822,5450,0,1,0,4,1,1,NOT
79789,4893,71,112144,0,10,0,15.5,0,0,72,755,5461,11809,15217.5,17693.5,115.5,71,0,11,1,1,SL
22803,892,30.5,97679,0,20.5,0,15,0,0,31.5,1317,8139.5,13592.5,17067,18606,243.5,30.5,0,9,1,1,SL
851256,814643,1.5,11831.5,0,1,0.5,20,0,0,2.5,13.5,67,942,2106,3719,0,1.5,0,3,30,32,NOT
37422,852228,6,5830,0.5,5,0.5,8.5,0,0,7,260,1566,3809,7259,8573,12.5,6,0,8,2,2,NOT
26270,3636317,42,379824.5,0,10,0,10.5,0,0,43,692.5,4251.5,7067.5,8621.5,9312,19.5,42,0,5,9,9,NOT
1559,11010,1,0,0,1,1,16,0,0,2,124.5,3515.5,9345.5,13843,16992,0,1,0,5,3,3,SL
853690,22033,1,0,0,1,1,17.5,0,0,2,12.5,363,4321.5,8553.5,14404,0,1,0,6,4,4,NOT
8663,2271,15,5364.5,0,9.5,0,15.5,0,0,16,934.5,6474.5,11876.5,16031,18168.5,64,15,0,6,3,3,SL
41880,9119,3,43067,0,1.5,0.5,17.5,0,0,4,39,1147,5027,7709.5,9391.5,0,3,0,10,1,1,NOT
22906,3704063,3,816.5,0.5,2.5,0.5,8.5,0,0,4,79,2106.5,5346.5,7530.5,8909.5,0,3,0,11,1,1,NOT
4091,657,15.5,55638.5,0,10,0,15,0,0,16.5,811,6477.5,12702.5,16535,18306.5,21,15.5,0,2,52,52,SL
55907,54680,2,112,0,2,0,15.5,0,0,3,207.5,2987,10254,15452,17683,0.5,2,0,5,7,7,SL
4594,4893,71,123966,0,9.5,0,16,0,0,72,763,4758.5,11014,14672.5,17369,115.5,71,0,26,0,0,SL
3852,7157,286,11884539,0,16.5,0,15,0.5,0.5,287,3439.5,7989,13214.5,16749,18505.5,1985.5,286,0,3,45,49,SL
7381,83602,5,2229.5,0,4.5,0.5,17,0,0,6,622.5,3149,5815.5,8117,11978.5,4.5,5,0,4,4,5,NOT
60401,3265,66,378387.5,0,10,0,15.5,0,0,67,978,6280,12771,16523.5,18088,116.5,66,0,5,2,3,SL
5066,259266,2.5,23663,0,1.5,0,15.5,0,0,3.5,344.5,4198,11180,15265,17829,0.5,2.5,0,6,2,2,SL
40221,114505,1.5,0.5,0,1,0.5,11.5,0,0,2.5,3,4,13,70.5,237,0,1.5,0,3,4,4,NOT
4893,26009,75.5,121401.5,0,14.5,0,15,0,0,76.5,867,7051,13827.5,16762,18312.5,135,75.5,0,9,1,1,SL
9982,6230,31,1776.5,0,19,0.5,16,0,0,32,548,3937,8041.5,13353,16527.5,587.5,31,0,11,1,1,NOT
3361330,51285,2,0,0,2,0.5,8.5,0,0,3,32.5,1023,4640,6975.5,8722,1.5,2,0,5,5,6,NOT
3364,8883,11.5,5297,0,8.5,0,15.5,0,0,12.5,499.5,6065,11799.5,16133.5,18152.5,22,11.5,0,5,2,2,SL
10267,180672,1,0,0.5,1,1,11,0,0,2,6,9.5,15.5,23,43,0,1,0,9,1,1,NOT
1445,26269,15.5,12801.5,0,10.5,0,15,0,0,16.5,945.5,7562,12475.5,16568,18360.5,21.5,15.5,0,4,3,3,SL
5932,9552,17,21040.5,0,10,0.5,15.5,0,0,18,820.5,5084.5,11297.5,15834.5,17978.5,27.5,17,0,8,3,3,SL
5411,22980,17.5,37721,0,9.5,0,15.5,0,0,18.5,655,5274,11440.5,15993,18069,51.5,17.5,0,7,7,7,SL
91010,81788,1.5,0,0,1.5,0.5,16,0,0,2.5,122.5,2230.5,9048.5,13962.5,17306.5,0.5,1.5,0,3,4,6,SL
854557,32920,2,271,0,2,0,19,0,0,3,572,1684,3087,6979,8940,0.5,2,0,5,2,2,NOT
23560,4666,22,31569,0,13.5,0,15,0,0,23,1171.5,7496,13409.5,16804.5,18448.5,61,22,0,6,5,5,SL
10747,9520,3.5,603.5,0.5,3.5,0.5,8,0,0,4.5,735.5,3833.5,6050.5,8042.5,9089,0.5,3.5,0,3,12,12,SL
53616,3815,15.5,51825,0,9,0,15.5,0,0,16.5,384.5,3884,9744.5,14997.5,17562.5,30.5,15.5,0,5,9,9,SL
828812,55140,4.5,260,0,3.5,0,19,0,0,5.5,32.5,744,4445,7084.5,8675,3.5,4.5,0,4,10,10,NOT
25331,40966,11.5,129167,0.5,3.5,0.5,10,0,0,12.5,39.5,97,278.5,569.5,1203,26,11.5,0,3,20,20,NOT
9402,4893,79,129842,0,14.5,0,15.5,0,0,80,985,7674,13237,16581.5,18333.5,123,79,0,26,0,0,SL
1445,5648,13,12004,0,8,0.5,15,0,0,14,590.5,5487.5,11538.5,16039.5,18099,20,13,0,8,7,7,SL
2540939,44254,1.5,0,0,1.5,0.5,17.5,0,0,2.5,20,147,1814.5,6870.5,9568,0.5,1.5,0,9,6,6,NOT
852351,221357,4.5,50482,0,3.5,0.5,9,0,0,5.5,662,2244,6032,8012,8952.5,2,4.5,0,4,2,2,NOT
91010,56904,2.5,1284.5,0,2.5,0.5,16,0,0,3.5,105,2234.5,8725,13361.5,16944.5,0,2.5,0,2,12,13,SL
6844,8773,23.5,87269.5,0,12.5,0,16,0,0,24.5,1069.5,6300.5,12897,16389.5,18203,63.5,23.5,1,7,1,1,SL
2660,34328,3.5,33436,0.5,2,0.5,9.5,0,0,4.5,24.5,114,320.5,709,3392.5,1.5,3.5,0,3,2,2,NOT
637,3791,17.5,30610.5,0,11.5,0,16,0,0,18.5,613,6666,12478,16271,18192.5,14,17.5,0,3,5,5,SL
983,5393,54,252181,0,17,0,14.5,0,0,55,1687.5,7861.5,13391.5,16829,18442,183.5,54,0,10,1,1,SL
637,6240,9.5,3765,0,7.5,0,15.5,0,0,10.5,326,5225,11489.5,15818,17969,7.5,9.5,0,7,3,3,SL
23517,10200,18,7597,0,13,0,15.5,0,0,19,465,4521,10691,15377,17664,90.5,18,1,7,6,6,SL
23641,8883,7.5,2385,0,5.5,0,15.5,0,0,8.5,199,4741,11185,15630.5,17815,3.5,7.5,0,2,21,21,SL
1557,84901,1,0,0,1,1,16.5,0,0,2,77.5,1570.5,7832,13172.5,16599,0,1,0,5,18,19,SL
5590,50855,38.5,88568,0,15.5,0,15.5,0,0,39.5,1332,8195,13425,16623,18396,76,38.5,0,5,8,8,SL
2538951,1123,3,34679.5,0,2.5,0,17,0,0,4,57,845.5,4683,6910.5,10372.5,0.5,3,0,3,21,21,NOT
852664,55851,4,25900,0,4,0,16.5,0,0,5,73,1952,7028.5,13354.5,17085,5,4,0,6,2,2,NOT
1487289,32387,1,0,0,1,1,11,0,0,2,31.5,628,4408.5,7512.5,8726.5,0,1,0,26,0,0,NOT
5598,150350,13,7663,0,7,0.5,16,0,0,14,421.5,4133,9538,14024,16994,14.5,13,0,26,0,0,SL
9318,123169,33.5,164835,0,16.5,0,14.5,0,0,34.5,1019.5,7138,12378,16635.5,18535.5,131.5,33.5,1,26,0,0,SL
4666,9554,18.5,25289,0,11.5,0,15.5,0,0,19.5,1294.5,7003.5,12187.5,16294,18202,47.5,18.5,0,8,1,1,SL
29546,827990,2,23662,0,1.5,0,18.5,0,0,3,18.5,124,1122,5092,7978,0.5,2,0,26,0,0,NOT
854328,1814,8.5,13580,0,8,0,16.5,0,0,9.5,636,3262.5,8176,14306.5,17165,23.5,8.5,0,26,0,0,NOT
6794,259266,12,45249.5,0,8,0,15,0,0,13,987,7810,14383.5,17047,18525,11.5,12,0,8,2,2,SL
6628,56987,21,12298.5,0,9.5,0.5,15.5,0,0,22,485.5,4011.5,10166.5,15330,17676,71.5,21,0,26,0,0,SL
2120,818887,8.5,33027,0,6.5,0,17.5,0,0,9.5,369.5,3618,6653.5,8784.5,9836.5,3,8.5,0,4,5,5,NOT
4893,79589,73,136028,0,11,0,15,0,0,74,1032.5,8000.5,14360.5,17023.5,18443.5,116.5,73,0,11,1,1,SL
11113,4157,5,2519.5,0,4.5,0.5,16,0,0,6,303.5,3587.5,8862,14552.5,17356,2.5,5,0,5,30,31,SL
10081,29093,6,2915,0,5.5,0.5,16.5,0,0,7,150.5,1902,7701,13253,16854.5,10,6,0,11,1,1,SL
11100,263803,12.5,6017,0,9.5,0.5,16.5,0,0,13.5,641.5,3901,6703.5,12156.5,16153.5,16.5,12.5,0,4,8,8,NOT
55215,10602,9,13028.5,0,6,0,15.5,0,0,10,806,5604.5,11412.5,15855.5,17895.5,4.5,9,0,12,1,1,SL
641,7290,36.5,193509.5,0,16,0,15,0,0,37.5,1555,8556.5,13966.5,17151,18576.5,126,36.5,1,8,1,1,SL
38912,26039,6,177.5,0,6,0.5,19.5,0,0,7,150.5,2194,5576.5,8021.5,9100.5,22,6,0,6,4,4,NOT
1729,25942,45,97885.5,0,13.5,0,15.5,0,0,46,1288,7304.5,13170,16592.5,18403.5,207.5,45,0,6,5,5,SL
8328,51747,5,3865,0,4.5,0,16,0,0,6,229,3249.5,10513.5,15546,17764,3.5,5,0,26,0,0,SL
51343,4751,61,379805,0,17.5,0,15,0,0,62,1692,9214.5,14263,17305,18814.5,217.5,61,0,4,7,7,SL
172394,84898,5,120869,0,1.5,0.5,16,0,0,6,9,98.5,1962.5,7541,13134.5,0,5,0,6,9,10,NOT
5591,587,49,217710,0,11,0.5,15,0,0,50,2063.5,6613,12721.5,16314.5,18306.5,168,49,0,3,10,10,SL
851591,856863,20,1280.5,0,11,0,17.5,0,0,21,155,1955.5,4387,9465.5,15162.5,165.5,20,0,3,5,5,NOT
6601,6446,34,47449.5,0,15.5,0,15,0,0,35,1129,7957,14413,17206,18669.5,177.5,34,1,26,0,0,SL
11011,2194,13,6166.5,0,11.5,0,15.5,0,0,14,885.5,6636.5,12613.5,16588,18277,15,13,0,7,3,3,SL
851485,51005,5,1505,0,4,0.5,17,0,0,6,714.5,1789.5,4163,11716,16071.5,5.5,5,0,5,5,5,NOT
3075,4603,3.5,265.5,0,3.5,0.5,17,0,0,4.5,162.5,2322,5651.5,8229,11836,2,3.5,0,4,3,3,SL
4286,7295,14,86562,0,9,0,15,0,0,15,888,6746,13225.5,16730.5,18349.5,5.5,14,0,7,7,7,SL
116640,57511,6.5,14242.5,0,4,0,17.5,0,0,7.5,49.5,1085,4252.5,6567.5,10190.5,11,6.5,0,7,1,1,NOT
23476,23309,199.5,3294796.5,0,20,0,14.5,0,0,200.5,2868.5,9548,15325,17681.5,19236,1110,199.5,1,3,8,8,SL
6137,9552,35,75182,0,19,0.5,15.5,0,0,36,1009.5,5188,11534.5,15909,18040,581.5,35,0,6,2,2,SL
5598,5528,17.5,9035,0,10.5,0,15.5,0,0,18.5,529.5,6407.5,12799,16399,18116,22,17.5,0,26,0,0,SL
5287,10498,19.5,59345.5,0,11.5,0,15,0,0,20.5,1614.5,8270.5,13617.5,16928,18709.5,50.5,19.5,0,3,5,5,SL
208,768,12,22957.5,0,8,0,15,0,0,13,745.5,7413,13059,16759.5,18624,3.5,12,0,3,10,10,SL
53918,7268,8.5,8638,0,5.5,0,15.5,0,0,9.5,935.5,6491,12554.5,16389,18098.5,15,8.5,0,10,1,1,SL
2271,5695,23.5,2630,0,17,0,16,0,0,24.5,394.5,5903,11709,16031,18175.5,290,23.5,0,9,2,5,SL
54680,10419,32,149595,0,11,0,15.5,0,0,33,1244.5,6086.5,12371,16202,18163,66.5,32,0,9,1,1,SL
51105,672,146,1431056,0,14,0,14.5,0,0,147,2452.5,7686,13473.5,16964,18771,772.5,146,0,6,1,1,SL
856891,867,86.5,536661,0,18,0,15.5,0,0,87.5,1493.5,6829,12492,16629.5,18395.5,344.5,86.5,0,3,8,8,NOT
6598,5527,37.5,109188.5,0,15,0,14.5,0,0,38.5,1723,8716.5,14735,17395,18732,187.5,37.5,0,8,1,1,SL
855962,855600,2.5,75,0,2.5,0.5,18.5,0,0,3.5,783.5,1730,3088.5,7548.5,10195,2,2.5,0,5,1,1,NOT
2175,5728,79.5,314674.5,0,18,0,15,0,0,80.5,2074.5,9407,14636,17358,18831,208.5,79.5,0,8,2,2,NOT
914,8883,6,12567.5,0,5,0,16,0,0,7,199.5,4078.5,10678.5,15239.5,17690.5,3.5,6,0,5,21,21,SL
32099,174462,2,11831.5,0,1.5,0.5,11,0,0,3,5,9,22.5,78,138.5,0.5,2,0,4,10,10,NOT
23028,8932,71.5,1250001.5,0,20,0,15,0,0,72.5,1870.5,8747.5,14522,17434.5,19020.5,230,71.5,1,26,0,0,SL
26259,3265,72.5,381436.5,0,16,0,15,0,0,73.5,1547,8858.5,14561.5,17311.5,18664.5,134,72.5,0,5,25,25,SL
3265,25879,71.5,379528,0,15,0,15,0,0,72.5,1280,7946,13724,17002,18445.5,126,71.5,0,5,1,1,SL
10726,2194,17,33921,0,12.5,0,15.5,0,0,18,1598,8399.5,13945,17105.5,18658,14,17,1,8,1,1,SL
9659,5159,21,37522,0,13.5,0,15.5,0,0,22,820.5,7001,12811.5,16176.5,18148.5,54,21,0,13,1,1,SL
4893,114791,76.5,112813,0,13,0,15.5,0,0,77.5,719,5845,12136,15651.5,17943,140,76.5,0,10,1,1,SL
402,6161,16,13480.5,0,14.5,0,16.5,0,0,17,228.5,2908.5,8063.5,13437,16805.5,163,16,0,8,2,2,SL
3479,9978,56,621844,0,11.5,0,15.5,0,0,57,1325,5784.5,10672,14616.5,17336.5,222,56,0,10,1,1,SL
8379,5516,35,50199.5,0,12.5,0,15,0,0,36,775,7200,12887.5,16793,18488.5,144.5,35,0,8,1,1,SL
7157,6885,315.5,11983231,0,24.5,0,14.5,0.5,0.5,316.5,4161.5,11548.5,15620,17689.5,19111.5,2060,315.5,1,9,1,1,SL
3611,8856,26,75319.5,0,15,0,15,0,0,27,866,7789,14291,17122,18548.5,34.5,26,1,10,1,1,SL
9732,7385,18,17786.5,0,11,0,16,0,0,19,605.5,6374,11781,15992.5,18056.5,56.5,18,0,15,1,1,SL
3265,140807,65.5,378382,0,9.5,0.5,15.5,0,0,66.5,893.5,4884.5,10540.5,15322.5,17751.5,116.5,65.5,0,5,1,1,SL
1021,2067,17.5,18723.5,0,11,0,15.5,0,0,18.5,756.5,7033,12321.5,16468.5,18306,31.5,17.5,0,3,6,7,SL
51400,10785,8.5,22425,0,6.5,0,15.5,0,0,9.5,275.5,4729.5,11153.5,15884,17868.5,10,8.5,0,14,1,1,SL
1080,16319,19.5,222124,0,10,0,15.5,0,0,20.5,939,6314,12571.5,16273,18178,28.5,19.5,0,5,7,7,NOT
27229,19280,7,14255.5,0,4.5,0,18,0,0,8,114,2006.5,5383,7696,9241.5,19.5,7,0,6,1,1,NOT
7161,6654,37,63652,0,17,0,15,0,0,38,1699.5,8551.5,13629,16941,18690.5,89,37,0,6,2,2,SL
5700,4702,38,77272,0,21,0,15.5,0,0,39,1093.5,7144.5,12621,16229.5,18226.5,391,38,0,2,29,29,SL
851373,66233,8,8358,0,5.5,0,16.5,0,0,9,137,1451,5835.5,13293.5,16825,9.5,8,0,5,6,6,NOT
23032,9738,19,79687,0,12,0,15,0,0,20,1843,8330,13168.5,16745,18438,23.5,19,0,26,0,0,SL
341,3845,195,1740855,0,10,0.5,16,0,0,196,1425,5282,10236,15593,17885.5,266.5,195,0,4,2,2,SL
64105,5393,13,4452.5,0,10,0,15.5,0,0,14,210,3243,9702,14523.5,17391,49.5,13,0,11,1,1,SL
25,23515,44,266979.5,0,11.5,0,15,0,0,45,1581,7456.5,13215,16843.5,18395.5,153,44,0,4,37,38,SL
1394,32221,3.5,50617.5,0,2,0,16.5,0,0,4.5,64.5,1118.5,4887,10575,15102,0,3.5,0,4,3,3,NOT
23512,140781,38.5,144680,0,11,0.5,16,0,0,39.5,1216,5010,10956.5,15007,17697,165.5,38.5,0,5,1,1,NOT
831232,36544,16,229282,0,3.5,0,20.5,0,0,17,39,142,377.5,702,1136.5,6,16,0,16,1,1,NOT
2064,7422,55,248276,0,14.5,0,15,0,0,56,1604,8477.5,14050,17073,18657.5,182.5,55,0,4,5,5,SL
5469,6176,49.5,239203,0,28.5,0,15,0,0,50.5,1140,7516,13804,17062.5,18726,534.5,49.5,0,7,2,2,SL
2067,6878,18.5,13927,0,12,0,15.5,0,0,19.5,851.5,7119.5,13197,16730.5,18457,57,18.5,0,7,1,1,SL
5433,80306,36,91892,0,22.5,0,15,0,0,37,530,5807,11611,16025,18335.5,391.5,36,1,6,9,9,SL
64924,8065,39.5,196114,0,10.5,0,15.5,0,0,40.5,1231,6903,12681.5,16138,18151.5,122,39.5,0,5,17,17,SL
850349,2540939,5.5,25391,0,3,0,16,0,0,6.5,63.5,1523,7437,14296,17201.5,3.5,5.5,0,5,1,1,NOT
1027,493869,26.5,58071,0,11.5,0,15.5,0,0,27.5,1062.5,5156.5,10501,15499,17788,61.5,26.5,0,5,11,11,SL
991,5519,52.5,199283,0,16.5,0,14.5,0,0,53.5,1272,7881.5,13406,16981,18663,215.5,52.5,0,4,6,6,SL
50485,6603,13,3827.5,0,10.5,0,15.5,0,0,14,416.5,4534,10907.5,15743.5,18005.5,79,13,0,9,1,1,SL
21,5914,33.5,467517,0,13,0,15,0,0,34.5,1650,8002,12977,16626.5,18591,90.5,33.5,0,7,3,3,SL
5861,80006,16,26822,0,8.5,0.5,16.5,0,0,17,899.5,3915.5,6539,11404,15035.5,27,16,0,26,0,0,SL
5062,79794,9.5,19685.5,0,6.5,0.5,15.5,0,0,10.5,441.5,4058.5,9304.5,14231,17294,15,9.5,0,8,2,2,SL
10987,80349,80,1375465,0,16.5,0,15,0,0,81,1620.5,8114,13675.5,17139.5,18733,262,80,0,5,20,20,SL
1027,2289,54,159923.5,0,20,0,15,0,0,55,1873.5,9272.5,14087,17349,18886.5,123,54,1,3,4,4,SL
1021,3486,16.5,65794,0,9,0,15,0,0,17.5,611,5882.5,11818,16143.5,18191,25.5,16.5,0,3,42,42,SL
831738,822380,1.5,11831.5,0,1,0.5,20,0,0,2.5,59,118.5,392,1246.5,5037.5,0,1.5,0,8,5,6,NOT
6631,7268,18.5,11720.5,0,12.5,0,15.5,0,0,19.5,1013,6621,12567.5,16291.5,18159,37.5,18.5,0,13,1,1,SL
3265,51645,67.5,378439.5,0,11.5,0,15,0,0,68.5,1010.5,6547.5,12592.5,16342,18165,119.5,67.5,0,3,1,1,SL
203522,4914,16,27714.5,0,8.5,0.5,15.5,0,0,17,580,4344,9040,13932,16979.5,25,16,0,7,6,8,SL
80223,844728,4.5,12644.5,0.5,4,0.5,8.5,0,0,5.5,344,2500.5,5576.5,7699,8815.5,1.5,4.5,0,6,4,4,NOT
8883,10277,9,8991.5,0,7,0,15.5,0,0,10,712,6919.5,12973,16432.5,18233,9,9,0,26,0,0,SL
2541889,12568,5.5,43311,0,3,0,18.5,0,0,6.5,36,378,3393.5,7426.5,8978,0.5,5.5,0,9,2,4,NOT
2538851,23654,4,2139,0.5,3.5,0.5,8.5,0,0,5,520,2638,5665.5,7778,8883.5,0.5,4,0,6,3,3,NOT
855224,1068,31,1963048.5,0,9,0,15.5,0,0,32,1162,5939,11830,15072,17710.5,74.5,31,0,3,23,24,NOT
6300,3925,8,6970,0,6.5,0,15.5,0,0,9,278.5,4475.5,10801,15284,17659,2.5,8,0,8,2,2,SL
25847,79019,10.5,1213.5,0,9.5,0,15.5,0,0,11.5,97.5,2555.5,9560.5,14089,17178.5,40,10.5,0,4,12,12,SL
64398,675,33.5,88023.5,0,14,0,15,0,0,34.5,1136.5,7591,13288,16673,18414.5,65,33.5,0,4,4,5,SL
51776,135112,4.5,34868.5,0,2.5,0.5,15,0,0,5.5,582.5,5999,12258,16500.5,18214,1,4.5,0,4,1,1,NOT
1559,6259,11,122619,0,2.5,0.5,16.5,0,0,12,112,3036,9058,13620.5,16759,0,11,0,6,1,1,SL
10179,2194,20,12135,0,13.5,0,15,0,0,21,1060,7446.5,12952.5,16648,18398,56.5,20,0,26,0,0,SL
3265,89910,66,378796.5,0,10,0,15,0,0,67,1132.5,7327,13047,16676,18304,116.5,66,0,6,1,1,SL
6598,6521,33,94164.5,0,11.5,0,15.5,0,0,34,1156,6027.5,12604.5,16400,18174,174,33,0,26,0,0,SL
8480,338657,16,26713.5,0,8.5,0,15,0,0,17,623.5,6112,12410.5,16206,18036,13.5,16,0,6,1,1,SL
8883,5289,12.5,10753,0,8,0,15.5,0,0,13.5,453.5,6322.5,11927.5,16218,18147.5,13,12.5,0,26,0,0,SL
2067,9978,61.5,630757.5,0,15,0,15.5,0,0,62.5,1575,8793,13935,16978.5,18598,228.5,61.5,0,5,3,3,SL
25942,53632,46,99600,0,14,0,15.5,0,0,47,1221.5,6705.5,12956.5,16375,18348.5,210,46,0,2,13,14,SL
174,2542925,3.5,242.5,0,3,0,9,0,0,4.5,230.5,3109,6008,8206.5,9224,1,3.5,0,3,6,6,NOT
79577,10165,21,56069.5,0,14,0,15,0,0,22,1391.5,8399,14071,17258,18714.5,33,21,0,26,0,0,SL
123169,10726,16.5,30959,0,12,0,15.5,0,0,17.5,1093,7150.5,12809,16628,18377,24,16.5,1,4,6,6,SL
3845,28996,213,1814629,0,18,0,14.5,0,0,214,2221,9658,15020,17446,18874,300.5,213,0,7,6,6,SL
25820,5558,25,107527,0,12.5,0,15.5,0,0,26,1273.5,7476.5,12991,16553.5,18366,48,25,0,10,2,2,SL
83548,9554,17,23892.5,0,11,0,16,0,0,18,1265,5585,11276,15312.5,17777.5,56.5,17,0,4,3,3,SL
4893,27339,105,229173,0,19,0,14.5,0,0,106,1585.5,8607.5,13975,17091.5,18660.5,256,105,0,10,1,1,SL
8607,397900,44.5,141623,0,10.5,0.5,16,0,0,45.5,1247.5,4929,7647.5,10563,15909,186,44.5,0,4,13,13,NOT
9879,4893,72,112144,0,11,0,15,0,0,73,740,5328,11747,15426.5,17923.5,116.5,72,0,26,0,0,SL
3761,55170,17.5,100203,0,7.5,0,15.5,0,0,18.5,214,4001.5,10500.5,15228,17807.5,2.5,17.5,0,26,0,0,NOT
990,208,16.5,10492.5,0,11.5,0,15,0,0,17.5,810.5,7481.5,13494,16966.5,18562,18,16.5,1,2,39,39,SL
8737,355,32.5,76764,0,14.5,0,15,0,0,33.5,1426.5,8066.5,13580,16811,18415.5,103.5,32.5,0,26,0,0,SL
844375,19075,2,23662.5,0,1,0.5,19.5,0,0,3,11.5,25.5,253,2705,6222.5,0,2,0,6,1,1,NOT
5930,39961,11,38066.5,0.5,8.5,0.5,8,0,0,12,792,4433.5,7390,8716,9443.5,14.5,11,0,10,1,1,NOT
84901,5979,12,66125.5,0,7.5,0.5,15.5,0,0,13,579.5,4733,11138,15742.5,18016,24,12,0,7,8,8,SL
1073,388389,4,237,0,4,0.5,16,0,0,5,267.5,2854.5,8101,13467,16765.5,4.5,4,0,3,8,8,NOT
2696,19075,1,0,0,1,1,16.5,0,0,2,26,522,4487,9945,14683,0,1,0,6,1,1,NOT
38258,820475,3,77790,0,2,0.5,21,0,0,4,22,58,214,609,2196,1.5,3,0,9,4,5,NOT
9138,823651,3.5,708,0,3,0,19,0,0,4.5,72.5,1468.5,4926.5,7461.5,9104.5,0,3.5,0,10,1,1,NOT
2167,3845,195.5,1741817,0,10.5,0,15.5,0,0,196.5,1460,6154.5,12101,15220.5,17913.5,266.5,195.5,0,4,2,2,SL
207,208,99,811627,0,15,0,14.5,0,0,100,2430.5,9492,14834,17612.5,19125,332,99,1,3,3,3,SL
4893,9898,78.5,114072.5,0,16.5,0,15,0,0,79.5,1042,7592,13244,16672.5,18333.5,137,78.5,0,10,1,1,SL
154807,175247,3.5,9140.5,0,2.5,0.5,16.5,0,0,4.5,686,3206,5882,8127.5,11531,1.5,3.5,0,3,10,10,NOT
4056,94,3,3340.5,0,2.5,0.5,16.5,0,0,4,63,1788,7036.5,12672,16063.5,0,3,0,3,8,8,SL
4893,5657,70.5,112134.5,0.5,9.5,0.5,8,0,0,71.5,672,4252,7159.5,8489,9238.5,115.5,70.5,0,8,1,1,SL
176373,855119,3,12,0.5,2.5,0.5,9,0,0,4,53.5,566.5,2273,6013.5,8165,3.5,3,0,8,2,2,NOT
833,7268,8,8280.5,0,5,0.5,16,0,0,9,703.5,4619.5,11200,14916,17609,15,8,0,9,1,1,SL
5352,6582,2.5,737,0,2.5,0.5,16.5,0,0,3.5,180,2069.5,7209,12709,16115.5,0,2.5,0,10,1,1,SL
10498,2167,18.5,59952.5,0,10.5,0,15,0,0,19.5,1330.5,5898.5,12144.5,15331.5,18038.5,49.5,18.5,0,9,1,1,SL
6790,124995,43,194759,0,16,0,15.5,0,0,44,1323,5758,11768.5,15138,17741,87,43,0,8,4,4,SL
117365,37602,1.5,5812,0.5,1.5,0.5,10,0,0,2.5,18.5,92,290.5,807,3795.5,0,1.5,0,3,18,21,NOT
5595,2597,52.5,900023.5,0,19,0,15,0,0,53.5,2623.5,10814,15489,17701,19058.5,104,52.5,1,7,1,2,SL
6646,10248,15.5,8613.5,0,11,0,15.5,0,0,16.5,995.5,5424.5,10849.5,15036,17741.5,37,15.5,0,26,0,0,SL
221895,187528,9,51143,0,7,0,17,0,0,10,142,2146.5,6596,8629.5,9466.5,20,9,0,7,2,3,NOT
84733,4176,38.5,450937,0,17.5,0,14.5,0,0,39.5,1934.5,7844,12886,16997.5,18871.5,124,38.5,1,5,6,6,SL
123169,3364,16,6660,0,12.5,0,15,0,0,17,632.5,6432,12026.5,16421,18328.5,38,16,1,4,6,6,SL
780,8325,2.5,792.5,0,2.5,0.5,15.5,0,0,3.5,413.5,3779.5,9815.5,13942.5,17165,0,2.5,0,5,3,3,SL
7335,9296,7.5,17174.5,0,6,0,15.5,0,0,8.5,419,5095,11437.5,15816,18011.5,10,7.5,0,26,0,0,SL
