gene1,gene2,avgdeg,avgbet,avgclose,avgcore,avgcons,avgecc,avgeigen_cen,avghub_score,avgneighbor1,avgneighbor2,avgneighbor3,avgneighbor4,avgneighbor5,avgneighbor6,avgtriangle,avgcommon_neighbor,comm.detect,shortest_path,cohesion,adhesion
170302,84775,1.5,35.5,0,1.5,0.5,16,0,0,2.5,51.5,1021.5,7380.5,12679.5,16570,0,1.5,0,7,8,9
55208,55119,5.5,232,0,5.5,0,15.5,0,0,6.5,354,4232.5,11034,15431,17812.5,12.5,5.5,0,4,9,10
4698,3804,7.5,3273.5,0,6.5,0.5,16,0,0,8.5,699.5,4340,9813,14802.5,17410,12,7.5,0,5,4,4
181515,172122,1,0,0,1,1,11.5,0,0,2,5,13.5,48.5,108,262.5,0,1,0,8,2,3
26270,850762,42,381668.5,0,10,0,16,0,0,43,1254.5,5926,10310,15498.5,17719.5,19,42,0,5,4,4
178801,65267,1.5,0,0,1.5,0.5,17.5,0,0,2.5,14.5,198,2760.5,6017.5,8516.5,0.5,1.5,0,7,1,1
851882,121549,3.5,5.5,0,3,0,16,0,0,4.5,31.5,849.5,5375.5,10790.5,15984,5,3.5,0,6,1,1
6880,92359,24,38857.5,0,10,0,15.5,0,0,25,743,4855.5,11305,14797.5,17476,131.5,24,0,7,3,6
42841,7011,4,23788.5,0,3,0,18.5,0,0,5,71.5,1777.5,5452,7955,9263,0.5,4,0,9,3,3
3783,9859,11,19547.5,0,7,0.5,16,0,0,12,466.5,5176,11454.5,15812,17962,10,11,0,8,2,2
2540723,45906,2.5,23663,0,1.5,0,20.5,0,0,3.5,13.5,40,151.5,404.5,967.5,0.5,2.5,0,4,14,14
853972,71740,1,0,0,1,1,17.5,0,0,2,48.5,535.5,3902,7690,10551.5,0,1,0,5,3,3
842953,3798,4,1732.5,0,4,0,18.5,0,0,5,47.5,1264.5,5759,8359.5,9393.5,1.5,4,0,4,2,2
853479,10083,19,81753.5,0,7,0,17,0,0,20,132.5,1314,4809.5,11510,15650.5,56,19,0,5,2,2
4478,19224,7,2682,0,4.5,0.5,9,0,0,8,196,2500.5,5667,7839,8967,4.5,7,0,8,3,3
4686,825396,10.5,6066,0,6.5,0.5,18,0,0,11.5,373.5,3213,5933,8189,9529,12,10.5,0,7,7,9
41746,225164,3,82805,0,1.5,0.5,19.5,0,0,4,12.5,330,3423,6092.5,8194,0,3,0,5,1,1
36654,171647,4,97376.5,0,1.5,0.5,11,0,0,5,15,59.5,115,263.5,377.5,0,4,0,5,10,11
851672,851661,6,8819,0,4.5,0,17.5,0,0,7,88,1902.5,4690.5,10148,15435.5,6,6,0,2,32,33
