gene1,gene2,avgdeg,avgbet,avgclose,avgcore,avgcons,avgecc,avgeigen_cen,avghub_score,avgneighbor1,avgneighbor2,avgneighbor3,avgneighbor4,avgneighbor5,avgneighbor6,avgtriangle,avgcommon_neighbor,comm.detect,shortest_path,cohesion,adhesion,gi
580,10116,38,191310,0,14.5,0,15,0,0,39,1276.5,7554,13887.5,17100,18724.5,77,38,1,4,12,12,NOT
93649,472,40,164784,0,12.5,0,15,0,0,41,1523.5,7906.5,13567,16860.5,18509.5,109,40,0,5,7,7,SL
9184,5515,59.5,266739,0,17.5,0,14.5,0,0,60.5,1468.5,8346.5,13531,17026,18692.5,203.5,59.5,0,9,1,1,SL
123169,832,17,31772.5,0,13,0,15,0,0,18,883.5,7109,12630,16683.5,18384,34.5,17,0,4,6,6,SL
10480,55168,16.5,5141,0,13.5,0,15.5,0,0,17.5,745,4884,10977.5,15195,17919,82,16.5,0,26,0,0,SL
64746,51028,11.5,35676,0,10,0,15.5,0,0,12.5,1203.5,6749,12582.5,16355.5,18150,11,11.5,0,3,10,11,SL
84547,23397,7,1377,0,6,0,15.5,0,0,8,269,3493.5,9200.5,14402,17397,9,7,0,3,17,17,SL
3265,6191,107,392252,0,27.5,0,15,0,0,108,1868.5,9308,14636.5,17340,18737.5,983.5,107,0,26,0,0,SL
851935,4998,13.5,5057,0,8.5,0,16,0,0,14.5,318.5,4386.5,9390,15445,17632,18.5,13.5,0,26,0,0,NOT
1557,6426,25.5,296326,0,10,0.5,16,0,0,26.5,1286.5,6110,11436,14711.5,17397,126,25.5,0,6,4,4,SL
25847,10884,10.5,890.5,0,10.5,0,15.5,0,0,11.5,208,3718.5,10916.5,15474,17684,35,10.5,0,4,3,3,SL
5695,8480,33,26970.5,0,20.5,0,15.5,0,0,34,746.5,7092,12950.5,16625.5,18314,302.5,33,0,9,1,1,SL
997,5728,72.5,282637.5,0,19,0,15,0,0,73.5,2172,9616.5,14588,17233,18741.5,166,72.5,1,26,0,0,SL
1020,7083,30,278864,0,14.5,0,15,0,0,31,1143,8437.5,14610.5,17244.5,18544.5,42.5,30,1,7,4,4,SL
55588,80306,40.5,93271,0,27,0,15,0,0,41.5,597,5764,11663,16322,18529,537.5,40.5,1,3,9,9,SL
4149,4666,28,57214.5,0,12.5,0,14.5,0,0,29,925.5,6854.5,13155.5,16759,18522,82,28,0,9,1,1,SL
826479,19274,13,686873,0,2.5,0.5,19,0,0,14,76,161.5,475,1225,4916,6.5,13,0,5,3,3,NOT
404672,5979,14.5,66125.5,0,10,0,15.5,0,0,15.5,538,5066.5,11563.5,16021.5,18138,31.5,14.5,0,10,1,1,SL
1544,6717,3,11200.5,0,2,0.5,16,0,0,4,90.5,2851.5,9863.5,14153,16972,0,3,0,12,1,1,SL
23162,851225,7.5,18666,0,5.5,0,17,0,0,8.5,148.5,2765,7810,11251.5,15757,6,7.5,0,6,1,1,NOT
9377,9439,29,106589,0,18.5,0,15,0,0,30,1281.5,7062,12587,16555.5,18548.5,259,29,0,11,1,1,SL
83990,7975,10,13036.5,0,7.5,0,15.5,0,0,11,373,4855.5,11154,15878.5,17920.5,14,10,0,26,0,0,SL
84289,983,52.5,266584.5,0,15.5,0,14.5,0,0,53.5,1900.5,8932,14765,17331.5,18774,152,52.5,0,5,4,4,SL
92335,9472,2.5,858,0,2.5,0,15.5,0,0,3.5,87,2754,10139,15209.5,17506.5,0.5,2.5,0,7,1,1,NOT
8291,51503,11.5,36546,0,7,0,15.5,0,0,12.5,207.5,3915.5,10562,14997.5,17652.5,8.5,11.5,0,4,2,2,NOT
8726,8703,27,71497.5,0,10.5,0.5,15.5,0,0,28,717,5517.5,11428.5,15149,17749.5,101,27,0,8,1,3,SL
40620,10522,5,67425,0,3.5,0,16.5,0,0,6,146,2370,5932.5,8636,12558.5,0.5,5,0,3,8,9,NOT
10217,5586,6,13932.5,0,5.5,0,15.5,0,0,7,375,4884,10630.5,14892,17595,1,6,0,10,1,1,SL
246184,6434,25,38117.5,0,16.5,0,14.5,0,0,26,1227,6590.5,12526,16594.5,18304.5,131,25,0,26,0,0,SL
10084,7419,19.5,17801,0,12,0,15,0,0,20.5,1571.5,7746,13370,16903.5,18460,65.5,19.5,0,26,0,0,SL
3364,54512,18.5,5957.5,0,12.5,0,15.5,0,0,19.5,532.5,5180,11332,15897,17996.5,75.5,18.5,0,3,29,29,SL
4914,8805,32,107304.5,0,17.5,0,15,0,0,33,1558.5,8874.5,14646,17289,18737,50,32,0,8,2,2,SL
823975,3772474,2,16204.5,0,1.5,0.5,19,0,0,3,18,69,280.5,734,1685,0,2,0,26,0,0,NOT
55193,4763,18.5,8943,0,13.5,0,15.5,0,0,19.5,1079.5,7350,12583,16641.5,18470,75,18.5,0,5,8,8,SL
3845,80014,196.5,1740874,0,11.5,0,15.5,0,0,197.5,1448,6393,12333,15540,18214.5,268,196.5,0,6,6,6,SL
9349,11137,36.5,56799,0,22,0,15,0,0,37.5,1226.5,7626,13241.5,16761.5,18487.5,640,36.5,1,26,0,0,SL
1019,3012,23.5,71954,0,11.5,0,15,0,0,24.5,1025,6169.5,12323,15988.5,18246,47.5,23.5,0,3,2,2,SL
8353,55723,35,22822.5,0,18,0,15,0,0,36,749.5,6656,12245.5,16451.5,18268,101.5,35,1,26,0,0,SL
123169,8663,19,6079,0,13.5,0,15,0,0,20,1022.5,6920.5,12114.5,16305.5,18298.5,82.5,19,0,5,6,6,SL
1786,8883,30.5,87716,0,13,0,15.5,0,0,31.5,1323.5,7494,13269,16677.5,18498,152,30.5,0,5,21,21,SL
25820,6134,70.5,153541.5,0,27.5,0,15,0,0,71.5,1441,8523.5,13945.5,17197,18713,821,70.5,0,9,3,3,SL
5048,402,13.5,248035,0,7,0,16,0,0,14.5,533,3810.5,9224.5,14020.5,17085.5,12.5,13.5,0,3,13,13,SL
3191,396440,25,78625.5,0,11,0.5,15.5,0,0,26,1047,4822,9480,14149,17156,65,25,0,6,2,2,NOT
25,55145,45.5,265153.5,0,13,0,15.5,0,0,46.5,1597,7698,13296.5,16693,18410,153,45.5,0,3,15,16,SL
1436,55171,5,193,0,4.5,0.5,16,0,0,6,252.5,4044,11017,15626.5,17781.5,8.5,5,0,2,15,15,SL
29093,9862,25,11535.5,0,18.5,0,15.5,0,0,26,622,5241,11606,15681,18040,274.5,25,0,10,1,1,SL
842,841,32,41161,0,13.5,0,15.5,0,0,33,758.5,6869,12291.5,16345.5,18282.5,71.5,32,0,3,15,15,SL
9184,3265,75.5,389072,0,16.5,0,14.5,0,0,76.5,1367.5,8195.5,13435,16960.5,18618.5,138,75.5,0,26,0,0,SL
23515,4914,17,29859.5,0,9.5,0,15,0,0,18,740,6573,12763,16568.5,18217.5,25.5,17,0,7,6,8,SL
3815,9659,22,58078.5,0,13,0,15.5,0,0,23,550.5,6247.5,11632,15712,18027,44,22,0,26,0,0,SL
22930,2194,10.5,4763,0,9,0,15.5,0,0,11.5,1383,7506.5,12880,16527.5,18364.5,13.5,10.5,0,8,2,2,SL
6598,2597,55.5,819449,0,20,0,15,0,0,56.5,2872,10763,15528.5,17647.5,18937.5,236.5,55.5,1,7,1,1,SL
57521,4702,28,41414.5,0,15,0,15.5,0,0,29,674.5,6636,11836.5,15922.5,18050.5,46,28,0,11,1,1,SL
55139,8883,3.5,436.5,0,3,0.5,16,0,0,4.5,222.5,4933.5,11439.5,15816,17873.5,3,3.5,0,3,7,7,SL
8883,401190,4,436.5,0,3.5,0,16.5,0,0,5,126,2720,6098.5,11654.5,15134.5,3.5,4,0,26,0,0,SL
185,4893,73.5,159727,0,10.5,0,15.5,0,0,74.5,717.5,5836,12200,15649.5,17966.5,115.5,73.5,0,9,1,1,SL
84332,8883,3.5,436.5,0,3,0.5,16,0,0,4.5,120.5,2708,6626,12336.5,16296.5,3,3.5,0,3,6,6,SL
3663,835341,12,648202,0,8.5,0,16,0,0,13,553,3901,7026,9701,14022,7.5,12,0,6,4,4,NOT
1875,672,143,1430643.5,0,11.5,0,15,0,0,144,2361.5,6661,12700.5,16579,18513.5,767,143,0,4,1,1,SL
8883,5701,34,39253,0,17,0,15.5,0,0,35,920.5,7312.5,12853.5,16521,18274.5,408,34,0,26,0,0,SL
23168,80349,14,15663,0,11,0,15,0,0,15,588,6219.5,12103.5,16515,18321,26,14,0,3,19,19,SL
55367,80143,12.5,14119.5,0,10,0,15.5,0,0,13.5,271,4864.5,11281.5,15713,17851.5,55,12.5,0,3,1,1,NOT
854839,856012,36.5,26275.5,0,9.5,0,17,0,0,37.5,624.5,2845,5393.5,12933.5,16729.5,352,36.5,0,8,1,1,NOT
5269,23397,4.5,1115,0.5,4,0.5,8,0,0,5.5,251.5,3161,6055,8234.5,9130,4,4.5,0,5,15,15,SL
2562,30818,5,27797,0,4,0,15.5,0,0,6,181,3257,11241.5,15934,17794,0.5,5,0,3,9,9,NOT
5888,8874,47,225625.5,0,16.5,0,15.5,0,0,48,1435.5,8618.5,13732.5,16908,18557,93.5,47,0,26,0,0,SL
8883,51588,18.5,28419,0,12,0,15.5,0,0,19.5,743.5,6758.5,12333.5,16375.5,18254.5,26.5,18.5,0,26,0,0,SL
51234,80306,29,90923,0,19,0,15.5,0,0,30,915.5,6381.5,11740,16014,18257.5,312,29,0,5,13,16,SL
10079,3265,67,380855,0,11,0,15,0,0,68,1745,8466,13857.5,17093,18590.5,117.5,67,1,4,15,15,SL
338,8883,12,33585,0,9,0,16,0,0,13,955.5,6807.5,11947,16069.5,18070.5,17,12,0,4,21,21,SL
25942,5534,44,102219,0,12,0,15.5,0,0,45,1153.5,5639.5,12414.5,16315,18306,207,44,0,5,5,5,SL
815,373818,6.5,23932.5,0,4.5,0.5,8.5,0,0,7.5,276.5,3364,6745,8375,9140.5,3.5,6.5,0,3,1,1,NOT
9439,54680,24,102337,0,14.5,0,15,0,0,25,676,5104,11583.5,16099.5,18295,251,24,0,9,1,1,SL
856854,837188,25,142209.5,0,4.5,0.5,17,0,0,26,157,1505,3397.5,10364,15556.5,7.5,25,0,3,13,13,NOT
6124,37415,47.5,22303,0,19.5,0.5,8,0,0,48.5,918.5,4666.5,7367.5,8571,9291.5,898.5,47.5,0,6,2,2,NOT
2475,841,56,208287.5,0,17.5,0,15.5,0,0,57,1595.5,8968.5,13685,17014,18627.5,110.5,56,0,3,24,24,SL
79707,91603,9.5,436,0,9,0,15,0,0,10.5,501.5,5295,11327,15850,17859,19.5,9.5,0,3,6,6,SL
252983,54952,2.5,251,0.5,2.5,0.5,8.5,0,0,3.5,107.5,2048.5,5408,7700.5,8956.5,1.5,2.5,0,3,3,3,SL
11144,5980,3.5,38.5,0,3.5,0,16,0,0,4.5,147.5,2514.5,9822,15028,17491.5,2.5,3.5,0,26,0,0,SL
6790,3735,50.5,211300.5,0,18,0,15,0,0,51.5,2103,8880.5,14253.5,17187.5,18709.5,94.5,50.5,0,6,5,5,SL
991,5521,57.5,218771,0,17.5,0,14.5,0,0,58.5,1242,7949.5,13432,16897.5,18597.5,236.5,57.5,0,3,7,7,SL
14199,42428,4,76906.5,0,3.5,0,17,0,0,5,136.5,2580,5922,8567.5,12378,0,4,0,5,10,10,NOT
25,53616,43.5,264834.5,0,11,0,15.5,0,0,44.5,1442.5,5536,11300.5,15729,17874.5,153,43.5,0,2,26,27,SL
3156,5207,3.5,710,0.5,3.5,0.5,8.5,0,0,4.5,574,3262.5,5900.5,7909.5,9024.5,2.5,3.5,0,8,3,3,SL
11083,29072,7,13271.5,0,6.5,0,15,0,0,8,943.5,6317.5,11958,16230,18152,2,7,0,7,1,1,SL
283987,6919,2,108,0,2,0.5,16,0,0,3,37,1294.5,7794.5,12588.5,16598.5,0,2,0,6,3,3,SL
55193,5533,15,16455.5,0,11,0,16,0,0,16,555,3781,8586.5,14187.5,17364,71.5,15,0,5,4,4,SL
4528,51147,30,26992,0,13.5,0,15.5,0,0,31,845,6806,13037,16535,18267.5,72,30,0,5,8,9,SL
10188,7525,31,65205.5,0,18,0,15,0,0,32,2141.5,9164.5,14147.5,17040,18554,63.5,31,1,26,0,0,SL
324,1025,78.5,1236694.5,0,19,0,15,0,0,79.5,2684,9828.5,14162,17391,19174,223,78.5,1,3,8,8,SL
10297,51529,8,4910.5,0,7,0,15,0,0,9,472,5842,12650.5,16478,18409.5,14.5,8,0,12,1,1,SL
10802,84364,6.5,1506,0,5.5,0,16,0,0,7.5,1159,6036.5,11637,15700,17847.5,11,6.5,0,5,3,4,SL
51318,84991,7.5,162,0,6.5,0,15.5,0,0,8.5,169,2460,8421,13517,16757,11,7.5,0,3,11,11,SL
855281,123228,12,1097.5,0,8,0,16.5,0,0,13,204,3030,7348,11535,16287.5,50,12,0,6,2,2,NOT
6455,1164,10,25951,0,7.5,0,15.5,0,0,11,275,5023.5,11830,15999.5,17966.5,14,10,0,26,0,0,SL
6949,6158,20.5,94796.5,0,16.5,0,15,0,0,21.5,1708.5,8108,13062.5,16929,18699.5,67.5,20.5,0,4,11,11,SL
832662,838306,1.5,5915.5,0,1.5,0.5,14.5,0,0,2.5,4.5,10,23.5,32.5,68,0,1.5,0,10,3,3,NOT
834451,2539806,2,2.5,0,1,0.5,11.5,0,0,3,5,10,27,72.5,237.5,0,2,0,10,1,1,NOT
431707,80851,4.5,239.5,0,4,0,16,0,0,5.5,135.5,2179,7081.5,13086.5,16671.5,2.5,4.5,0,4,3,3,NOT
1017,57804,62.5,663394.5,0,12,0,14.5,0,0,63.5,1577,7260,13201,16757.5,18609.5,246,62.5,0,3,10,15,SL
2792,851688,5.5,5598.5,0,4.5,0,16.5,0,0,6.5,626,2970.5,7895.5,14488.5,17378,6,5.5,0,4,2,2,NOT
9232,6790,45,222158,0,16,0,15,0,0,46,1671.5,8921.5,14765.5,17417,18767,72.5,45,0,8,1,1,SL
699,4133,12.5,51678,0,9,0,15,0,0,13.5,614.5,6493.5,12047.5,16433.5,18441.5,19,12.5,0,4,11,11,SL
22868,4893,78,112696,0,15.5,0,15.5,0,0,79,861,5555.5,11890.5,15077.5,17746,140.5,78,0,10,1,1,SL
7270,488,15,50555,0,9.5,0,15,0,0,16,1284.5,6760.5,12060.5,16176.5,18246,14,15,0,7,1,1,SL
51327,1956,186,3422576.5,0,11,0.5,15.5,0,0,187,2676,6154.5,11414,15772.5,18166.5,798.5,186,0,9,4,4,SL
2968,23168,12.5,2668,0,10,0,15,0,0,13.5,469.5,5284,11490.5,16148,18127.5,31.5,12.5,0,5,7,7,SL
10217,191,2.5,12287.5,0,2,0,16,0,0,3.5,129.5,2885,9640.5,14110.5,17122,0,2.5,0,10,1,1,SL
5917,38136,9.5,7659.5,0,8,0,17,0,0,10.5,286.5,3438,6155,8494,9754.5,30,9.5,0,13,1,1,NOT
728505,11091,62,288702,0,11,0.5,15,0,0,63,1527.5,5849,11915,16097.5,18153.5,301.5,62,0,26,0,0,SL
226,3099,12,32610,0,8.5,0.5,15.5,0,0,13,1118,5053.5,12231,16270.5,17927.5,20.5,12,0,3,12,12,SL
11224,6582,30.5,1780.5,0,18,0.5,16,0,0,31.5,444,3615,8386,13375.5,16415,471.5,30.5,0,8,4,4,SL
3845,5411,211,1778205,0,18,0,15,0,0,212,2030,9124.5,13701.5,17032.5,18753.5,318,211,0,26,0,0,SL
84447,2194,27,65635,0,14.5,0,15,0,0,28,1387.5,8737.5,14365,17167.5,18615.5,40.5,27,0,5,3,3,SL
57697,2176,24,43113,0,12,0,15,0,0,25,622,6704,12695.5,16538,18500.5,69.5,24,1,5,1,2,SL
5707,9282,47,52108,0,28,0,15,0,0,48,1199,8171,14213.5,17254,18831.5,585,47,0,2,24,24,SL
2670,27332,10,4469,0,6,0,15,0,0,11,418.5,5924,11523,15832.5,18040.5,5.5,10,0,3,30,30,NOT
55082,22995,12,3141.5,0,8.5,0,15,0,0,13,363,4449.5,10892.5,15646,17835,21,12,0,3,7,7,SL
1445,26276,16.5,182943,0,10.5,0,15.5,0,0,17.5,1145,8277.5,13738.5,16613,18326.5,22.5,16.5,0,4,10,10,SL
10498,4893,87.5,171125,0,18.5,0,14.5,0,0,88.5,1959.5,9146.5,14733,17326,18844,165,87.5,0,11,1,1,SL
2874,64834,12,28426,0,9.5,0,15,0,0,13,1315.5,7251.5,13144,16615.5,18419.5,17.5,12,0,4,27,28,NOT
11200,2322,25.5,42541.5,0,13,0,15.5,0,0,26.5,1041,6561.5,12985,16570,18241,43,25.5,0,5,8,9,SL
852873,6752,11,3349,0,7.5,0,16.5,0,0,12,659,3016.5,8053.5,13879,17155.5,53,11,0,26,0,0,NOT
7375,3149,18,93537.5,0,10,0.5,15,0,0,19,929,6054,12255.5,16640.5,18424.5,30.5,18,0,26,0,0,SL
637,8493,11.5,6770.5,0,10,0,15.5,0,0,12.5,753,7001.5,13205,16610.5,18367,10.5,11.5,0,5,26,26,SL
8914,4172,22,1711074.5,0,12.5,0,14.5,0,0,23,1430.5,7174.5,12619,16839,19059.5,57,22,0,8,2,2,SL
11156,9520,7.5,2929,0,6.5,0,15.5,0,0,8.5,890.5,6834,12146.5,16165,18157.5,1.5,7.5,0,26,0,0,SL
2553,3845,196.5,1741010,0,11,0,15,0,0,197.5,1474,6532.5,12552,16333,18335.5,266.5,196.5,0,4,2,2,SL
8883,5884,10,901.5,0,8.5,0,15.5,0,0,11,235.5,5372.5,11336,15754.5,17915.5,10,10,0,26,0,0,SL
80789,84930,6.5,24712,0,3.5,0,15.5,0,0,7.5,209.5,4405,10987.5,15623.5,17769.5,4.5,6.5,0,4,4,7,SL
84930,6137,35.5,75222.5,0,19.5,0,15.5,0,0,36.5,1072.5,7021,12895,16567,18337.5,581.5,35.5,0,26,0,0,SL
1576,6738,3,11884,0,2.5,0,15.5,0,0,4,137.5,3812.5,10613.5,15096,17700,0.5,3,0,11,1,1,SL
4702,9318,34,164669.5,0,16.5,0,15,0,0,35,958,6650,11918,15995.5,18223,136,34,0,4,3,3,SL
5230,54460,12,8365.5,0,9.5,0,15.5,0,0,13,691.5,5817.5,11977,16004.5,18019,19,12,0,4,5,5,SL
203547,31,5.5,12924,0,5,0,15.5,0,0,6.5,649.5,5366,11349.5,15530.5,17902,0.5,5.5,0,4,9,9,SL
2885,5605,106.5,792264.5,0,18.5,0,15,0,0,107.5,1896,9055,14466.5,17262.5,18733.5,348,106.5,0,8,2,2,SL
983,10450,56.5,251410,0,17.5,0,14.5,0,0,57.5,1773,8327,13407.5,16793,18551,183.5,56.5,0,5,8,9,SL
853690,22033,1,0,0,1,1,17.5,0,0,2,12.5,363,4321.5,8553.5,14404,0,1,0,6,4,4,NOT
1445,9910,16.5,25808.5,0,10.5,0,15.5,0,0,17.5,628,5614,11596.5,16056,18085.5,20,16.5,0,5,10,10,SL
330,842,36,79268.5,0,14.5,0,15,0,0,37,1053,7280,13272,16783.5,18466.5,71.5,36,0,3,8,8,SL
18186,175712,1.5,11831.5,0.5,1,0.5,10,0,0,2.5,5.5,15,45,132.5,277.5,0,1.5,0,3,12,12,NOT
2785,83548,6.5,3962.5,0,6,0,16,0,0,7.5,267,2933.5,9999,14726,17569.5,11,6.5,0,5,3,3,NOT
8703,2683,1,0,0,1,1,16,0,0,2,247,4169.5,10592,14598.5,17460,0,1,0,26,0,0,SL
5530,6580,7,82058,0,3.5,0.5,16,0,0,8,201.5,3708.5,10567,14482.5,17222,1,7,0,26,0,0,SL
2064,5287,48,198064.5,0,11.5,0,15.5,0,0,49,1601.5,8151,13271,16736.5,18559.5,178.5,48,1,7,1,1,SL
563,6582,1,0,0,1,1,16.5,0,0,2,43.5,1089.5,6637.5,12350,15895.5,0,1,0,5,4,4,SL
6598,23198,36,90457,0,15.5,0,15,0,0,37,1519.5,7903.5,13572.5,16989,18573,196,36,0,5,1,1,SL
8678,27032,27,113577.5,0,10.5,0,15.5,0,0,28,1383.5,7700.5,13170.5,16422,18222.5,31,27,0,8,2,2,SL
1445,10464,21.5,28460,0,14,0,15.5,0,0,22.5,1201.5,7537.5,12172.5,16159,18194.5,42.5,21.5,0,6,5,5,SL
10217,5742,1.5,19,0,1.5,0.5,16,0,0,2.5,76.5,2717,9475.5,14155,17136,0,1.5,0,8,1,1,SL
5588,9601,28.5,54475.5,0,14,0,15,0,0,29.5,1652.5,7756.5,13085.5,16598,18343.5,80.5,28.5,0,8,2,3,SL
1244,5189,3,3208.5,0,3,0,16.5,0,0,4,337,2570.5,6002,11387.5,15074.5,1,3,0,8,1,1,SL
6598,5565,55.5,274828.5,0,16,0,15,0,0,56.5,1477,8269,13770,17155.5,18741,189,55.5,0,8,1,1,SL
6643,5962,11.5,18440.5,0,7,0,16,0,0,12.5,1160,6735.5,11866,15933.5,18075,8.5,11.5,0,26,0,0,SL
140735,856593,28.5,74013,0,9.5,0,16,0,0,29.5,419,4932.5,10294.5,15688.5,17824.5,29,28.5,0,3,1,1,NOT
8732,6944,17.5,16973,0,13.5,0,15,0,0,18.5,588,5541,12313,16250,17996.5,63,17.5,0,26,0,0,SL
853990,240354,1.5,3352,0,1.5,0.5,17,0,0,2.5,22.5,559.5,5005,8799.5,14442,0,1.5,0,3,4,5,NOT
55193,11143,26,32231,0,16,0,15,0,0,27,1395,7986,13802.5,17183,18769,96.5,26,0,26,0,0,SL
10969,10426,23,32555.5,0,13,0,15,0,0,24,734,6329,11899.5,16063,18240,71,23,0,3,7,7,SL
23309,8659,13.5,8353.5,0,8.5,0,15.5,0,0,14.5,660.5,4793.5,11472.5,15904,17984.5,50.5,13.5,0,8,4,4,SL
10403,5516,49.5,165813.5,0,14.5,0,15,0,0,50.5,857.5,7316.5,13619,16978.5,18502.5,177,49.5,0,26,0,0,SL
273,6453,20,20931,0,11,0,15,0,0,21,440.5,6128,11842.5,16099,18251.5,14,20,1,26,0,0,SL
5013,5982,10,2492.5,0,8,0,15.5,0,0,11,676.5,4206.5,10025,14517.5,17446.5,30,10,0,26,0,0,NOT
10282,4609,256.5,2724773.5,0,20.5,0,14.5,0,0,257.5,3519.5,9511.5,14083,17016.5,18803.5,1421,256.5,0,6,2,2,SL
34166,60682,1.5,5915.5,0,1.5,0.5,17.5,0,0,2.5,11.5,91,1389,5614.5,10958,0,1.5,0,4,4,5,NOT
2261,8877,6,21955,0,4.5,0,16,0,0,7,365.5,4795.5,11880.5,15868,17918.5,2.5,6,0,4,7,7,SL
11200,50484,24.5,43173,0,12,0,15,0,0,25.5,1572,8455.5,13542.5,16768.5,18499.5,42,24.5,0,11,1,1,SL
8019,6457,44,101331.5,0,14,0,15.5,0,0,45,1388,7825,13583.5,16814,18549,132,44,0,26,0,0,SL
675,56848,26,72818.5,0,10.5,0,15.5,0,0,27,876,6218.5,12890.5,16575.5,18276,47.5,26,0,3,9,9,SL
850873,26155,8,2300.5,0,7.5,0,16.5,0,0,9,547,4068,8552.5,11271.5,15648.5,18.5,8,0,3,13,13,NOT
6455,201163,12.5,45681.5,0,8.5,0,16,0,0,13.5,503.5,5843.5,12356.5,16172,18046.5,7,12.5,0,26,0,0,SL
22995,5707,36.5,39928,0,21,0,15,0,0,37.5,861.5,7132.5,12824,16572,18476.5,377,36.5,0,8,2,2,SL
825091,3346208,1,0,0,1,1,13.5,0,0,2,9,20.5,35.5,67,157.5,0,1,0,5,4,4,NOT
701,29966,37,66745,0,15,0,15.5,0,0,38,781.5,6967.5,12460,16495,18452,168,37,0,5,8,8,SL
3431,4176,32,446547.5,0,12,0,14.5,0,0,33,1755.5,7841.5,12505,16704.5,18748.5,99,32,0,3,6,6,SL
56681,10642,17.5,12684,0,12,0,15.5,0,0,18.5,1564.5,7757,13241.5,16449,18232.5,52,17.5,0,8,2,3,SL
4893,25879,76.5,113280.5,0,15,0,15,0,0,77.5,1062,7592,13621,16846.5,18351,125,76.5,0,11,1,1,SL
79019,80349,14,15604,0,10,0,15.5,0,0,15,307,3564,9941,14455.5,17420.5,30.5,14,0,5,9,9,SL
54828,180420,3,2288.5,0.5,2.5,0.5,8,0,0,4,338.5,2920,6573,8451.5,9241.5,1.5,3,0,26,0,0,NOT
173773,833835,1.5,0,0,1.5,0.5,18.5,0,0,2.5,35,69,341.5,2681.5,6405,0.5,1.5,0,7,3,5,NOT
16170,293860,3,34266.5,0.5,1.5,0.5,9.5,0,0,4,9,71.5,586,4175.5,7331.5,0,3,0,4,3,3,NOT
8664,23560,27,30804.5,0,16.5,0,15,0,0,28,1566,8088.5,13386,16834,18447,112.5,27,0,26,0,0,SL
5594,5300,83.5,1343183,0,20,0,14.5,0,0,84.5,2347,10111.5,15373,17743.5,19122.5,160,83.5,1,5,1,1,SL
8930,5156,14,32052,0,11,0,15.5,0,0,15,712,6987,12161.5,16313.5,18326,27.5,14,0,14,2,2,SL
64763,10204,2.5,310,0.5,2.5,0.5,8.5,0,0,3.5,75.5,1738,5580.5,7848.5,8828.5,1.5,2.5,0,5,8,8,SL
668,7552,2.5,524.5,0,2.5,0,15.5,0,0,3.5,162.5,3006,10470.5,15570.5,17686.5,0,2.5,0,9,1,1,NOT
1690,4609,241.5,2709102,0,14,0.5,15.5,0,0,242.5,2733,6081.5,11492,14993,17726.5,1359,241.5,0,3,2,2,SL
3845,8030,201.5,1749592.5,0,15,0,15,0,0,202.5,1863,8758.5,13623,16953.5,18637.5,273,201.5,0,8,6,6,SL
3783750,110147,7.5,68752.5,0,5.5,0,16.5,0,0,8.5,121.5,2288.5,7926,13602,16970,6,7.5,0,5,1,1,NOT
64793,2194,13.5,6278.5,0,11.5,0,15.5,0,0,14.5,916,6538,12476,16310.5,18232.5,18.5,13.5,0,5,3,3,SL
5518,23451,83,502716,0,19.5,0,14.5,0,0,84,2603,9716,14683,17421,18863,311.5,83,0,26,0,0,SL
93663,3265,66.5,390471.5,0,10,0,15,0,0,67.5,925.5,5578.5,11882.5,15818,18056.5,116.5,66.5,0,5,2,2,SL
3066,3615,93,272359,0,15.5,0,14.5,0,0,94,2407,9361.5,14201.5,17202,18848.5,591,93,0,3,8,8,SL
80789,11243,13.5,29040.5,0,7.5,0,15.5,0,0,14.5,296.5,4640,10969,15551,17771,24,13.5,0,4,2,3,SL
55198,29101,6,2091,0,6,0,15.5,0,0,7,235.5,4642.5,10983,15475.5,17826.5,3.5,6,0,4,14,18,NOT
852722,6531,3.5,20761,0,3,0.5,8.5,0,0,4.5,132.5,2136.5,6776,8395.5,9092,0.5,3.5,0,15,1,1,NOT
10403,5516,49.5,165813.5,0,14.5,0,15,0,0,50.5,857.5,7316.5,13619,16978.5,18502.5,177,49.5,0,26,0,0,SL
1019,2965,33.5,92749.5,0,15.5,0,15,0,0,34.5,1500,8629,14671.5,17393,18733.5,85.5,33.5,0,4,2,2,SL
5294,1241,4,24444.5,0,2.5,0.5,16.5,0,0,5,267.5,2860.5,9171,14049,17156,0.5,4,0,4,3,3,SL
1209,8883,6,507.5,0,5.5,0,16,0,0,7,858,5959.5,11556,15777,17921,5.5,6,0,4,21,21,SL
11113,6502,46.5,277385.5,0,14.5,0,15,0,0,47.5,1777.5,8296,13393,16836,18617,163,46.5,0,11,1,1,SL
10726,51026,10.5,29160.5,0,7,0,16,0,0,11.5,1164.5,6032.5,12061.5,15751.5,18016,6,10.5,0,9,1,1,SL
28957,28977,18.5,4388,0,15,0,15,0,0,19.5,492.5,4913.5,11103,15578.5,17763.5,84,18.5,1,3,8,8,SL
5315,14702,21,126094,0,11,0,16,0,0,22,1494.5,5077,7639.5,10400,15008,39.5,21,0,9,3,4,NOT
6917,94239,7.5,2972.5,0,6.5,0.5,15.5,0,0,8.5,239.5,3165,9420.5,14378,17517,12.5,7.5,0,9,2,2,SL
3815,6144,44,57045,0,26.5,0,15,0,0,45,1368,7833.5,12872,16520,18304.5,631.5,44,0,26,0,0,SL
662,8892,6.5,10042,0,6,0,16,0,0,7.5,950,6117.5,11733,15938.5,18229.5,8.5,6.5,0,5,29,36,SL
