geneid1,geneid2
64783,862
1876,23429
84759,23429
7027,23429
7703,23429
10785,10055
7165,10055
158,10055
55644,10055
4026,10055
29888,29115
64746,54938
64746,6301
2960,54938
2960,6301
6904,54938
6904,6301
6886,6304
5937,51119
8417,51119
10452,51119
58477,51119
28998,23256
8417,9997
51119,9997
10084,9997
7070,9997
58477,9997
9997,10106
9997,6342
9997,10388
10187,10106
10187,6342
10187,10388
4218,10106
4218,6342
4218,10388
8417,10106
8417,6342
8417,10388
5937,10106
5937,6342
5937,10388
7419,10106
7419,6342
7419,10388
6844,9554
54732,9554
9632,10802
7320,10802
11075,10802
11034,10802
9736,10802
10101,10802
10952,29927
550,6400
5479,57794
8417,57794
65260,57466
81855,94081
1831,6446
10952,6449
26128,6455
811,6455
6455,56904
80755,56904
2960,56904
327,6470
5074,6470
58533,6470
10188,6478
10320,23309
5978,23309
6478,6497
55626,1468
864,4090
8848,4091
91,4091
51176,4092
2186,6594
8697,56916
51433,56916
6602,6603
10212,10743
10212,6611
8942,10743
8942,6611
10944,10743
10944,6611
26524,6615
23186,6615
6844,8773
4905,8773
8673,8773
6810,8773
23256,8773
10944,9627
64746,11267
4236,79753
10533,6642
6472,6642
58533,6642
27430,6642
5074,6643
5937,8724
57794,8724
8417,8724
51119,8724
58533,8723
8660,8651
3643,8651
3643,9021
8731,6654
79705,6654
4233,6654
1436,6654
25836,6672
2551,560
2551,6670
4204,560
4204,6670
55789,9043
79184,9043
9443,6720
25929,6726
10226,6726
6238,58477
9525,10534
23244,10274
23244,56937
23063,10274
23063,56937
10274,10735
56937,10735
57646,8027
9101,10254
9146,10254
8027,11075
6817,11075
9527,6811
5937,8417
388697,8803
140576,8803
10801,8801
23787,6836
5660,6836
989,6836
729238,6836
653509,6836
868,6850
6400,84447
11160,84447
51465,84447
550,84447
51009,84447
8767,23118
8737,23118
10534,10460
51616,6872
6879,6872
6884,6872
6873,6872
904,6872
2957,6872
2962,6872
6878,6873
6879,6878
4802,6878
2957,6878
6884,6878
80854,6878
9611,6878
2067,6878
904,6879
2067,6879
80854,6879
6884,51616
10589,51616
6925,6886
9079,6886
23186,6886
4005,6886
8861,6886
6934,6886
3417,6888
159,6888
8737,8887
10533,6904
4199,6904
57717,6904
23168,6917
2965,6917
9646,6917
2963,6917
2960,6917
3815,7149
3815,7006
3815,8013
3815,100124696
7791,26136
55644,26136
84108,7027
9618,7041
9459,7046
9984,84321
55090,7067
81857,7067
9968,7067
7188,148022
8737,148022
5479,10469
5937,10469
51119,10469
51135,114609
3831,7090
22818,7090
148022,7099
114609,7099
8737,7124
81858,7124
8717,7124
3665,7128
8737,7128
843,8797
8795,8797
8737,8795
637,8795
355,7132
330,7132
637,7132
8767,7132
8915,7132
8737,7132
2194,7132
8717,7133
7124,7133
8887,10318
7124,10318
10133,10318
273,10188
55705,23534
6817,146691
8649,56993
10452,56993
84126,11073
571,11073
5883,11073
83990,11073
598,7159
7163,7165
55644,7165
6817,7169
7169,7170
6817,7171
4026,51002
55644,51002
7185,8717
4216,9618
8737,7188
55905,10293
7188,10293
7133,10293
22878,83696
55658,373
55072,7706
85363,22954
8697,51592
51433,51592
8861,51592
8881,51592
9079,51592
7187,4591
7188,4591
4331,56658
7347,57159
9929,57159
55432,57159
29761,57159
9101,57159
23032,57159
27005,57159
23032,84676
9150,9325
8648,9325
9442,9325
9440,9325
9969,9325
9564,7205
8737,26133
55759,7251
3035,7265
6470,7265
84993,283237
9525,283237
7187,51567
7188,51567
10101,11344
9525,7298
10101,55236
11328,55236
7511,55236
55239,55236
7347,55236
11047,10422
6817,7320
10101,7320
51433,11065
10393,11065
8697,11065
9616,51619
7706,51619
10956,51465
550,51465
6400,51465
51009,51465
7188,63893
10101,54926
5062,54926
5586,54926
10616,27338
26271,27338
29882,27338
85363,7335
283237,7335
8737,7335
7347,7335
283237,7336
10101,7336
85363,7336
7681,7336
8882,7336
8924,7337
51119,10277
9525,10277
10534,29978
10101,29978
84993,29978
158,29978
6118,29978
84172,29978
7165,29978
5202,29978
9736,29978
8027,29978
11328,55148
11235,55148
64219,7347
57646,7347
27005,7347
29761,7347
6817,7347
8975,7353
11160,7353
8882,51569
7336,51569
55644,51569
6642,7358
57717,7358
2617,7358
2618,7358
4199,7358
6738,7360
5782,7360
55626,8408
9821,8408
11345,8408
23192,8408
9070,7391
1540,8975
373,9099
27005,9099
8737,9099
29761,9099
85363,9099
56658,9099
84433,9099
4331,9099
10892,9099
10616,9099
29761,23032
27005,23032
57646,23032
9525,9736
8315,7375
221477,7375
91833,64854
23239,64854
57646,8078
57646,9101
3891,9101
8027,9101
9493,9101
6810,6844
6844,8673
6810,8673
8417,8673
9341,8673
10187,9218
7419,9218
57466,9217
10187,9217
6844,9217
9218,9217
6810,9217
7419,9217
388697,9217
140576,9217
9554,9217
868,7410
8651,7410
960,7410
3643,10451
5202,7411
5204,7411
5203,7411
5530,7411
10084,10187
10084,7419
9525,9559
5074,51699
6904,51699
58533,51699
6470,51699
58533,55737
11267,51028
51699,51028
3069,51028
55759,51028
64746,51028
84313,51028
9559,51028
128866,27183
29082,27183
23244,23063
29763,7454
7456,7454
159,9948
6904,55759
8473,10785
10226,10785
51400,10785
30001,10785
55666,10785
29978,10785
158,10785
80335,11091
728505,11091
7994,11091
123169,80349
6917,80349
60626,80349
23168,80349
11091,80349
9646,80349
9757,728505
9757,80335
8085,728505
8085,80335
29763,7456
5604,65125
369,65125
4091,11059
8737,331
9329,7511
158,7511
7453,7511
10101,7511
8539,7511
3035,57510
11284,7518
7703,10138
10188,7525
51465,55432
9252,51776
23624,7535
2065,7535
868,7535
10084,9877
8724,9877
5937,9877
57794,9877
5479,9877
57187,55854
9146,9372
26173,23613
55644,8882
9525,8882
26127,54764
85369,54764
83540,11130
7360,7791
4171,10157
4176,10157
10553,23460
197131,10351
10528,94160
55215,57001
6628,81792
79980,171019
10095,80070
8935,80070
11123,80070
7812,80070
55556,80070
51203,55811
143279,56894
9156,79026
23397,79026
1584,8574
8078,8574
1528,8574
9156,214
79744,217
80095,217
7711,217
51102,217
23397,221120
79980,221120
9156,221120
63901,54784
259266,51421
995,51421
9156,304
57693,8906
80095,8906
64834,8906
7711,8906
7693,8906
79744,8906
93134,8906
5162,8906
162972,8906
8607,10053
1584,57584
1584,79658
84315,57584
84315,79658
23612,9824
26133,9824
64598,9824
9486,9824
6919,9824
259266,9639
9156,9639
79077,56938
7298,56938
7443,10095
9156,10095
81620,10095
64979,10095
995,10095
259266,10095
55166,10095
56992,10095
1062,10095
79944,10095
84057,10095
83990,10095
51763,259266
56907,259266
197259,259266
84823,259266
10491,259266
11118,259266
10607,259266
9246,259266
9852,259266
51172,259266
55862,259266
256586,259266
27343,259266
976,259266
114884,259266
10847,259266
5019,259266
29952,259266
54453,259266
55313,259266
56654,259266
23077,259266
29964,259266
4337,259266
57552,259266
51131,259266
1528,259266
146434,259266
5066,259266
6919,259266
50951,259266
64420,259266
57697,259266
84282,259266
85360,259266
6794,259266
23530,259266
27113,259266
10681,259266
10550,259266
10783,259266
196513,259266
3712,259266
2109,259266
4615,259266
3913,259266
2034,259266
6237,259266
146540,259266
51330,259266
9961,259266
5269,259266
55861,259266
5802,259266
6597,259266
3915,259266
10039,259266
53827,259266
51368,259266
65988,259266
1776,259266
7048,259266
81855,259266
4292,259266
595,259266
57524,259266
85403,259266
4832,259266
79980,23245
9156,57205
5501,57205
23397,57205
79673,9914
90321,9914
7514,8992
84910,10079
60481,10079
5603,374868
79993,374868
29098,374868
6628,84168
6628,326625
6628,390502
6628,545
54784,84168
54784,326625
54784,390502
54784,545
23397,6310
51022,27113
6628,56987
54885,617
7001,617
23158,617
55215,274
5583,55909
55930,55909
890,57448
890,644
6628,644
7762,9790
91392,9790
4171,11118
23397,11118
4176,11118
3845,79697
7157,79697
6628,775
113402,776
5583,777
113402,777
891,779
6628,779
2527,1677
2527,730249
2527,790
23397,857
23397,858
9156,858
3014,875
7157,23466
7157,23492
6597,23492
57661,23492
221037,23492
81554,55013
3835,55704
10248,55704
80003,890
4026,890
2034,890
6919,890
89796,891
51177,891
2887,891
4176,595
3835,595
9156,595
10051,51293
4176,960
4171,960
23397,960
9156,960
23397,928
2034,995
29970,995
1465,995
4430,995
5937,995
5218,995
5217,995
10602,995
128077,995
79901,995
55861,995
57552,995
51177,995
116496,995
6919,995
2887,995
79980,11135
55215,10602
100131187,79577
8906,79577
5603,79577
51124,83879
1786,1007
23397,5218
53827,81620
6646,81620
2034,81620
6281,1062
55861,1062
140831,1063
79671,1063
80776,1063
1584,55166
23583,9859
7514,400916
28982,84269
10051,84269
11169,84269
9612,1105
7298,55636
51022,55636
84173,1138
4176,123920
4171,123920
23397,123920
9156,123920
64834,7555
6238,85445
8323,85445
6737,57642
9156,10491
9055,114788
23397,1465
5427,1465
6907,23283
6628,23283
1969,1528
2050,1528
51102,1528
23397,1528
79980,1535
85403,1584
113675,1584
4292,1584
63901,1584
9246,1584
9830,1584
91754,1584
4695,1584
131616,1584
27030,1584
64221,1584
10783,1584
6566,1584
84450,1584
144108,1584
10847,1584
83742,1584
1965,1584
59345,1584
5110,1584
9967,1584
9975,1584
151636,1584
10190,1584
8438,55861
84057,55861
23397,55861
9055,55861
5427,55861
4171,55861
55215,55861
546,55861
4176,55861
9156,196513
23397,196513
891,1663
10248,54606
10248,9188
10168,8653
7568,8653
57693,8653
30832,8653
7675,8653
115196,8653
91392,8653
8438,1666
546,1666
55215,1666
7298,1687
79980,1607
8187,9785
55930,81624
9341,81624
90321,81624
79980,84976
4528,1755
6628,1769
7485,1786
8997,1786
57680,1786
84181,1786
9611,1786
6281,1786
26038,1786
221037,1786
29994,1786
130589,57628
255104,1804
130589,1804
9156,29952
79980,29952
23397,29952
56654,79980
132789,79980
84336,79980
6597,79980
27343,79980
10749,79980
3385,79980
389,79980
113452,79980
26115,79980
9454,79980
6628,151636
5204,1778
11001,1778
127534,1875
8986,1875
23612,79733
10248,85403
10248,10847
55215,23167
7514,112398
3014,1962
27173,60481
10248,60481
5887,60481
113402,55250
148156,55250
55930,55250
91392,55250
79673,55250
55930,55140
124961,55140
146434,55140
23397,2014
6594,2023
6646,2023
55323,2023
688,9583
10673,2033
51514,2033
55215,2034
23397,54749
7561,1969
7711,1969
7699,1969
7695,1969
79744,1969
90333,1969
7693,1969
5887,1969
58491,1969
388561,1969
162972,1969
3014,1969
79088,1969
80095,1969
55422,1969
7762,2042
7762,2044
79088,285220
146434,2045
7699,2050
7561,2050
7693,2050
55769,2050
58491,2050
79673,2050
7568,2050
54807,2050
84527,2050
10168,2050
7675,2050
162972,2050
90333,2050
148156,2050
55422,2050
388561,2050
4176,9852
10248,9852
27075,9156
163051,9156
7791,9156
6237,9156
1659,9156
53827,9156
197259,9156
7325,9156
9704,9156
84823,9156
10783,9156
2184,9156
50951,9156
79671,9156
11099,9156
162073,9156
9961,9156
7728,9156
256586,9156
84617,9156
3269,9156
54453,9156
2175,9156
11031,9156
56654,9156
219902,9156
3913,9156
3915,9156
54681,9156
51375,54536
197131,54536
6907,54536
23397,2184
23397,2175
10248,63901
4176,63901
23397,116496
4171,116496
4176,116496
23620,196483
114793,55215
3912,55215
6646,55215
390,55215
140576,55215
2887,55215
29967,55215
6919,55215
169200,55215
388697,55215
23397,10160
9961,28982
50951,28982
7542,28982
8986,28982
3956,28982
162972,114793
148156,114793
79673,114793
7568,114793
7561,114793
7762,114793
30832,114793
54807,114793
84527,114793
90333,114793
7699,114793
85360,114793
79088,114793
388561,114793
146434,114793
7695,114793
7675,114793
10168,114793
4643,23048
23397,23048
79980,56884
4176,53827
4171,53827
23397,53827
23397,2534
4176,2635
4176,51062
4171,2635
4171,51062
84057,2737
23397,2737
4171,2737
7298,2737
4176,2737
146540,51022
6919,51022
10248,2804
6628,2887
4176,2887
4171,2887
56992,79792
11001,2936
89122,3014
6646,3014
27173,143279
6628,143279
51102,143279
6628,3097
6628,59269
8078,3739
8078,255061
8078,3098
8078,51361
6919,3739
6919,255061
6919,3098
6919,51361
5887,6596
7001,6596
6628,6596
3014,83872
7132,3181
9454,3181
7514,9454
4171,10553
4176,10553
79980,3064
79980,6532
79993,10075
6653,10075
23397,3385
7514,3385
51203,91156
27106,128239
90321,128239
29941,128239
9830,128239
23397,3712
79980,90134
7298,3775
79673,7403
8187,7403
84527,7403
91120,7403
146434,7403
90321,23135
79673,23135
4199,2531
57717,2531
79993,2531
6238,57691
10248,57691
5621,56992
22933,56992
4704,56992
9246,56992
5204,56992
55716,56992
5786,56992
4609,56992
7283,23046
57552,3835
197131,51621
10248,51088
7298,3853
7298,286887
284129,26524
6919,26524
23397,3956
23397,3959
23397,10186
23397,22998
4176,128077
4171,128077
546,55716
8438,55716
23397,4038
23397,26020
23397,29967
7298,4067
8986,127018
7298,127018
23397,256586
55422,4176
55422,4171
124961,4176
124961,4171
140612,4176
140612,4171
3431,4176
3431,4171
7568,4176
7568,4171
148156,4176
148156,4171
26115,4176
26115,4171
55769,4176
55769,4171
6281,4176
6281,4171
7699,4176
7699,4171
79673,4176
79673,4171
84527,4176
84527,4171
8187,4176
8187,4171
162972,4176
162972,4171
79088,4176
79088,4171
91392,4176
91392,4171
146434,4176
146434,4171
7675,4176
7675,4171
10168,4176
10168,4171
5937,4176
5937,4171
7693,4176
7693,4171
7157,4176
7157,4171
7561,4176
7561,4171
7728,4176
7728,4171
197259,4176
197259,4171
54807,4176
54807,4171
9422,4176
83594,4176
28966,4176
8204,4176
6237,9620
6237,56125
6237,4200
4734,51102
56902,10227
23397,11343
1465,4288
7791,4288
80119,4291
23397,197259
80003,84057
6919,84057
6646,84057
57552,84057
11169,64598
8894,4583
7514,4597
23397,9961
23397,50951
7514,9961
7514,50951
23397,91663
23397,4609
6628,4615
5204,4643
26031,4645
114880,4645
26031,55930
10051,51172
23397,266812
5590,23397
219902,23397
84527,23397
11099,23397
5269,23397
55357,23397
7041,23397
706,23397
163051,23397
11031,23397
284119,23397
6597,23397
8795,23397
27343,23397
146434,23397
10783,23397
56654,23397
7431,23397
6919,23397
7040,23397
6237,23397
84547,23397
51201,23397
6628,57552
7298,57552
80119,57552
546,4704
8438,4704
9373,4734
688,23327
9314,23327
155061,23327
55769,4763
10168,4763
7675,4763
7762,4763
146434,4763
7568,4763
7086,4763
4921,4763
91120,4763
891,25836
11169,25836
6628,114548
7514,4832
9706,64802
6628,8204
56902,11054
7884,11054
155066,440153
26056,441308
284129,27347
284129,23178
23397,65217
54014,84333
2033,84333
80205,84333
9734,84333
7157,84333
3845,84333
5427,80003
6237,5162
8438,5204
546,5204
79918,5214
9706,5214
55356,5214
284129,5214
7001,5214
7298,5217
80119,5217
22933,5236
8673,80119
286827,9091
51514,5310
10673,5310
54974,9373
11169,9373
8078,9373
51203,5362
84787,56902
78999,51426
78999,10721
55819,51426
55819,10721
286827,100101267
3431,10248
147923,10248
9422,10248
7728,10248
64848,10248
162972,10248
126231,10248
22803,10248
6646,10248
5501,5480
90333,5501
162972,5501
7693,5501
55769,5501
388561,5501
84527,5501
10168,5501
55422,5501
7675,5501
7568,5501
146434,5501
79673,5501
8187,5501
148156,5501
7699,5501
6919,9055
23492,56979
284129,56979
8438,7001
546,7001
10248,5591
5204,5591
57661,55170
9612,55170
1387,55170
84181,55170
9734,26108
6597,26108
113402,5887
55898,5887
60682,5887
7762,26953
7561,26953
6907,5905
7991,11079
55356,5991
25801,5991
51203,9699
3014,6192
217,6192
29957,6237
7514,27341
9422,8607
113402,6326
23478,6326
113402,6328
7298,9805
79993,90701
5603,90701
55356,89866
7298,10512
9734,79918
7298,8910
7461,6456
63875,6476
63875,6490
7298,8935
388561,284129
7568,284129
10730,284129
10168,284129
7675,284129
7711,284129
148156,284129
79744,284129
57693,284129
93134,284129
90333,284129
6628,81539
100131187,6542
7762,60682
7762,55898
30832,60682
30832,55898
93134,60682
93134,55898
146434,60682
146434,55898
8078,60682
8078,55898
51375,60682
51375,55898
9734,6595
54014,6595
56163,6595
10765,6597
1387,6597
9612,6597
7542,10051
23583,23049
10795,6628
7627,6628
6934,6628
10553,114815
5603,114815
10553,22986
55293,6660
891,6660
5479,6708
79980,23524
26524,9515
80095,85360
93134,85360
57693,85360
7695,85360
7277,6907
54536,90665
5563,90665
217,90665
7675,7010
7561,7010
7568,7010
10168,7010
7298,84216
9734,7157
55193,7157
29072,7157
2186,7157
10765,7157
138474,7157
23397,7179
7542,7188
7514,91107
7298,7205
7298,27075
7514,706
7791,7298
79993,55757
11169,8078
7711,7404
10168,7404
91392,7404
7568,7404
7675,7404
30832,7404
8187,7404
115196,7404
55293,23230
875,54832
9785,54832
140831,11169
148156,7514
79088,7514
7693,7514
162972,7514
146434,7514
58491,7514
7699,7514
64132,22803
217,57677
5583,90827
79101,9745
5583,169270
2048,169270
85360,728957
1969,728957
1729,728957
1969,100129842
84168,6045
84168,9223
84168,8314
545,6045
545,9223
545,8314
390502,6045
390502,9223
390502,8314
326625,6045
326625,9223
326625,8314
472,3426
1956,1454
7157,1459
7157,1457
7428,2067
7428,2072
472,2125
2125,2177
140803,2177
472,2885
3075,4221
675,2475
2073,94025
4292,94025
675,94025
2074,94025
11200,94025
846,23054
10142,23054
546,23054
9656,4763
11200,4763
546,84033
3075,79728
5178,142
8085,142
546,5156
9656,5290
11200,5290
472,5290
8085,5395
7428,11201
1956,27434
6045,5430
8314,5430
1956,5430
9223,5430
472,5578
9947,5591
4288,5591
4627,5591
472,5728
472,5737
472,5781
546,5803
4297,25788
94025,8438
94025,546
3075,5965
23054,5967
23054,5068
8085,5984
3075,10856
1277,257218
4763,8243
5290,8243
94025,7341
3075,11073
4297,11073
9113,7157
94025,7157
4638,7157
3791,7157
3054,7157
5243,7157
3643,7157
4297,7157
9826,7157
8567,7157
64324,7157
4780,7157
51196,7157
10788,7157
23020,7157
8085,7157
8476,7157
4763,7157
2108,7157
5116,7157
2109,7157
3482,7157
4018,7157
55749,7157
23451,7157
7099,7157
2110,7157
288,7157
4321,7157
3938,7157
4311,7157
55704,7157
1009,7157
4855,7157
546,8295
2475,51366
55193,51366
472,7398
1956,7398
65125,7486
9947,7486
8850,10299
55193,10299
11331,10299
2648,10299
5594,22848
5595,22848
6794,15
10645,15
546,15
25788,15
7942,18
6601,18
7030,18
4286,18
23309,18
6204,18
25942,18
11331,23456
4831,11194
4833,11194
4832,11194
8019,11194
23476,11194
6023,11194
2071,11194
6046,11194
84254,11194
29072,11194
3066,4363
3065,4363
8841,4363
8841,1244
3065,1244
3066,1244
3065,8714
3066,8714
8841,8714
3065,10257
8841,10257
3066,10257
6455,29
51343,29
6457,29
51100,29
55193,29
1027,29
6456,29
56904,29
3949,31
3075,31
9958,31
2271,31
7375,31
8237,31
9958,32
2271,32
7375,32
3075,32
3949,32
8237,32
5594,2180
5595,2180
5594,51703
5595,51703
5594,23305
5595,23305
7994,93973
5893,93973
84254,93973
5884,93973
11331,93973
6920,93973
10524,93973
6917,93973
6919,93973
84148,93973
11143,93973
8607,93973
8237,100
55193,100
7534,100
51100,100
6456,100
6046,100
51343,100
7375,100
23476,100
84254,100
9958,100
6455,100
8019,100
56904,100
6794,100
6457,100
23476,161823
51343,161823
51100,161823
10645,161823
56904,161823
8019,161823
6046,161823
55193,161823
9958,161823
6457,161823
8237,161823
6455,161823
7375,161823
6456,161823
7531,161823
84254,161823
25788,113451
10299,113451
134957,113451
51100,113451
6455,113451
6457,113451
56904,113451
3993,113451
546,113451
6456,113451
55193,191
5580,191
8607,191
8556,191
8850,191
5583,191
5578,191
5579,191
6598,191
5595,191
5598,191
10217,191
5581,191
195828,191
2648,191
5582,191
6205,191
5594,191
8555,191
5588,191
4528,84883
3065,8574
6598,8574
6601,8574
134957,8574
3993,8574
25942,8574
23309,8574
10641,8574
10641,22977
134957,22977
6601,22977
25942,22977
6598,22977
23309,22977
3993,22977
8841,22977
25942,246181
6598,246181
134957,246181
23309,246181
3993,246181
10641,246181
3066,246181
6601,246181
29072,207
6601,207
990,207
990,208
29072,208
6601,208
6601,10000
29072,10000
990,10000
8841,216
3066,216
3065,216
5395,216
5395,8854
3065,8854
3066,8854
8841,8854
3065,220
5395,220
3066,220
8841,220
8841,219
3066,219
5395,219
3065,219
3065,217
5395,217
3066,217
8841,217
7375,8659
7942,8659
6135,8659
8237,8659
25942,8659
9958,8659
23309,8659
4286,8659
7030,8659
6205,8659
6204,8659
54464,7915
22803,7915
134957,262
3065,262
6456,262
6455,262
3066,262
6457,262
56904,262
3993,262
51100,262
8841,262
5594,270
5595,270
8850,270
2648,270
5595,271
8850,271
2648,271
5594,271
2648,272
5595,272
8850,272
5594,272
55294,10393
5603,10393
675,10393
7375,10393
3065,10393
1793,10393
23309,10393
7942,10393
5888,10393
283987,10393
5594,10393
25942,10393
284904,10393
5595,10393
23198,10393
1794,10393
9732,10393
6397,10393
8841,10393
56904,10393
1663,10393
7517,10393
3066,10393
11144,10393
80005,10393
6457,10393
1795,10393
6300,10393
7030,10393
8237,10393
672,10393
9958,10393
1432,10393
1027,10393
6456,10393
5600,10393
51100,10393
4286,10393
6455,10393
5893,10393
51147,25842
5965,25842
3621,25842
1027,25842
51343,25842
672,25842
7486,25842
6917,25842
54556,25842
2648,25842
5888,25842
23309,25842
5598,25842
79915,25842
6920,25842
4436,25842
892,25842
27160,25842
8841,25842
3066,25842
6919,25842
84289,25842
3065,25842
641,25842
79577,25842
3622,25842
675,55723
11144,55723
54556,55723
6917,55723
25942,55723
3065,55723
641,55723
79577,55723
84289,55723
3622,55723
3066,55723
4436,55723
27160,55723
5965,55723
6920,55723
51147,55723
283987,55723
6919,55723
7486,55723
51343,55723
892,55723
5598,55723
1027,55723
8841,55723
8850,55723
3621,55723
79915,55723
3949,471
2648,471
8850,471
3075,471
2271,471
6457,23400
51100,23400
4528,23400
6455,23400
6456,23400
56904,23400
3981,23400
3981,79572
6457,79572
51100,79572
6455,79572
6456,79572
56904,79572
4528,79572
6456,84239
51100,84239
56904,84239
6455,84239
4528,84239
3981,84239
6457,84239
3981,344905
51100,344905
6457,344905
6455,344905
6456,344905
4528,344905
56904,344905
8850,487
6596,487
6917,487
51343,487
6920,487
1453,487
7080,487
257218,487
5893,487
892,487
11200,487
6223,487
1454,487
10217,487
672,487
7270,487
8678,487
5888,487
9988,487
675,487
11144,487
283987,487
1027,487
2304,487
2648,487
1663,487
6919,487
7080,488
6223,488
257218,488
7270,488
1454,488
51343,488
2304,488
1663,488
5888,488
672,488
1027,488
283987,488
8678,488
6917,488
9988,488
8850,488
6920,488
11144,488
6596,488
1453,488
892,488
10217,488
675,488
5893,488
11200,488
2648,488
6919,488
11200,489
7080,489
11144,489
283987,489
2304,489
6596,489
6920,489
9988,489
6223,489
10217,489
257218,489
7270,489
672,489
892,489
8850,489
5888,489
1027,489
1454,489
8678,489
675,489
51343,489
1663,489
6919,489
5893,489
1453,489
2648,489
6917,489
4286,490
8850,490
6598,490
7030,490
6601,490
6204,490
7942,490
79577,490
25942,490
6598,492
7942,492
6204,492
7030,492
8850,492
79577,492
25942,492
6601,492
4286,492
79577,493
6204,493
4286,493
6598,493
2648,493
7942,493
23309,493
7030,493
6601,493
672,27032
257218,27032
9988,27032
7270,27032
7080,27032
6223,27032
892,27032
2304,27032
6920,27032
675,27032
6917,27032
11200,27032
11144,27032
6596,27032
8850,27032
1027,27032
1454,27032
2648,27032
283987,27032
1663,27032
5893,27032
8678,27032
1453,27032
6919,27032
10217,27032
51343,27032
5888,27032
1453,9914
1663,9914
11200,9914
1027,9914
1454,9914
6920,9914
6596,9914
6919,9914
8850,9914
892,9914
6917,9914
8678,9914
7080,9914
6223,9914
5893,9914
51343,9914
2648,9914
9988,9914
283987,9914
7270,9914
11144,9914
675,9914
2304,9914
672,9914
5888,9914
10217,9914
257218,9914
51343,546
79915,546
6919,546
6917,546
11200,546
6920,546
6457,51582
134957,51582
10299,51582
6455,51582
56904,51582
546,51582
25788,51582
6456,51582
3993,51582
51100,51582
7942,10295
7030,10295
4286,10295
6205,10295
22803,10295
54464,10295
25942,10295
8237,10295
9958,10295
7375,10295
23309,10295
56904,613
6457,613
55193,613
51343,613
51100,613
1027,613
6455,613
6456,613
4286,8678
79577,8678
23309,8678
25942,8678
7942,8678
7030,8678
11200,641
23476,641
2073,641
79915,641
22803,641
54464,641
79577,641
5598,641
6223,672
6223,675
55193,676
9732,699
9958,699
1793,699
7534,699
79915,699
1794,699
4507,699
8555,699
6917,699
23476,699
8019,699
6046,699
7531,699
6920,699
2932,699
2931,699
5893,699
7375,699
80005,699
6919,699
195828,699
8237,699
1795,699
8556,699
84061,773
5581,773
5583,773
5578,773
5598,773
5580,773
5588,773
5579,773
5582,773
5579,774
5580,774
7991,774
5583,774
5588,774
5578,774
5598,774
5581,774
5582,774
84061,775
5579,775
5578,775
5580,775
5598,775
5588,775
5582,775
5581,775
5583,775
7991,776
5582,776
5578,776
5579,776
5583,776
5581,776
5598,776
5588,776
5580,776
5579,777
5581,777
5578,777
5588,777
5580,777
84061,777
5582,777
5598,777
5579,778
5582,778
5583,778
5580,778
5598,778
5578,778
5588,778
7991,778
5581,778
5578,8913
5581,8913
5580,8913
5579,8913
5582,8913
5583,8913
5598,8913
84061,8913
5588,8913
5580,8912
5588,8912
5583,8912
5579,8912
5578,8912
5582,8912
7991,8912
5598,8912
5581,8912
84061,150350
84061,8911
5579,150350
5579,8911
5588,150350
5588,8911
5582,150350
5582,8911
5578,150350
5578,8911
5583,150350
5583,8911
5580,150350
5580,8911
5581,150350
5581,8911
5598,150350
5598,8911
5579,779
5598,779
5581,779
5583,779
5580,779
5578,779
7991,779
5588,779
5582,779
79577,84254
23309,10249
23309,847
25942,10249
25942,847
8850,892
22803,892
6457,892
56904,892
9732,892
29072,892
6456,892
6455,892
10299,892
201163,892
54464,892
25788,892
5931,892
5928,892
80005,892
1793,892
5886,892
1795,892
7534,892
7531,892
79577,892
2648,892
546,892
5887,892
5598,892
1794,892
51100,892
51343,993
51343,994
51343,995
22803,8476
54464,8476
892,8476
22803,9578
54464,9578
892,9578
892,55561
54464,55561
22803,55561
5598,643336
29072,643336
23541,643336
5583,643336
5580,643336
9717,643336
5579,643336
10641,643336
5588,643336
5582,643336
5578,643336
266629,643336
5893,643336
5581,643336
5594,990
5595,990
5893,8317
3622,983
54556,983
3621,983
51147,983
84289,983
27160,983
2932,23097
676,23097
29072,23097
5887,23097
84289,1017
51147,1017
27160,1017
3621,1017
3622,1017
54556,1017
2965,1020
5582,1020
5579,1020
5583,1020
5581,1020
10553,1020
5588,1020
5580,1020
5578,1020
2931,1024
676,1024
5886,1024
29072,1024
6919,1027
7030,1027
5598,1027
5884,1027
6920,1027
195828,1027
54464,1027
79577,1027
4286,1027
7157,1027
6456,1027
6455,1027
7942,1027
6223,1027
56904,1027
8555,1027
6457,1027
6601,1027
6917,1027
8556,1027
51100,1027
22803,1027
6205,1027
79577,10428
6919,10428
7994,10428
4216,10428
8850,10428
6920,10428
8019,10428
54556,10428
10524,10428
892,10428
27160,10428
84289,10428
23476,10428
3622,10428
3621,10428
6046,10428
23309,10428
2648,10428
54464,10428
676,10428
25942,10428
6917,10428
84148,10428
22803,10428
11143,10428
1027,10428
51147,10428
11331,10428
29072,10428
6596,1111
11200,1111
2304,1111
257218,1111
6601,11200
23198,11200
79577,11200
51343,1163
6457,1163
79577,1163
56904,1163
8237,1163
6135,1163
6455,1163
51100,1163
7517,1163
6456,1163
6456,652904
51343,652904
6135,652904
7517,652904
9958,652904
51100,652904
6457,652904
6455,652904
79577,652904
56904,652904
6135,1164
6455,1164
51100,1164
6456,1164
79577,1164
7375,1164
56904,1164
7517,1164
51343,1164
6457,1164
6455,1182
6456,1182
55193,1182
2648,1182
7030,1182
51100,1182
6457,1182
8850,1182
