4851	23462
4851	23493
7465	672
1025	675
7150	2339
3480	1111
7422	1111
5728	1111
4214	8242
999	672
6241	1025
1025	238
8242	675
23476	672
5156	672
10013	675
29072	472
6241	196528
6598	675
5591	3480
6241	5591
8242	10013
6241	142
7422	672
7150	8289
5156	2475
5728	23476
7150	5156
2261	23476
7150	4919
7248	8242
7150	55193
142	672
5591	2475
1025	324
2475	1111
8242	23476
6598	6597
2322	672
6241	1029
3480	10013
2064	11200
1719	23476
2339	672
2475	8242
6598	4919
5925	23476
6608	1111
6598	1025
861	672
7465	8242
7403	472
7248	7150
7428	4214
7465	4089
142	1111
2475	3480
7150	2064
3480	1029
55193	10013
6608	472
5591	1111
7428	5591
7298	1111
5290	1111
6597	1111
7465	2625
1111	100
6241	5290
7465	6241
861	1025
4919	1025
1111	207
7428	1019
7428	7248
7428	1111
7428	324
1111	841
1025	841
7428	1027
7428	8242
7428	196528
1111	8289
3065	1019
5295	3717
7428	5728
1111	672
7428	472
4089	2475
7465	5295
2263	673
5604	23476
7428	5156
675	673
7428	673
5604	1111
7428	6241
7465	3320
7428	3320
4214	2263
2956	7403
5290	1025
2339	673
4089	1025
3480	1027
1111	1025
7428	8289
1111	472
8085	11200
7428	5604
6714	1111
7150	2475
5591	1019
5591	207
7428	5295
11200	1019
2475	841
6597	3066
5290	10013
6598	324
5728	2475
7428	2261
7150	672
6241	5156
2339	2261
7428	6598
3066	673
7403	2339
5925	672
7428	1021
6241	2064
6198	3815
5290	673
6241	6198
3066	672
5604	3066
5156	1025
7428	4919
7428	841
7428	55193
7428	6198
2064	1019
6198	25
5591	1025
2261	1021
7428	3066
7428	2322
4233	1111
1027	841
1019	596
7150	1019
7428	7422
6714	2064
1956	673
5694	57505
26574	26574
8888	26574
150274	22
9361	22
9439	22
440574	22
4682	22
220064	22
10531	22
6873	22
86	86
402	86
123169	86
29093	86
64963	86
55860	55860
25847	55860
387103	55860
22995	55860
9318	55860
51164	55860
1778	55860
85459	55860
5048	55860
353497	55860
5518	55860
151648	55860
221150	55860
6434	55860
64763	55860
402	134637
55850	134637
2968	56985
7514	56985
10939	10939
28958	10939
440574	10939
4702	10939
4707	10939
4710	10939
10531	10939
6901	10939
402	25847
259282	25847
8812	25847
8881	25847
8697	25847
246184	25847
996	25847
51755	25847
64105	25847
79019	25847
387103	25847
22995	25847
80254	25847
84916	25847
9793	25847
9318	25847
51138	25847
10987	25847
1723	25847
23405	25847
26610	25847
54552	25847
3364	25847
3615	25847
85459	25847
51360	25847
8888	25847
9801	25847
80218	25847
4682	25847
53371	25847
5048	25847
53918	25847
5411	25847
5518	25847
6158	25847
6173	25847
10284	25847
6391	25847
151648	25847
221150	25847
10285	25847
9552	25847
6949	25847
54962	25847
6434	25847
203068	25847
9039	25847
64763	25847
55139	55139
81608	139322
4976	139322
54952	139322
29093	55082
25820	25820
537	25820
23405	25820
2224	25820
3364	25820
5518	25820
6134	25820
8914	25820
54962	25820
64763	25820
402	402
6790	402
51250	402
8881	402
8697	402
996	402
79019	402
387103	402
22995	402
55125	402
80254	402
56259	402
3692	402
23028	402
85459	402
123169	402
4802	402
348995	402
5048	402
10081	402
353497	402
79717	402
10450	402
5518	402
23398	402
9861	402
9232	402
6135	402
9349	402
6176	402
151648	402
221150	402
6873	402
9039	402
55850	402
80349	402
55100	402
55954	402
64763	402
689	10973
51755	10973
1763	10973
8328	10973
85459	10973
123169	10973
51360	10973
10988	10973
10726	10973
58517	10973
60561	10973
6176	10973
9554	10973
6728	10973
55850	10973
80349	10973
23335	10973
439	439
537	439
819	439
51755	439
83548	439
80777	439
9330	439
9928	439
123169	439
51360	439
10726	439
11128	439
55703	439
9554	439
6728	439
6873	439
80349	439
23335	439
476	476
51264	476
64963	476
63931	476
4708	476
57107	476
6949	476
64763	476
2475	498
10531	498
5707	498
140823	498
515	515
6949	515
79084	515
8667	9551
79109	9551
23065	537
9694	537
51234	537
83460	537
56851	537
2224	537
8328	537
9330	537
51360	537
10726	537
5718	537
58517	537
57410	537
6944	537
23335	537
55907	9550
83548	9550
2224	9550
51360	9550
10726	9550
10559	9550
6637	9550
6944	9550
23335	9550
6790	25814
84296	25814
9282	25814
283579	6790
64105	6790
51138	6790
56259	6790
23065	6790
85459	6790
51360	6790
10531	6790
11243	6790
25957	6790
9232	6790
11224	6790
153443	6790
6949	6790
10054	6790
55814	55814
2224	55814
64763	55814
819	662
23404	662
2224	662
123169	662
9439	662
5518	662
60561	662
6741	662
6873	662
8914	662
27183	662
80349	662
23335	662
64105	259282
79019	259282
80254	259282
51138	259282
1854	259282
2224	259282
2671	259282
3364	259282
123169	259282
51360	259282
8888	259282
440145	259282
4707	259282
10726	259282
10081	259282
5707	259282
6119	259282
57410	259282
9554	259282
80349	259282
55954	259282
91603	259282
689	689
55907	689
83892	689
64105	701
79019	701
23404	701
85459	701
123169	701
80218	701
5518	701
9232	701
57410	701
221150	701
203068	701
80349	701
11130	701
9184	9184
64105	9184
79019	9184
11130	9184
9439	56946
283579	283579
80789	283579
79109	283579
94104	283579
53918	283579
6156	9556
51250	51250
983	51250
65123	51250
9440	51250
9439	51250
9801	51250
63931	51250
51490	51490
401541	51490
51164	51490
123169	51490
6949	51490
58509	58509
3364	58509
123169	58509
79109	58509
29093	58509
53918	58509
10714	58509
8559	58509
8914	58509
819	819
81608	819
80789	819
9928	819
123169	819
51360	819
10726	819
11128	819
6728	819
23335	819
22995	832
85459	832
123169	832
51360	832
5048	832
6173	832
6873	832
22803	832
64763	832
833	833
22803	833
29980	79587
9282	79587
5230	79587
5694	79587
5710	79587
8487	338657
64745	338657
10081	338657
8480	338657
84991	338657
151648	338657
221150	338657
10285	338657
6634	338657
55954	338657
8812	8812
27243	8812
2224	8812
123169	8812
9439	8812
5518	8812
64763	8812
10694	10694
1723	8881
123169	8881
4686	8881
9147	8881
6949	8881
8697	8697
64105	8697
123169	8697
4802	8697
353497	8697
80349	8697
996	996
64105	996
387103	996
8667	996
8328	996
9330	996
123169	996
353497	996
221150	996
80349	996
22803	996
4236	51362
5518	51362
22803	51362
123169	79577
79019	55143
8663	55143
23272	55143
10726	55143
57410	55143
6741	55143
6949	55143
203068	55143
10054	55143
