V4,V2
5142,X5DNX5
5142,X5DR82
5142,Q59GM8
5142,PDE4B
5142,Q68CX5
5144,PDE4D
5144,A0A140VJR0
5147,PDE6D
5147,Q6IB24
5147,B8ZZK5
5148,CNRG
5152,PDE9A
5152,A0A0S2Z4T6
5152,A0A0S2Z4A3
5152,A0A0S2Z475
5154,PDGFA
5155,PDGFB
5155,A0A384NYY3
5156,PGFRA
5159,PGFRB
5159,Q59F04
5160,A0A024RBX9
5160,ODPA
5162,A0A384MDR8
5162,ODPB
5163,PDK1
5163,B7Z7N6
5164,PDK2
5165,PDK3
5167,ENPP1
5170,PDPK1
5174,NHRF3
5175,PECA1
5176,PEDF
5176,A0A140VKF3
5178,Q96Q96
5178,PEG3
5187,PER1
5189,A0A0C4DG33
5189,B4DER6
5189,PEX1
5190,A0A024RD09
5190,PEX6
5191,Q6FGN1
5191,PEX7
5191,A0A7I2V2J8
5192,A0A024R0A4
5192,A0A024R068
5192,PEX10
5193,PEX12
5194,PEX13
5195,PEX14
5196,PLF4
5199,PROP
5199,A0A0S2Z4I5
5201,PFD1
5202,PFD2
5202,B1AQP2
5203,PFD4
5204,PFD5
5207,F261
5207,I1Z9G4
5208,F262
5210,Q5XLC3
5210,B7Z5C3
5210,Q66S35
5210,F264
5211,PFKAL
5211,Q7L2M7
5213,A0A2R8Y891
5213,A0A024R0Y5
5213,PFKAM
5214,B1APP6
5214,PFKAP
5214,A0A7I2V3Z0
5216,PROF1
5217,PROF2
5218,E7EUK8
5218,CDK14
5218,B4DK59
5223,PGAM1
5223,Q6FHU2
5223,B7Z9E5
5224,PGAM2
5229,PGTB1
5230,PGK1
5230,V9HWF4
5236,PGM1
5236,B7Z6C2
5236,B4DDQ8
5241,PRGR
5243,MDR1
5243,A4D1D2
5245,PHB1
5245,Q53FV0
5245,A8K401
5250,MPCP
5250,A0A024RBH9
5250,A0A024RBE8
5250,Q6MZF9
5252,A0A1U9X8A3
5252,A0A140VJR4
5252,PHF1
5256,KPB2
5257,KPBB
5261,PHKG2
5264,PAHX
5268,A0A024R2B6
5268,SPB5
5269,A0A087X1N8
5269,A0A024QZX3
5269,A0A2R8YD12
5269,A0A024QZX5
5269,SPB6
5270,A0A024R498
5270,GDN
5270,A0A024R451
5274,A0A0S2Z455
5274,NEUS
5276,SPI2
5276,B4DDY9
5277,A0A2K4ZA02
5277,PIGA
5279,PIGC
5283,PIGH
5287,A2RUF7
5287,Q4LE65
5287,P3C2B
5289,A8MYT4
5289,PK3C3
5289,B4DPV9
5290,Q4LE51
5290,PK3CA
5291,B4DZI3
5291,B4DER4
5291,PK3CB
5292,PIM1
5292,A0A024RD25
5293,PK3CD
5293,A0A2K8FKV1
5294,A0A024R720
5294,A8K9G9
5294,PK3CG
5295,A0A2X0SFG1
5295,P85A
5296,P85B
5297,Q4LE69
5297,PI4KA
5297,B4DYG5
5298,A0A0B4J1S8
5298,PI4KB
5300,PIN1
5307,X5D9A5
5307,PITX1
5308,PITX2
5310,PKD1
5311,PKD2
5311,Q9UEU6
5315,KPYM
5315,V9HWB8
5315,A0A804F729
5315,A0A804F6T5
5315,B4DNK4
5315,A0A024R5Z9
5316,PKNX1
5316,Q6PKH2
5316,E7EPN6
5316,B4DGV5
5316,Q96I87
5317,A0A024R952
5317,PKP1
5318,PKP2
5320,PA2GA
5320,A0A024RA96
5321,PA24A
5321,B4DZI4
5324,A0A024R7Z0
5324,PLAG1
5325,PLAL1
5325,A1YLA2
5325,A1YLA1
5327,B4DN26
5327,TPA
5328,Q59GZ8
5328,B4DNJ4
5328,A0A024QZM9
5328,UROK
5329,M0R1I2
5329,UPAR
5330,Q59F77
5330,Q9BVT6
5330,PLCB2
5331,PLCB3
5333,A8K8F9
5333,PLCD1
5333,A0A384MR47
5335,PLCG1
5335,Q9UFY1
5335,Q4LE43
5336,PLCG2
5337,Q59EA4
5337,PLD1
5338,PLD2
5339,PLEC
5340,PLMN
5340,Q5TEH5
5345,A2AP
5346,PLIN1
5347,PLK1
5348,PLM
5350,Q5R352
5350,PPLA
5354,A0A0S2Z4D4
5354,B4DI30
5354,A8K9L3
5354,MYPR
5356,PLRG1
5359,PLS1
5360,PLTP
5361,PLXA1
5364,PLXB1
5365,A8K920
5365,PLXB3
5366,APR
5366,A0A0S2Z490
5368,PNOC
5371,PML
5378,I6L9H5
5378,PMS1
5378,B7ZAA0
5378,Q5XG96
5378,E9PC40
5378,B4DIH7
5378,Q3BDU3
5393,EXOS9
5393,B4DXG8
5394,EXOSX
5395,A0A2R8Y6S3
5395,PMS2
5395,C9J167
5395,Q7Z3Q2
5395,B4DGM0
5411,PININ
5413,SEPT5
5413,X5DNA9
5414,SEPT4
5420,Q96N83
5420,PODXL
5422,DPOLA
5422,A6NMQ1
5423,B7Z1W5
5423,DPOLB
5424,Q308M6
5424,A0A024R4F4
5424,Q59FA0
5424,DPOD1
5424,A0A087WYJ2
5424,M0R2B7
5425,A0A087WWF6
5425,DPOD2
5426,DPOE1
5427,DPOE2
5428,E5KNU5
5428,DPOG1
5429,B3KN75
5429,B4DG64
5429,A0A024RD62
5429,POLH
5430,RPB1
5431,C9J2Y9
5431,B4DHJ3
5431,RPB2
5431,B4DH29
5432,RPB3
5432,Q6FGR6
5433,RPB4
5434,E5KT65
5434,RPAB1
5434,B4DJ89
5435,RPAB2
5435,B0QYL9
5436,RPB7
5437,RPAB3
5438,RPB9
5439,RPB11
5440,RPAB4
5440,A0A024R9G0
5441,RPAB5
5443,COLI
5444,PON1
5447,NCPR
5449,PIT1
5450,OBF1
5451,PO2F1
5451,A0A024R8Y2
5452,PO2F2
5452,B5ME60
5452,H0YLL6
5454,PO3F2
5457,PO4F1
5458,PO4F2
5460,M1S623
5460,D2IYK3
5460,PO5F1
5460,F2Z381
5465,PPARA
5465,F1D8S4
5467,A0A024RCW6
5467,F1D8S7
5467,PPARD
5468,PPARG
5468,E9PFV2
5468,E9PFX5
5468,D2KUA6
5468,A0A494C1F9
5469,MED1
5470,PPE2
5473,CXCL7
5475,PPE1
5475,A0A024RBZ9
5478,PPIA
5478,V9HWF5
5479,PPIB
5481,PPID
5481,E5KN55
5493,PEPL
5494,PPM1A
5494,A0A024R6A5
5494,B2R8E4
5495,PPM1B
5496,PPM1G
5496,Q6IAU5
5499,A0A140VJS9
5499,PP1A
5500,PP1B
5500,V9HW04
5501,PP1G
5501,A0A024RBP2
5502,PPR1A
5504,IPP2
5506,PPR3A
5507,PPR3C
5509,Q86X09
5509,PPR3D
5510,A0A140VK83
5510,PP1R7
5511,PP1R8
5511,Q6ICT4
5514,PP1RA
5514,Q2L6I0
5515,B3KUN1
5515,PP2AA
5516,PP2AB
5516,A0A140VJS0
5518,2AAA
5518,A8K7B7
5519,2AAB
5520,A0A140VJT0
5520,A0A590UJJ1
5520,2ABA
5521,2ABB
5523,P2R3A
5524,PTPA
5524,B4DZF8
5524,F6WIT2
5525,2A5A
5526,A0A024R593
5526,2A5B
5527,2A5G
5528,A0A024RD11
5528,2A5D
5529,2A5E
5530,PP2BA
5530,A0A0S2Z4B5
5530,A0A0S2Z4C6
5531,A0A024R625
5531,PP4C
5532,B7Z781
5532,PP2BB
5533,PP2BC
5534,CANB1
5535,CANB2
5536,PPP5
5536,A0A024R0Q7
5537,PPP6
5537,A0A024R861
5546,A0A0S2Z470
5546,PRCC
5546,Q96FT4
5546,A0A0S2Z456
5550,PPCE
5550,B2RAH7
5551,PERF
5557,PRI1
5558,A0A024RD43
5558,PRI2
5562,AAPK1
5563,AAPK2
5564,AAKB1
5564,A0A024RBN1
5565,AAKB2
5566,A8K8B9
5566,KAPCA
5566,A0A024R7J0
5567,B1APF9
5567,KAPCB
5567,B1APG3
5567,B7ZA00
5567,B2RB89
5567,A0A087WVC4
5568,KAPCG
5569,IPKA
5569,A0A024R7Y9
5571,AAKG1
5571,A0A024R125
5573,KAP0
5573,B2R5T5
5575,KAP1
5576,A0A024R2W3
5576,A8KAH7
5576,A0A0S2Z472
5576,KAP2
5577,KAP3
5577,B3KY43
5577,A0A024R712
5578,L7RSM7
5578,KPCA
5578,Q7Z727
5579,KPCB
5580,KPCD
5580,B4DFV1
5580,A0A024R328
5581,KPCE
5581,L7RTI5
5582,B2R5T1
5582,B7Z3W6
5582,A0A804HIU5
5582,KPCG
5584,KPCI
5585,PKN1
5586,PKN2
5587,F8WBA3
5587,KPCD1
5588,KPCT
5589,K7ELL7
5589,B4DJQ5
5589,GLU2B
5590,KPCZ
5591,PRKDC
5592,KGP1
5593,B4DLF9
5593,A0A140VJM3
5593,B7ZA25
5593,KGP2
5594,Q499G7
5594,MK01
5594,Q1HBJ4
5595,Q9BWJ1
5595,MK03
5595,L7RXH5
5596,K7ELV1
5596,MK04
5596,B4DEW2
5597,MK06
5598,MK07
5598,A0A024QZ20
5599,A1L4K2
5599,MK08
5600,MK11
5601,D7R526
5601,MK09
5601,D7R525
5602,A0A286YFD7
5602,I6L9F3
5602,D6RJF9
5602,A0A1P0B7D2
5602,MK10
5602,A0A286YFN2
5602,A0A286YES0
5602,F8W9R5
5602,A0A286YF02
5602,A0A286YF97
5602,A0A286YEQ7
5602,Q499Y8
5602,D6RCB1
5603,A0A024RD04
5603,MK13
5604,B4DFY5
5604,H3BRW9
5604,A4QPA9
5604,MP2K1
5605,MP2K2
5606,MP2K3
5606,Q6FI23
5607,MP2K5
5607,A0A024R5Y2
5607,A0A024R5X5
5608,A8K3Y2
5608,MP2K6
5608,A0A024R8K3
5609,MP2K7
5609,B4DV95
5610,E2AK2
5610,A0A7P0Z4M0
5610,Q8IW76
5611,A8KA82
5611,DNJC3
5612,A0A140VJQ7
5612,P52K
5617,PRL
5617,Q5THQ0
5617,Q5I0G2
5618,PRLR
5621,PRIO
5621,APRIO
5621,Q53YK7
5624,PROC
5626,PROP1
5626,A0A0G2JQ02
5627,A0A0S2Z4L3
5627,A0A0S2Z4K3
5627,PROS
5629,PROX1
5630,PERI
5630,B3KWQ6
5631,B7ZB02
5631,PRPS1
5634,A0A140VK41
5634,PRPS2
5635,KPRA
5635,B4DP31
5636,A0A024QYY3
5636,KPRB
5638,Q8NEK6
5638,TMG1
5639,TMG2
5641,Q53XC6
5641,Q96CY7
5641,LGMN
5648,MASP1
5648,F8W876
5649,RELN
5654,HTRA1
5657,PRTN3
5660,A0A024QZQ2
5660,SAP
5663,PSN1
5663,A0A024R6A3
5663,A0A0S2Z4D2
5664,PSN2
5681,KPSH1
5682,PSA1
5682,B4E0X6
5683,PSA2
5683,A0A024RA52
5684,PSA3
5684,A0A140VK43
5685,H0YLC2
5685,PSA4
5685,H0YN18
5686,A0A109NGN6
5686,PSA5
5687,PSA6
5687,A0A140VK44
5688,A0A0K0K1K4
5688,PSA7
5689,A0A140VK45
5689,PSB1
5690,B7Z478
5690,A0A140VJS6
5690,A0A087WVV1
5690,PSB2
5691,A0A384NL22
5691,PSB3
5692,PSB4
5692,A0A140VK46
5693,PSB5
5693,A0A140VJS7
5694,A0A087X2I4
5694,Q6IAT9
5694,PSB6
5695,E9KL30
5695,PSB7
5696,X5CMJ9
5696,PSB8
5698,PSB9
5698,A0A1U9X8D7
5699,PSB10
5700,PRS4
5700,Q53XL8
5701,A0A140VK70
5701,PRS7
5701,B7Z571
5702,PRS6A
5702,A0A140VK42
5704,A8K2M0
5704,PRS6B
5705,A0A140VJS3
5705,PRS8
5706,A0A087X2I1
5706,PRS10
5707,PSMD1
5708,PSMD2
5709,PSMD3
5710,Q5VWC4
5710,PSMD4
5711,PSMD5
5713,PSMD7
5714,PSMD8
5714,V9HW09
5715,PSMD9
5716,PSD10
5717,PSD11
5718,PSD12
5718,A0A0S2Z489
5719,PSD13
5720,A0A0K0K1L8
5720,PSME1
5720,Q86SZ9
5721,Q86SZ7
5721,PSME2
5724,PTAFR
5724,A8K7N8
5725,PTBP1
5725,A0A7I2V621
5727,PTC1
5728,F6KD01
5728,PTEN
5729,PD2R
5730,A0A024R8G3
5730,PTGDS
5733,PE2R3
5733,O00325
5734,A0PJF5
5734,PE2R4
5737,PF2R
5739,PI2R
5740,PTGIS
5742,A0A087X296
5742,PGH1
5743,PGH2
5744,Q53XY9
5744,A0A024RB29
5744,PTHR
5745,Q0VGD7
5745,PTH1R
5745,A1LPH3
5747,Q59GM6
5747,FAK1
5747,Q59GN8
5747,Q658W2
5753,PTK6
5757,Q53S24
5757,PTMA
5764,A0A024R778
5764,PTN
5770,PTN1
5770,B4DSN5
5770,A8K3M3
5771,K7EQG9
5771,PTN2
5771,A8K3N4
5771,Q59F91
5771,D3DUJ3
5774,B7Z9V1
5774,B7ZA03
5774,Q8N4S3
5774,B7Z3V3
5774,PTN3
5775,PTN4
5777,Q53XS4
5777,PTN6
5778,B4DZD9
5778,A0A024R9A7
5778,PTN7
5780,Q6IQ43
5780,PTN9
5781,PTN11
5782,B4E105
5782,PTN12
5783,PTN13
5784,A8K6H6
5784,PTN14
5786,PTPRA
5787,F8VU56
5787,Q86VA4
5787,Q68D73
5787,PTPRB
5788,M9MML4
5788,PTPRC
5789,PTPRD
5789,Q3KPI9
5789,Q59H90
5789,Q2HXI4
5790,PTCA
5791,A8K2Z9
5791,Q96P81
5791,PTPRE
5792,G1UI20
5792,PTPRF
5793,Q49A02
5793,PTPRG
5794,PTPRH
5795,Q9NPR5
5795,PTPRJ
5796,Q86WJ2
5796,PTPRK
5796,Q5TG12
5796,Q59EZ1
5796,B4DHC3
5797,PTPRM
5798,Q96IA0
5798,PTPRN
5801,Q7Z2V8
5801,PTPRR
5802,Q8NHS7
5802,PTPRS
5802,Q59FX6
5803,PTPRZ
5803,B4DFE7
5806,PTX3
5810,RAD1
5810,A0A024R045
5813,PURA
5817,PVR
5817,A0A0A0MSA9
5817,A8K4I1
5817,A0A0C4DG49
5818,NECT1
5819,NECT2
5824,PEX19
5824,A0A0S2Z497
5825,ABCD3
5827,PXMP2
5829,A0A140VJQ8
5829,PAXI
5830,A0A0S2Z4F3
5830,PEX5
5830,A0A0S2Z480
5830,A0A0S2Z4H1
5830,B4DR50
5830,B4E0T2
5831,P5CR1
5831,A0A024R8U9
5831,J3QL32
5831,Q8TBX0
5831,E2QRB3
5834,PYGB
5836,PYGL
5837,PYGM
5859,SYQ
5859,B7Z840
5861,B7Z8M7
5861,Q5U0I6
5861,RAB1A
5862,A0A024R7V6
5862,RAB2A
5863,RGL2
5863,A0A024RCS9
5864,RAB3A
5864,A0A024R7I7
5865,RAB3B
5866,R3GEF
5867,A0A087WYT5
5867,RAB4A
5867,A0A024R3U9
5868,RAB5A
5868,A0A024R2K1
5869,RAB5B
5869,A0A024RB09
5870,RAB6A
5870,Q53ET8
5870,A0A024R5H8
5870,A0A024R5J5
5871,M4K2
5871,A0A024R567
5872,A0A087WWB9
5872,Q504R6
5872,RAB13
5873,RB27A
5873,A2RU94
5874,RB27B
5875,PGTA
5876,Q6IB63
5876,A8KAJ2
5876,PGTB2
5877,Q53EV1
5877,MSS4
5878,A0A024R1U4
5878,RAB5C
5879,A4D2P0
5879,A4D2P1
5879,RAC1
5880,RAC2
5880,A0A024R1P2
5880,V9H0H7
5881,RAC3
5883,RAD9A
5884,RAD17
5885,RAD21
5885,A0A024R9J0
5886,A0A024R7G8
5886,A8K1J3
5886,RD23A
5887,RD23B
5887,B7Z4W4
5888,RAD51
5889,RA51C
5890,C9JYJ0
5890,RA51B
5890,A0A024R656
5892,RA51D
5893,B7Z2G8
5893,F5GX32
5893,RAD52
5893,Q5DR82
5893,B7Z5Q6
5894,L7RRS6
5894,A0A0S2Z4L5
5894,RAF1
5896,RAG1
5897,RAG2
5898,RALA
5899,RALB
5899,A0A024RAG3
5900,Q8N4Y1
5900,GNDS
5901,RAN
5901,B4DV51
5902,B3KUP2
5902,D3DX26
5902,B4DE76
5902,RANG
5902,F6WQW2
5902,A0A140VK94
5903,RBP2
5905,RAGP1
5905,Q9BSK3
5905,A0A024R1U0
5906,RAP1A
5906,A8KAH9
5908,RAP1B
5908,B7ZAY2
5908,A0A024RB87
5909,RPGP1
5909,X6R8W7
5909,A0A024RAB5
5910,GDS1
5910,Q6U7G8
5910,B3KNU0
5911,RAP2A
5912,RAP2B
5913,A0A0S2Z4F8
5913,A0A0S2Z4A2
5913,A0A0S2Z4M9
5913,A0A0S2Z4A6
5913,RAPSN
5914,A8K840
5914,A8MUP8
5914,Q6I9R7
5914,F1D8N9
5914,RARA
5915,Q86UC5
5915,F1D8S6
5915,Q5QHG3
5915,RARB
5915,Q3SB16
5916,B7Z4B4
5916,F1D8P1
5916,RARG
5916,A8K3H3
5917,SYRC
5920,PLAT4
5921,Q59GK3
5921,RASA1
5923,A8K270
5923,Q8IUU5
5923,RGRF1
5925,RB
5925,A0A024RDV3
5926,A0A024R657
5926,A0A024R6A2
5926,Q05CG0
5926,ARI4A
5926,A0A024R680
5927,KDM5A
5928,RBBP4
5929,A0A024R9B5
5929,RBBP5
5929,B4DLF8
5930,RBBP6
5931,RBBP7
5931,Q6FHQ0
5932,A0A024RC34
5932,CTIP
5933,RBL1
5934,RBL2
5935,RBM3
5935,A0A024QYX3
5937,A0A0S2Z4B3
5937,RBMS1
5937,A0A0S2Z499
5937,B4DN88
5947,A0A0A0MQT0
5947,RET1
5950,RET4
5950,Q5VY30
5955,RCN2
5962,RADI
5962,B0YJ88
5962,Q6PKD3
5965,RECQ1
5965,A0A024RAV2
5966,REL
5968,Q6ICS1
5968,REG1B
5970,TF65
5970,A0A087X0W8
5971,D6R992
5971,RELB
5972,RENI
5976,RENT1
5976,A0A024R7L8
5976,A0A024R7L5
5976,B3KY55
5977,A0A024R582
5977,J3KMZ8
5977,REQU
5978,A0A1W2PQA1
5978,REST
5979,A0A024R7T2
5979,RET
5980,Q9UG47
5980,REV3L
5981,RFC1
5982,A0A087WVY3
5982,Q75MT5
5982,RFC2
5983,RFC3
5983,A0A024RDQ8
5984,RFC4
5985,Q59GW7
5985,RFC5
5987,TRI27
5987,A0A1U9X8R9
5989,RFX1
5990,RFX2
5991,RFX3
5993,RFX5
5994,RFXAP
5995,A0A0S2Z498
5995,A0A0S2Z494
5995,RGR
5997,A0A024R939
5997,RGS2
5999,A0A024R909
5999,RGS4
6000,B7Z257
6000,B7Z223
6000,RGS7
6001,RGS10
6002,RGS12
6004,RGS16
6005,RHAG
6005,Q96E98
6009,RHEB
6009,A0A090N900
6014,RIT2
6015,A0A1U9X8F2
6015,RING1
6016,RIT1
6045,RING2
6046,X5CF57
6046,A0A1U9X7A8
6046,BRD2
6046,A0A024RCR5
6047,RNF4
6048,A0A024RCQ4
6048,RNF5
6049,RNF6
6049,A0A0S2Z4G9
6049,A0A024RDP2
6050,RINI
6050,A0A140VJT8
6093,ROCK1
6095,RORA
6095,A0A0C4DG53
6095,A0A0C4DFP5
6096,Q58EY0
6097,Q6I9R9
6097,RORG
6097,F1D8P6
6098,ROS1
6100,A0A090N8Z0
6100,RP9
6102,A0A1B2JLU2
6102,XRP2
6103,RPGR
6117,RFA1
6118,RFA2
6118,B4DUL2
6119,A4D105
6119,RFA3
6121,RPE65
6122,Q96QL0
6122,RL3
6122,B3KS36
6124,RL4
6125,A2RUM7
6125,RL5
6128,Q8TBK5
6128,RL6
6128,A0A024RBK3
6129,RL7
6130,RL7A
6132,RL8
6133,Q53Z07
6133,RL9
6134,RL10
6134,X5D2T3
6135,Q5VVD0
6135,RL11
6136,RL12
6137,RL13
6137,A8K4C8
6138,RL15
6138,A0A024R2Q4
6142,RL18A
6143,J3KTE4
6143,RL19
6146,RL22
6147,RL23A
6154,RL26
6155,RL27
6155,A0A024R1V4
6156,A0A024R9D3
6156,RL30
6157,RL27A
6159,RL29
6160,RL31
6164,RL34
6164,A1LUY1
6165,RL35A
6169,RL38
6169,A0A024R8P8
6175,RLA0
6175,A0A024RBS2
6176,RLA1
6176,A0A024R608
6181,A0A024RCA7
6181,RLA2
6183,A0A024R0H2
6183,RT12
6184,RPN1
6187,RS2
6188,RS3
6189,RS3A
6189,B7Z3M5
6191,RS4X
6191,B2R491
6193,RS5
6193,A0A024R4Q8
6194,A2A3R6
6194,RS6
6195,KS6A1
6196,KS6A2
6196,B7Z3B5
6196,X5D337
6197,B1AXG1
6197,KS6A3
6197,B7ZB17
6197,B4DG22
6197,A0A384MDW3
6198,KS6B1
6199,KS6B2
6201,RS7
6202,RS8
6202,Q5JR94
6203,RS9
6203,A8MXK4
6203,A0A024R4M0
6204,RS10
6205,RS11
6206,RS12
6207,RS13
6208,RS14
6210,RS15A
6210,B2R4W8
6217,M0R210
6217,RS16
6218,RS17
6222,RS18
6223,RS19
6223,B0ZBD0
6224,RS20
6227,RS21
6227,Q6FGH5
6230,RS25
6231,RS26
6231,A0A024RB14
6232,RS27
6233,B2RDW1
6233,RS27A
6236,RAD
6236,A0A024R6X0
6237,RRAS
6237,A0A024QZF2
6240,B4E0I8
6240,B4DXD1
6240,RIR1
6240,E9PL69
6241,RIR2
6242,RTKN
6248,RSCA1
6249,CLIP1
6249,A0A024RBR1
6249,B3KXA5
6251,RSU1
6252,RTN1
6252,A8K3B9
6256,A0A5F9ZHH6
6256,RXRA
6256,Q6P3U7
6256,F1D8Q5
6257,RXRB
6257,A0A0S2Z570
6257,Q5STP9
6257,A0A0G2JKR7
6257,B7Z7J5
6258,RXRG
6258,F1T097
6258,F1D8Q7
6258,A0A087WZ88
6261,RYR1
6262,RYR2
6263,A0A0U1RRH1
6263,RYR3
6271,S10A1
6271,A0A0S2Z4H2
6272,SORT
6273,S10A2
6274,S10A3
6275,S10A4
6277,S10A6
6278,S10A7
6279,S10A8
6280,S10A9
6281,S10AA
6282,S10AB
6282,V9HWH9
6284,S10AD
6285,S100B
6285,A0A0S2Z4C5
6286,S100P
6293,A0A1U9X8S4
6293,B3KMF7
6293,VPS52
6293,B4DS44
6293,Q4VXZ2
6294,SAFB1
6294,B7Z2F6
6294,B7ZLP5
6297,E7EW59
6297,B4DK65
6297,SALL2
6299,SALL1
6300,MK12
6300,Q6N076
6303,A0A384NQ10
6303,SAT1
6304,SATB1
6304,A0A024R2H1
6307,MSMO1
6310,ATX1
6310,Q96FF1
6311,Q2M2R5
6311,F8VQP2
6311,ATX2
6314,Q9UPD8
6314,ATX7
6317,SPB3
6323,SCN1A
6328,A0A590UJH3
6328,SCN3A
6328,Q9C007
6331,E9PHB6
6331,K4DIA1
6331,Q86V90
6331,H9KVD2
6331,E9PG18
6331,A0A0A0MT39
6331,SCN5A
6334,SCN8A
6334,Q6B4S4
6337,SCNNA
6338,SCNNB
6338,B2R812
6339,SCNND
6340,A5X2V1
6340,SCNNG
6342,Q59HG9
6342,SCP2
6342,A0A384NY87
6342,B2R761
6342,E9PLD1
6352,CCL5
6352,A0A494C1Q1
6352,D0EI67
6354,CCL7
6382,SDC1
6383,A0A024R9D1
6383,E9PBI9
6383,SDC2
6385,SDC4
6385,B4E1S6
6386,SDCB1
6386,B4DHN5
6386,G5EA09
6386,A0A024R7Z5
6387,SDF1
6390,SDHB
6396,SEC13
6396,A8MWR8
6397,Q7Z3R7
6397,Q59HE8
6397,A5PLM6
6397,S14L1
6397,A0A024R8V1
6399,TPC2A
6399,TPC2B
6399,Q6IBE5
6400,SE1L1
6400,Q3ZCU6
6402,LYAM1
6403,Q6NUL9
6403,A0A024R8Y9
6403,Q5R341
6403,LYAM3
6404,SELPL
6416,MP2K4
6418,A0A024R895
6418,Q5VXV3
6418,SET
6418,A0A0C4DFV9
6419,SETMR
6419,B4DND2
6419,Q96H41
6421,SFPQ
6421,Q86VG2
6421,A0A384N5Z8
6422,SFRP1
6423,SFRP2
6423,B3KSM5
6423,A0A140VJU3
6426,SRSF1
6426,Q59FA2
6427,Q53FN0
6427,A0A024R8U5
6427,SRSF2
6428,B2R6F3
6428,SRSF3
6429,SRSF4
6430,A0A024R6D8
6430,SRSF5
6430,Q86U32
6431,SRSF6
6432,SRSF7
6433,Q8IV81
6433,SFSWA
6434,TRA2B
6440,A0A0S2Z4Q0
6440,A0A0A0MTC9
6440,PSPC
6440,E5RI64
6441,SFTPD
6442,A0A0S2Z4P8
6442,SGCA
6442,A0A0S2Z4Q1
6443,SGCB
6443,Q5U0N0
6444,SGCD
6445,SGCG
6446,E9PR89
6446,B7Z325
6446,SGK1
6447,A0A024R9I1
6447,7B2
6449,SGTA
6452,3BP2
6452,A0A384N6E5
6453,A7XZY7
6453,Q6PD56
6453,F8W7U0
6453,ITSN1
6455,Q6FGM0
6455,SH3G1
6456,Q7Z376
6456,SH3G2
6457,SH3G3
6457,A0A024R215
6461,SHB
6464,SHC1
6469,SHH
6472,Q5HYG8
6472,B4DJQ3
6472,Q5BJF5
6472,B4DLV4
6472,V9HW06
6472,GLYM
6472,A0A024RB99
6477,SIAH1
6478,SIAH2
6491,E9PSF2
6491,STIL
6491,A0A0A0MR87
6491,B7ZLW5
6491,Q7Z626
6492,SIM1
6493,SIM2
6494,SIPA1
6495,SIX1
6496,SIX3
6497,SKI
6498,SKIL
6500,SKP1
6502,D6R9R7
6502,SKP2
6502,A0A024R069
6503,SLAP1
6504,SLAF1
6505,EAA3
6506,A0A2R8Y4W1
6506,EAA2
6506,A0A2R8YFE3
6506,A2A2U1
6506,A0A2U3TZS7
6506,A0A2R8Y860
6513,GTR1
6513,Q59GX2
6514,Q6PAU8
6514,GTR2
6517,GLUT4
6520,J3KPF3
6520,4F2
6521,B3AT
6528,SC5A5
6529,SC6A1
6529,A0A2R8Y4I3
6529,A0A024R2K8
6529,B7Z3C5
6531,SC6A3
6532,B2R7Y7
6532,SC6A4
6541,SL7A1
6541,A0A024RDQ9
6546,Q4QQH3
6546,NAC1
6548,SL9A1
6548,B2RAH2
6550,SL9A3
6553,Q9NSW9
6553,SL9A5
6558,B7ZM24
6558,Q53ZR1
6558,S12A2
6566,B4DKS0
6566,MOT1
6566,A0A024R0H1
6569,Q86VN6
6569,Q7Z725
6569,NPT2A
6569,A0A024R7R9
6571,VMAT2
6572,VACHT
6580,S22A1
6582,S22A2
6583,S22A4
6585,SLIT1
6585,A6H8V1
6590,SLPI
6591,SNAI2
6595,B1ALF6
6595,Q56A76
6595,F6VDE0
6595,B4DSC8
6595,F6T8Q0
6595,Q8N9Q1
6595,B4DNT1
6595,SMCA2
6596,A8K5B6
6596,Q05BZ6
6596,A0A0C4DGA6
6596,HLTF
6597,Q9HBD4
6597,A7E2E1
6597,SMCA4
6597,B3KNW7
6598,SNF5
6598,Q9H836
6598,G5E975
6599,Q58EY4
6599,SMRC1
6601,F8VXC8
6601,SMRC2
6601,A0A024RB22
6602,SMRD1
6603,J3KMX2
6603,SMRD2
6604,A0A090N8Z9
6604,SMRD3
6605,SMCE1
6605,A0A024R1S7
6606,E7EQZ4
6606,SMN
6606,B4DP61
6608,SMO
6612,SUMO3
6613,A0A024R8S3
6613,SUMO2
6615,SNAI1
6616,SNP25
6617,B2RC42
6617,SNPC1
6618,SNPC2
6619,SNPC3
6621,A0A024R8F4
6621,SNPC4
6622,SYUA
6622,H6UYS5
6623,F8W754
6623,Q6FHG5
6623,SYUG
6624,FSCN1
6624,A0A384MEG1
6624,B3KTA3
6625,A0A024QZD5
6625,Q9UFS1
6625,RU17
6626,SNRPA
6627,RU2A
6628,RSMB
6628,Q66K91
6629,RU2B
6631,Q5TAL4
6631,RU1C
6632,SMD1
6633,SMD2
6634,SMD3
6635,RUXE
6636,RUXF
6637,C9JVQ0
6637,RUXG
6637,Q49AN9
6637,F5H013
6638,X5DP00
6638,RSMN
6640,SNTA1
6641,SNTB1
6642,SNX1
6643,SNX2
6645,A0A024R732
6645,SNTB2
6646,SOAT1
6647,V9HWC9
6647,SODC
6648,SODM
6648,G5E9P6
6648,A0A384NL29
6648,Q96AM7
6648,Q9UG59
6650,CAN15
6651,Q6ZRV7
