names,degree,betwn,close,core,constraint,ecc,eigen_cen,hub_score,neighbor1,neighbor2,neighbor3,neighbor4,neighbor5,neighbor6,leiden,triangle,common_neighbor
1213,73,600327.781586669,9.51927653498334e-06,20,0.018507298407453,14,0.170493173731667,0.170493173731668,74,3833,10518,15031,17614,19088,1,202,73
3486,12,113605.667622754,8.02027525584678e-06,5,0.0838953614957722,15,0.00627030766975109,0.00627030766974999,13,228,4211,11036,15568,18023,31,1,12
7295,19,170191.412525544,8.94414382183266e-06,12,0.056739215273536,15,0.0428875055271656,0.0428875055271656,20,1485,9079,14652,17330,18611,1,9,19
1386,36,83819.2770843767,8.80064772767276e-06,18,0.0328359610730188,15,0.04646347234576,0.0464634723457576,37,1189,7815,13107,17053,18885,1,48,36
896,20,20370.096312566,8.49812616318102e-06,13,0.0569381169194343,15,0.0253528166630257,0.0253528166630243,21,612,6878,12303,16698,18461,1,27,20
10928,29,77579.569531311,8.31407239894245e-06,11,0.0362976180057477,15,0.0137021120633778,0.0137021120633745,30,528,6730,11895,16163,18297,32,4,29
1445,25,24008.3365574669,8.56296347039784e-06,15,0.0469331845860032,15,0.0351809027537777,0.0351809027537752,26,1094,8185,12586,16532,18377,14,40,25
1634,3,211.457200294783,8.11220806191237e-06,3,0.342644496413387,16,0.00695096276260235,0.00695096276260201,4,395,5568,11699,15935,18118,33,1,3
6493,3,128.91877700431,7.58702315559467e-06,3,0.370230396685423,15,0.00130175663802422,0.00130175663802392,4,56,2053,9517,14167,17612,34,1,3
6492,3,128.91877700431,7.58702315559467e-06,3,0.370230396685423,15,0.00130175663802422,0.00130175663802392,4,56,2053,9517,14167,17612,34,1,3
266743,3,128.91877700431,7.58702315559467e-06,3,0.370230396685423,15,0.00130175663802422,0.00130175663802392,4,56,2053,9517,14167,17612,34,1,3
1839,8,4508.11647606588,8.33993578249447e-06,7,0.128474994626337,15,0.0120530626865798,0.0120530626865789,9,571,6676,12087,16241,18289,38,3,8
5111,137,913647.377516089,9.56626552126581e-06,21,0.0113821529348488,14,0.213076732102883,0.213076732102877,138,3597,10621,15554,17689,19052,1,468,137
27258,18,5047.74891179291,7.75338047388661e-06,12,0.0929327628145898,16,0.00949888602160137,0.00949888602159997,19,253,3752,10627,15326,17578,41,48,18
25804,24,9296.55241532282,8.0543831953349e-06,14,0.0755102386766321,16,0.02115425500901,0.0211542550090086,25,511,5194,11460,15863,17977,41,95,24
23658,8,7.21337009060443,7.55047492487277e-06,8,0.195688714219118,16,0.00627559106322348,0.00627559106322312,9,183,2540,9567,14536,17411,41,25,8
1387,177,3486228.45309484,9.86786923099695e-06,21,0.00885365075278195,14,0.299159411666956,0.299159411666948,178,3592,10759,15887,18041,19768,1,924,177
4926,30,572051.775838001,9.20912071315431e-06,15,0.0355487837711777,15,0.0580504546442957,0.0580504546442952,31,1456,9773,15467,17448,18794,1,31,30
5335,40,53717.3291261632,8.65471162500865e-06,16,0.0331713422916377,15,0.0469030032597611,0.046903003259758,41,1310,8490,12719,16612,18487,14,89,40
3895,18,34245.8434434951,8.36638053645232e-06,13,0.057436689595297,16,0.0552292693928446,0.0552292693928461,19,1846,7644,12155,16033,18126,11,21,18
3791,21,53852.1066447749,8.44787240333522e-06,12,0.0549514298763708,16,0.019498851041118,0.0194988510411158,22,771,7307,13210,16651,18328,14,15,21
133522,1,0,8.32258332986559e-06,1,1,15,0.0112632860333783,0.0112632860333791,2,457,5132,12521,16673,18273,42,0,1
6597,114,580101.063709013,9.53270671674515e-06,21,0.0159840551097474,15,0.218063558202498,0.218063558202496,115,2958,10145,15301,17813,19380,1,717,114
79039,21,37887.0704716696,8.92514481047455e-06,18,0.0503358473821782,15,0.0886937939315484,0.0886937939315539,22,2384,8906,13610,17070,18541,43,33,21
2099,456,12672656.8707858,1.03635534552087e-05,27,0.00334824525608162,14,0.720080958376258,0.720080958376245,457,5132,12521,16673,18273,19821,1,2093,456
2260,46,249929.423219559,8.97835319045781e-06,17,0.0242844610256451,15,0.0469312142572451,0.0469312142572402,47,1251,8748,14193,17350,18896,14,50,46
7341,55,557287.131524849,9.15885111371629e-06,19,0.021831674013413,15,0.0962608828666218,0.096260882866621,56,1918,9701,15311,17448,18673,1,93,55
2316,50,425403.916699047,8.85284796118912e-06,18,0.0219625933343649,15,0.0708800431764299,0.0708800431764275,51,1901,9202,13130,16879,18587,1,38,50
2566,2,23663,7.07438718121043e-06,1,0.5,16,0.000407196736499603,0.000407196736499372,3,44,943,8026,12690,16515,44,0,2
6514,1,0,7.31609174379047e-06,1,1,16,0.0011335261593258,0.00113352615932572,2,50,1923,8903,12909,16856,46,0,1
6517,5,13700.0599321074,8.29056782099006e-06,5,0.2,16,0.00668498737038945,0.00668498737038883,6,193,5473,13655,16681,18093,25,0,5
2898,5,1541.33506557426,7.52434124392409e-06,4,0.251495198902606,16,0.00131527812429054,0.00131527812428994,6,126,2635,9658,14627,17454,47,1,5
2897,3,381.065546036255,7.41933329870978e-06,3,0.333333333333333,16,0.000806269351710903,0.000806269351710583,4,98,1674,9139,14508,17376,48,0,3
904,27,24046.2612733988,8.7861109158642e-06,16,0.0524280108557649,15,0.0661084245375955,0.0661084245375975,28,1388,7874,13403,17068,18630,1,55,27
10287,6,6732.62189211769,7.19932038415574e-06,3,0.172130111882716,17,0.000940655936685137,0.000940655936684384,7,68,2292,8634,12756,16497,49,1,6
3298,10,8414.61931450835,8.28452368131094e-06,9,0.105567605459225,15,0.0119262661614135,0.0119262661614128,11,542,5834,12890,16630,18023,50,6,10
3984,12,26912.5760962601,8.17287260126189e-06,8,0.0902314745450852,15,0.0100981984564876,0.0100981984564864,13,334,5633,11534,15884,18158,29,6,12
2252,2,119.708059137558,6.90440846480478e-06,2,0.5,16,0.000154428353139435,0.000154428353139209,3,20,506,6200,11748,15990,52,0,2
708,88,281614.940231712,8.87823500688063e-06,19,0.0166117442220863,15,0.0947281966140537,0.0947281966140482,89,1912,8973,13858,17145,18558,2,230,88
9898,17,3876.50147118087,8.35512628773384e-06,15,0.0769668762599337,15,0.0298323505481812,0.0298323505481813,18,742,6682,12171,16369,18192,1,43,17
54464,8,9911.74048849662,8.45716025472967e-06,8,0.138671533559149,15,0.0187351337697777,0.0187351337697779,9,748,6824,13173,16813,18215,57,5,8
3064,55,401395.937551875,9.18940278071328e-06,19,0.0199005142022826,15,0.0827075370807703,0.0827075370807673,56,2123,9908,15049,17517,18771,1,71,55
9001,17,25506.8611218287,8.45065661601906e-06,11,0.0636583615136501,15,0.0211040229392814,0.0211040229392804,18,628,7228,12384,16504,18430,58,9,17
25764,15,33232.1132784157,8.41021673128516e-06,10,0.0778599524961056,15,0.021269793791404,0.0212697937914032,16,676,7378,12204,16235,18299,59,8,15
4209,12,27224.4192565535,8.65373798212138e-06,10,0.0912432398821101,14,0.0244332569704359,0.0244332569704355,13,742,6975,13739,17082,18570,1,13,12
6929,41,258775.23595344,8.781944322473e-06,13,0.0347381347787002,14,0.0392037218221466,0.0392037218221433,42,1057,7599,13092,17029,18809,61,44,41
3480,39,135771.11184168,9.17877500068841e-06,19,0.029111747058522,15,0.0938013901118347,0.0938013901118354,40,2746,9672,14528,17398,18755,14,78,39
7531,147,980852.063130642,9.57359220326651e-06,20,0.0115376514254634,15,0.205928639425461,0.205928639425452,148,3726,10764,15544,17732,19077,1,509,147
8651,61,240298.164035195,9.01315018612155e-06,18,0.0211962923187648,15,0.0679464256292622,0.0679464256292571,62,1781,9453,14760,17192,18632,14,142,61
5747,56,421580.376090821,9.12067565965287e-06,18,0.023787392422291,15,0.0682336177239503,0.0682336177239454,57,1810,9478,14876,17412,19045,14,169,56
5599,62,240133.882920268,9.19311986908997e-06,19,0.0210035483962174,15,0.0904926257991949,0.0904926257991909,63,2250,9929,14988,17580,18916,1,105,62
3643,29,107689.942025877,8.56831949549735e-06,15,0.0393339996663758,15,0.0271502331318313,0.0271502331318282,30,1144,8137,12692,16737,18368,14,29,29
3552,2,75.8135769986137,7.51416419951609e-06,2,0.5,16,0.00155210717562077,0.00155210717562056,3,60,2797,9982,14965,17388,62,0,2
3717,36,103157.955916673,8.81678716275789e-06,18,0.0391971968938687,15,0.0376493473052721,0.0376493473052686,37,1134,8363,14032,17014,18633,14,102,36
3875,23,53989.3031109013,8.65201591970929e-06,14,0.0479789836355269,15,0.0431537624003159,0.0431537624003153,24,1909,8673,12542,16619,18448,1,23,23
4000,183,1872996.43585423,9.74839395209639e-06,21,0.00858403998884835,15,0.32290223638938,0.32290223638937,184,4517,10873,15668,17790,19304,1,711,183
4301,31,63881.5966525762,8.4898291846368e-06,14,0.0394127981869783,16,0.0345623240137417,0.0345623240137395,32,1442,8034,12463,16321,18257,40,25,31
149428,3,92.1594235646817,7.52417140062451e-06,3,0.333333333333333,16,0.00178654011001203,0.00178654011001174,4,65,2348,10082,15102,17501,37,0,3
663,3,165.247550835776,7.75350070556856e-06,3,0.355192414967484,16,0.00394579796363961,0.00394579796363916,4,145,4247,10944,15463,17644,65,1,3
6606,47,184608.603627105,8.93407545720131e-06,18,0.0333041127363428,15,0.0654236385208195,0.0654236385208183,48,1536,8851,14723,17181,18611,41,118,47
7159,29,103135.011053413,8.93192089890852e-06,16,0.0391281253668067,15,0.0495456183057754,0.0495456183057747,30,1628,8955,14779,17157,18556,1,38,29
57142,28,174657.818567008,8.41156084923118e-06,13,0.0418067600481331,16,0.0577410243279014,0.0577410243279022,29,1864,7879,12142,16054,18175,11,25,28
596,53,373253.846434791,9.10100293052294e-06,18,0.0248965908746525,15,0.0843905574520668,0.0843905574520644,54,2107,9915,15059,17479,18659,1,79,53
4790,63,337501.377475293,9.40857685866436e-06,20,0.0210108686743044,14,0.11209863077009,0.112098630770088,64,2865,9880,15111,17757,19279,1,161,63
8631,4,173.011118991762,7.66524348645935e-06,4,0.301648467291328,16,0.00177501862853172,0.00177501862853127,5,101,2223,10180,15523,17684,14,2,4
240,5,47842.2287375718,7.67247728946722e-06,2,0.2,16,0.00290251508343255,0.00290251508343203,6,217,3770,10340,14592,17429,68,0,5
7409,37,88522.0646862631,8.65688438730901e-06,18,0.036962518434928,15,0.0435306415484973,0.0435306415484935,38,1252,8433,12601,16648,18530,14,101,37
4689,4,1090.42760258916,7.8627478731267e-06,4,0.300461900736626,15,0.00520284455528123,0.00520284455528101,5,173,4266,10800,15490,17701,63,2,4
7520,96,312517.656073038,9.3209675164282e-06,21,0.0157341055285399,14,0.198077450491537,0.198077450491538,97,3437,9864,14340,17399,18970,1,367,96
4361,41,61451.2616395731,9.01250033796876e-06,20,0.0333491508009207,15,0.0995940126939837,0.0995940126939839,42,1944,9278,14760,17352,18607,1,154,41
23468,80,419822.31008282,9.16817177486637e-06,20,0.0225530588590731,15,0.113381006976453,0.11338100697645,81,2177,9189,14440,17399,18974,1,277,80
51588,31,55965.8678643752,8.75825465501235e-06,19,0.0375302279205359,15,0.053648016738145,0.0536480167381434,32,1249,8145,13292,17003,18645,1,47,31
4286,9,2933.88552760363,8.08871704858892e-06,6,0.127704441866053,15,0.00713819243142349,0.00713819243142268,10,291,4413,11799,16131,18088,70,2,9
4904,57,126782.258624481,9.19193683301008e-06,21,0.0212083257716219,15,0.14809719413287,0.148097194132875,58,2367,9546,14845,17469,18850,1,138,57
55729,8,2939.88388183521,8.05503197847695e-06,6,0.132434873356499,15,0.00779705647167627,0.00779705647167566,9,303,4528,11345,15908,18012,71,3,8
10036,40,331196.961010379,8.84267119411432e-06,19,0.0318801827438337,15,0.0686775853054263,0.0686775853054251,41,1583,8330,13434,17027,18602,1,103,40
8125,7,3784.32349411529,8.06367074419617e-06,6,0.161800441512516,15,0.00749735215448873,0.00749735215448827,8,318,4179,11430,16287,18083,58,5,7
4176,58,890568.825567983,9.30578820026056e-06,20,0.0250655705946498,14,0.139741546857207,0.139741546857208,59,3169,9789,13308,17302,19322,1,197,58
4297,49,89556.7119794395,9.25403244463775e-06,20,0.0287559452929239,15,0.120194313070123,0.120194313070124,50,2228,9209,14996,17599,19124,1,207,49
4703,11,61028.7743147645,7.73197869066673e-06,5,0.0921548371414682,16,0.00196306227160065,0.0019630622715994,12,169,2971,10565,15490,17782,20,1,11
4804,25,109713.976876509,8.86902227898396e-06,12,0.0449434788791412,15,0.0402999950435475,0.0402999950435466,26,1240,8912,14745,17154,18517,72,17,25
9627,12,18132.4584398708,8.67355346812035e-06,9,0.0854437548236074,16,0.0257612898567866,0.0257612898567868,13,814,7202,14329,17070,18514,73,7,12
2036,11,19563.8068372491,8.32105977017233e-06,7,0.0935910007894747,16,0.0151615476862718,0.0151615476862714,12,972,6011,13108,16469,18086,23,4,11
1326,9,1094.4525199671,8.56311012159616e-06,9,0.125408933446803,15,0.0207421836931538,0.0207421836931534,10,706,7230,13593,16844,18391,1,15,9
5970,123,699927.473423717,9.51058528141822e-06,21,0.0109317286733326,14,0.222470968119719,0.222470968119716,124,3180,10291,15270,17726,19194,1,443,123
3178,161,670892.672823771,9.47337507933952e-06,21,0.010063706034148,15,0.283877847565924,0.283877847565924,162,3480,10354,15230,17646,19099,1,804,161
4839,45,28408.9032730846,8.91806085684729e-06,21,0.0352695755438036,15,0.171665983871331,0.171665983871347,46,2259,8788,13551,17040,18597,43,255,45
2113,10,5340.22614747986,8.91217938434665e-06,9,0.104101200773386,14,0.0398559367315195,0.0398559367315205,11,1100,7970,14543,17296,18749,1,14,10
5361,7,4931.57982360742,8.35031230168008e-06,7,0.145006715032658,15,0.0218692985158379,0.0218692985158384,8,1275,6836,11924,16118,18219,78,2,7
208,14,13489.1873734698,8.84893104912927e-06,9,0.0723854114903171,15,0.0337534254671099,0.0337534254671098,15,985,7899,13963,17233,18757,1,5,14
2114,10,11035.7836827947,8.88407174776343e-06,9,0.103570076206615,14,0.0363899643630773,0.0363899643630783,11,1025,7845,14372,17308,18753,1,10,10
22941,7,3778.22109555035,7.71861034139414e-06,6,0.149040917807452,16,0.00223318456230493,0.00223318456230413,8,143,3447,10512,15340,17657,47,1,7
2017,34,42648.7279826512,8.60674079939409e-06,17,0.0335137001343203,15,0.0412863834926536,0.0412863834926506,35,1161,8486,12617,16477,18467,14,36,34
22938,90,324958.147384719,9.19963201471941e-06,21,0.0160312849546713,14,0.156912501283872,0.15691250128387,91,2491,9555,14483,17354,18832,41,328,90
4893,140,224269.810344759,8.79731857729764e-06,18,0.022251498101638,15,0.0824449465229352,0.0824449465229115,141,1342,8502,14317,16976,18475,11,231,140
11146,15,4478.98905787133,8.49076629165782e-06,13,0.0735268746353099,16,0.0225571805166791,0.0225571805166781,16,669,7018,13140,16882,18370,1,14,15
10765,10,9615.46877877366,8.27300930713547e-06,6,0.102338311128125,15,0.0157140173845368,0.0157140173845363,11,513,5063,11597,16296,18408,81,5,10
5966,21,40622.7731452661,8.7553407578623e-06,13,0.0632738240290199,14,0.0343277713864009,0.0343277713863998,22,1075,7569,12495,16875,18971,1,42,21
4985,4,23499.7506125589,7.70451638750636e-06,3,0.25,15,0.00219728286626001,0.00219728286625963,5,128,2843,10340,15196,17729,82,0,4
4641,24,28402.6368444738,8.93048510395085e-06,17,0.044374402244053,15,0.0640779717297161,0.064077971729717,25,2171,8896,13577,17083,18607,11,21,24
5910,18,86460.4076595933,8.2352650520057e-06,9,0.0570817179505563,16,0.0262223925541018,0.0262223925541011,19,1541,7250,12049,16087,18039,65,9,18
5079,6,3270.49216939461,8.3365290027844e-06,6,0.16721878983873,14,0.0160916205242423,0.0160916205242423,7,569,5504,11749,16324,18435,81,1,6
8503,38,164807.516013044,8.58148116364885e-06,16,0.0385731906648684,15,0.0305057626900507,0.0305057626900466,39,1117,7903,12450,16572,18513,14,79,38
9784,9,33506.9722501078,8.38103539311247e-06,6,0.115174261322324,15,0.0249109628716223,0.0249109628716228,10,1329,7391,12102,16274,18083,83,2,9
5310,8,36017.9101156269,7.8738297520531e-06,5,0.125,16,0.00296347064972788,0.00296347064972689,9,145,4013,10979,15749,17927,85,0,8
5311,7,28007.9064340915,8.1742087365943e-06,5,0.143096781536159,16,0.0343797088556403,0.0343797088556424,8,1337,6444,11708,15785,17940,85,2,7
3739,6,13085.8678674378,7.64689688924235e-06,4,0.166666666666667,16,0.00189365635974238,0.00189365635974167,7,135,3145,10273,15106,17640,47,0,6
3364,17,9721.09523898731,8.45987902372996e-06,12,0.090333886438344,15,0.0259388319444969,0.0259388319444961,18,761,6758,12224,16519,18441,1,38,17
5787,5,3420.16434776638,8.10661824313369e-06,4,0.210840924034263,16,0.00673560205391851,0.00673560205391804,6,396,5504,11677,15937,18116,86,1,5
5573,22,80959.4997366558,8.55856626897862e-06,12,0.0531030327065537,15,0.0218007085315117,0.0218007085315094,23,904,7829,12700,16621,18399,87,20,22
5575,6,280.194268339771,7.58357095188983e-06,6,0.207695386506386,16,0.00251029235587273,0.00251029235587207,7,133,3040,10230,14709,17506,87,8,6
2241,6,263.664347315107,8.1825694904714e-06,5,0.175085802210153,16,0.0116971401795626,0.011697140179562,7,525,6162,11850,16010,18151,14,6,6
5594,112,2429823.66808952,9.56965271730289e-06,20,0.0133119509230224,14,0.143430523222157,0.14343052322215,113,2640,10400,15573,17902,19383,1,235,112
22927,11,3480.3956849889,8.77470078270331e-06,11,0.0951381572902851,15,0.0360823276191896,0.0360823276191907,12,998,8150,14523,17165,18427,1,9,11
8439,7,1100751.9413406,8.23323096682831e-06,6,0.147692642673413,15,0.00630020201148139,0.00630020201148069,8,271,5354,12628,16405,18047,57,1,7
367,160,1874640.17157759,9.68616815187912e-06,21,0.00794847672754905,14,0.25398031184989,0.253980311849881,161,3644,10563,15242,17894,19537,1,529,160
3689,11,16515.7954846765,8.49480542648171e-06,8,0.0925057743478324,15,0.0189226507961511,0.0189226507961502,12,871,7558,12374,16324,18394,29,6,11
5170,20,19616.8493617296,8.64543348203479e-06,13,0.0524217813572257,15,0.0313161716163242,0.0313161716163226,21,1027,8165,13063,16738,18479,1,12,20
23286,27,62886.001257926,8.6689668325329e-06,15,0.0509945942100742,15,0.0285259589886916,0.0285259589886894,28,1040,7838,12847,16830,18670,29,54,27
23607,29,73295.6253414433,8.54700854700855e-06,13,0.0501490722515614,15,0.0190872974967712,0.0190872974967682,30,868,7249,13527,16817,18376,14,43,29
9135,19,53696.9928885196,8.54846982390152e-06,10,0.0639257462634964,15,0.0178789653373773,0.0178789653373755,20,952,7512,13618,16802,18277,88,19,19
79890,5,1075.84435524527,7.58759882847474e-06,5,0.2,16,0.00269451738297977,0.00269451738297913,6,136,3372,10279,14684,17456,14,0,5
5147,12,113293.434541939,7.46848300173269e-06,4,0.0833333333333334,16,0.00165646492638063,0.0016564649263793,13,170,2330,9529,14643,17362,90,0,12
5863,2,11823.4049586777,7.39978836605273e-06,2,0.5,16,0.0012786922283276,0.00127869222832741,3,132,1778,9210,14523,17287,91,0,2
675,49,145030.961449334,8.99757965107386e-06,18,0.0268434707570717,15,0.0716124704706898,0.0716124704706879,50,1586,8900,14812,17431,18723,1,95,49
5888,72,411711.019867027,9.07556313869276e-06,20,0.019686624853428,15,0.0930793653182836,0.0930793653182802,73,1852,9494,15039,17433,18688,1,144,72
11144,4,55.3899534852618,7.54181938850928e-06,4,0.29142204524478,16,0.00275399684341221,0.00275399684341188,5,110,2332,9874,15144,17508,92,3,4
26959,10,20364.7855809498,8.69497169786712e-06,9,0.113366973020684,14,0.0383453642235274,0.0383453642235282,11,1142,7079,12517,16826,18794,93,16,10
26574,21,55636.2493071101,8.71330608972963e-06,17,0.0548737475391303,15,0.067649146902103,0.0676491469021072,22,1443,8222,13058,16926,18583,43,28,21
6256,50,653506.982391116,8.98989535761804e-06,19,0.0297603773674603,15,0.0647738309849743,0.0647738309849714,51,1310,7986,13634,17368,19227,1,158,50
286,7,30395.5565917764,7.63452024674769e-06,4,0.170838923804816,16,0.000807246670401388,0.000807246670400588,8,50,2021,11121,15772,17532,20,1,7
4005,16,23183.9744668186,8.27602188180185e-06,10,0.066071225125297,15,0.0115422056070246,0.0115422056070231,17,447,6247,11790,16090,18223,3,4,16
6886,23,133946.086287443,8.7079189815218e-06,13,0.0558526130628959,14,0.0488050090686314,0.0488050090686308,24,1129,7600,12540,16838,18793,1,46,23
6176,34,21340.1983382793,8.39017678102478e-06,30,0.0516532218527623,15,0.197670502034744,0.197670502034771,35,515,6199,12875,16563,18309,43,414,34
9267,11,48772.1494037119,7.83478015606882e-06,6,0.0909090909090909,15,0.00231248450986275,0.00231248450986155,12,122,3076,10853,15682,17924,94,0,11
6662,10,10546.1517113104,8.60918600146356e-06,7,0.10392276778058,14,0.0191329588026626,0.0191329588026623,11,719,6749,12680,16795,18662,97,3,10
2516,9,35385.5922223635,8.22395473535314e-06,6,0.114490519407355,15,0.0100017164616855,0.0100017164616848,10,350,5317,11547,16019,18437,97,2,9
1191,32,271797.859352583,8.96587587641437e-06,17,0.0334504365385411,15,0.0440254041022322,0.0440254041022298,33,1431,8925,14754,17216,18581,1,27,32
10497,6,1646.55088683546,7.24071016885336e-06,3,0.166666666666667,16,0.00090985305815375,0.000909853058153006,7,63,2103,8596,12749,16799,77,0,6
939,4,23847.4031083688,7.75253895650826e-06,3,0.252880541034054,16,0.00299835585483982,0.00299835585483942,5,179,3587,10914,15581,17530,100,1,4
2280,13,17312.5703239487,8.35470745991829e-06,9,0.0785056403724635,15,0.0153397275912185,0.0153397275912176,14,598,7191,12271,16233,18159,1,2,13
2286,5,1617.26625573458,7.59901516763427e-06,4,0.2,16,0.00235192120108023,0.00235192120107956,6,68,3428,10087,14778,17506,87,0,5
4647,3,136.260291076379,7.34867246231968e-06,3,0.333333333333333,16,0.00151187279145504,0.00151187279145457,4,44,2785,9328,13136,16865,87,0,3
8557,16,61592.1989052177,8.41035819715562e-06,9,0.0712343550567718,15,0.0201746149810459,0.020174614981045,17,671,7268,12395,16354,18290,20,9,16
322,21,129552.208790102,8.46288601338829e-06,10,0.0513959503409676,15,0.0216030465738185,0.0216030465738172,22,1233,7044,12337,16387,18353,101,10,21
10153,13,3843.45581637378,8.66498565944873e-06,11,0.0921429752264669,15,0.0520532335580899,0.0520532335580937,14,981,7684,14376,16984,18348,43,23,13
