gene1,gene2,avgdeg,avgbet,avgclose,avgcore,avgcons,avgecc,avgeigen_cen,avghub_score,avgneighbor1,avgneighbor2,avgneighbor3,avgneighbor4,avgneighbor5,avgneighbor6,avgtriangle,avgcommon_neighbor,comm.detect,shortest_path,cohesion,adhesion
1613,90326,3.5,11656,0,3,0,15.5,0,0,4.5,226,3691,10447.5,15190.5,17691.5,1,3.5,0,4,1,1
1613,1855,10,32677,0,6.5,0,15,0,0,11,468.5,5866,11870,16118.5,18290,6.5,10,0,4,1,1
84444,55920,9,7148,0,8,0,14.5,0,0,10,597,6335,11941,16284.5,18290,7.5,9,0,3,16,16
84444,1870,9,2467.5,0,8,0,15,0,0,10,353,5194,11498,16084.5,18087.5,9.5,9,0,2,36,36
84444,10038,11.5,15165,0,9.5,0,15,0,0,12.5,502.5,5690.5,11866.5,16284,18187.5,8,11.5,0,2,95,96
84444,1969,19.5,32943,0,14.5,0,15,0,0,20.5,1397.5,7370.5,12923,16622,18354.5,24.5,19.5,0,3,13,13
84444,3932,26.5,66047,0,13.5,0,15,0,0,27.5,879,7322,13095,16701.5,18422.5,27.5,26.5,0,2,20,20
84444,2322,9.5,2704,0,8.5,0,15.5,0,0,10.5,347.5,4872,11549.5,16012,17957,8.5,9.5,0,2,20,20
84444,3815,21,54165.5,0,13.5,0,15,0,0,22,573.5,6497,12007.5,16183.5,18189,37,21,0,3,18,18
84444,2475,38,178838,0,14.5,0,15,0,0,39,1231,7726.5,13251.5,16843.5,18519,56.5,38,0,2,27,27
84444,3065,157.5,1808119.5,0,16,0,14.5,0,0,158.5,2194,8462.5,13899.5,17163.5,18976.5,1047.5,157.5,0,3,3,3
91039,142678,4,2941,0,4,0,16,0,0,5,139,3546,10581,14717.5,17651,0.5,4,0,2,20,20
1813,10038,11.5,25760.5,0,7.5,0,15.5,0,0,12.5,379.5,4849.5,11263.5,15708,17957.5,1.5,11.5,0,3,19,19
1813,660,9.5,15814,0,6.5,0,15.5,0,0,10.5,313.5,5094.5,12093,15924.5,18084,1,9.5,0,3,17,17
1813,10013,54,799520,0,13.5,0,15,0,0,55,1678,7512.5,13162,16521.5,18477.5,105.5,54,0,3,19,19
56931,142678,3.5,2894.5,0,3.5,0.5,16,0,0,4.5,96.5,2221,7062.5,12923,16558.5,0.5,3.5,0,4,7,7
56931,1104,7.5,15184.5,0,6,0.5,15,0,0,8.5,1010.5,4378.5,8219,13498,16839,12,7.5,0,3,7,7
1956,6256,210.5,3749329.5,0,20,0,15,0,0,211.5,3325.5,9787.5,14763.5,17735,19331,877.5,210.5,0,2,11,11
1956,5292,193.5,3429221,0,17.5,0,15,0,0,194.5,3393.5,10182.5,15138.5,17682,18994.5,805.5,193.5,0,2,25,27
1956,4683,206.5,3444062,0,20.5,0,14.5,0,0,207.5,3599,10368,15375,17771,19085.5,895,206.5,0,3,1,1
54583,10025,27,25710,0,20.5,0,15,0,0,28,986,7535,13713,17107,18587.5,244.5,27,0,3,4,4
8666,9696,12,34488.5,0,7.5,0.5,16,0,0,13,805.5,4158.5,7379.5,12614,15604.5,59,12,0,4,3,3
1969,51185,31,91090,0,18,0,15,0,0,32,2005,9127,14516,17263,18627.5,47.5,31,0,2,49,52
1969,22983,14.5,30646,0,10.5,0,15.5,0,0,15.5,1345.5,7177.5,12787.5,16454.5,18307.5,18,14.5,0,2,23,24
2064,5292,54,204354,0,16.5,0,15,0,0,55,1998.5,9164,14420,17277.5,18733.5,184.5,54,0,2,25,27
2064,4683,67,219195,0,19.5,0,14.5,0,0,68,2204,9349.5,14656.5,17366.5,18824.5,274,67,0,4,1,1
2064,1021,56.5,206701,0,16,0,15,0,0,57.5,1772.5,8553,13528,17006,18636,202.5,56.5,0,3,2,2
2064,84444,52.5,200050,0,15,0,15,0,0,53.5,1492,7778,13201.5,16779.5,18552.5,184.5,52.5,0,3,6,6
2200,57534,19,82452,0,8,0.5,16.5,0,0,20,959,4655,9915,14432,17371,34,19,0,3,6,6
2261,596,31.5,208581.5,0,12.5,0,15.5,0,0,32.5,1338.5,8277,14218,17053,18447,41.5,31.5,0,2,10,10
2322,10988,3.5,363.5,0,3.5,0.5,16,0,0,4.5,152.5,2878,10271.5,15334.5,17554.5,1.5,3.5,0,2,57,57
2322,80351,9,5372,0,7,0,16,0,0,10,293,4725,11337.5,15782.5,17823,2.5,9,0,3,5,5
2322,3066,89.5,263475,0,13.5,0,15,0,0,90.5,1726.5,6999,13314.5,16736,18500,587,89.5,0,3,3,3
2322,3091,68.5,836857,0,13.5,0,15,0,0,69.5,1977.5,7303.5,13406,16853,18610.5,271,68.5,0,3,3,3
2322,3764,3.5,363.5,0,3.5,0.5,16,0,0,4.5,290.5,3404,10739.5,15373,17615.5,1.5,3.5,0,3,39,39
2322,1022,18.5,27577.5,0,11.5,0,15.5,0,0,19.5,930.5,6299.5,12952.5,16595.5,18255.5,50.5,18.5,0,3,17,17
23360,11177,7.5,37704,0,6.5,0,15.5,0,0,8.5,425.5,4182.5,10539.5,15293,17808.5,6,7.5,0,2,45,45
10272,80176,4.5,3806,0.5,4.5,0.5,8,0,0,5.5,192.5,2732.5,5823.5,8176,9091.5,0.5,4.5,0,2,17,17
10272,864,5,7844,0.5,5,0.5,8,0,0,6,376.5,3788,7136.5,8592.5,9323.5,2.5,5,0,3,17,17
10272,4677,1,0,0.5,1,1,9,0,0,2,13,516.5,4069,7229.5,8548,0,1,0,4,1,1
10272,9341,11,6580.5,0.5,7,0.5,8.5,0,0,12,691.5,3100.5,5796,7798,8966.5,31,11,0,3,39,39
2534,1022,49.5,287869.5,0,17.5,0,15,0,0,50.5,1562.5,9129,14937,17476,18897.5,116.5,49.5,0,3,17,17
8322,1193,2.5,12152.5,0,2,0,16,0,0,3.5,48,981.5,5609.5,12033.5,16075.5,0.5,2.5,0,3,3,3
51343,9696,49.5,347007,0,10.5,0.5,16.5,0,0,50.5,1181,5259.5,8783.5,13100.5,15751,190.5,49.5,0,3,3,3
2767,79707,6,12317,0,5.5,0,15.5,0,0,7,408.5,4554.5,10715,15346,17839.5,8,6,0,3,7,7
2767,23095,10,21316,0,6,0,15.5,0,0,11,363,4733.5,10767.5,15274,17956.5,13,10,0,2,11,11
2769,9636,33.5,99038,0,11,0,15.5,0,0,34.5,1322,5834,11799,15661.5,17816,37.5,33.5,0,3,4,4
2769,80176,5,3820,0,5,0,15.5,0,0,6,207.5,3675,10224.5,15132,17577.5,0.5,5,0,3,13,13
2879,11315,23.5,113940,0,10.5,0,15.5,0,0,24.5,967,5949.5,12662,16486.5,18224.5,39,23.5,0,2,33,33
55142,6093,11.5,26746.5,0,7,0,15.5,0,0,12.5,918.5,5852.5,11479,15674,17962.5,20.5,11.5,0,3,4,4
3065,7297,155.5,1808515.5,0,15,0,14.5,0,0,156.5,2214,8603.5,13884,17090,18994,1042.5,155.5,0,3,27,27
3065,2322,154,1806142.5,0,13.5,0,15,0,0,155,2108.5,7330.5,13502,16909.5,18741.5,1042,154,0,2,20,20
3065,84444,157.5,1808119.5,0,16,0,14.5,0,0,158.5,2194,8462.5,13899.5,17163.5,18976.5,1047.5,157.5,0,2,6,6
3065,1022,166.5,1832993,0,19,0,14.5,0,0,167.5,2777,9890,15302.5,17747,19275,1089.5,166.5,0,3,17,17
3066,1022,102,290325.5,0,19,0,14.5,0,0,103,2395,9558.5,15115,17573.5,19033.5,634.5,102,0,4,11,11
3066,2322,89.5,263475,0,13.5,0,15,0,0,90.5,1726.5,6999,13314.5,16736,18500,587,89.5,0,3,11,11
3066,7297,91,265848,0,15,0,14.5,0,0,92,1832,8272,13696.5,16916.5,18752.5,587.5,91,0,3,11,11
3066,84444,93,265452,0,16,0,14.5,0,0,94,1812,8131,13712,16990,18735,592.5,93,0,4,6,6
8841,7297,55,221175.5,0,15,0,14.5,0,0,56,1612,8032,13247,16820.5,18675,186,55,0,2,27,27
8841,1813,57,231375,0,14,0,15,0,0,58,1469,7050,12659.5,16318,18427.5,184.5,57,0,2,10,10
8841,2322,53.5,218802.5,0,13.5,0,15,0,0,54.5,1506.5,6759,12865,16640,18422.5,185.5,53.5,0,2,20,20
8841,84444,57,220779.5,0,16,0,14.5,0,0,58,1592,7891,13262.5,16894,18657.5,191,57,0,3,6,6
10013,7297,52,789320.5,0,14.5,0,14.5,0,0,53,1821,8494.5,13749.5,17024,18725,107,52,0,2,27,27
10013,1263,50.5,787961.5,0,13,0,14.5,0,0,51.5,1948.5,9080.5,14911,17543,18836,106.5,50.5,0,2,31,31
10013,1813,54,799520,0,13.5,0,15,0,0,55,1678,7512.5,13162,16521.5,18477.5,105.5,54,0,3,10,10
10013,3717,65.5,838162.5,0,19,0,14.5,0,0,66.5,2151.5,9533,14807.5,17471.5,18928,156,65.5,0,2,31,31
55869,3717,18.5,51578.5,0,9.5,0.5,15.5,0,0,19.5,573.5,4568.5,10447,15098.5,17824.5,51,18.5,0,3,32,35
55869,6256,25.5,326753,0,10,0.5,15.5,0,0,26.5,661.5,4380,10248,15275.5,18121.5,79,25.5,0,3,11,11
8924,140775,34,139882.5,0,10.5,0,15.5,0,0,35,970.5,5995,12320.5,15852.5,18141.5,70,34,0,3,3,3
3074,3065,151.5,1805779,0,11,0.5,15,0,0,152.5,2008,6025,12314,16449.5,18510.5,1040.5,151.5,0,4,3,3
3091,4134,69,837431.5,0,14,0,14.5,0,0,70,2419.5,9329.5,14762.5,17538,19095.5,270.5,69,0,2,35,35
3091,2322,68.5,836857,0,13.5,0,15,0,0,69.5,1977.5,7303.5,13406,16853,18610.5,271,68.5,0,2,20,20
3383,80176,8,7402,0,7.5,0,15,0,0,9,384.5,5686,11544.5,16062.5,18104.5,1,8,0,2,17,17
3383,5351,7,4349,0,6.5,0,15.5,0,0,8,557.5,5772,11425.5,15705.5,17946,1.5,7,0,3,12,12
3383,23569,6.5,3641.5,0,6,0,15,0,0,7.5,647.5,6713.5,12880.5,16500,18295.5,3,6.5,0,3,20,20
3383,1969,17,34198.5,0,12.5,0,15,0,0,18,1374,7323,12671.5,16376.5,18272.5,18,17,0,3,13,13
3480,1263,22.5,69263,0,12.5,0,15,0,0,23.5,1737,8565,14383.5,17277.5,18602,40.5,22.5,0,2,27,27
3609,55920,44,193333,0,13,0,14,0,0,45,1756.5,8192,13027,16875.5,18760.5,211.5,44,0,3,16,16
3716,6790,48.5,216224,0,16.5,0,15,0,0,49.5,1641.5,8857,14414,17204.5,18698.5,77.5,48.5,0,2,3,3
3717,142,87,344079,0,19.5,0,14.5,0,0,88,2270.5,9510.5,14778,17423,19002.5,356,87,0,3,3,3
3717,10013,65.5,838162.5,0,19,0,14.5,0,0,66.5,2151.5,9533,14807.5,17471.5,18928,156,65.5,0,4,3,3
3717,1263,21,52956,0,12,0,15,0,0,22,931,7910.5,14135.5,17085.5,18541,52.5,21,0,3,3,3
3717,55869,18.5,51578.5,0,9.5,0.5,15.5,0,0,19.5,573.5,4568.5,10447,15098.5,17824.5,51,18.5,0,3,3,3
