V1,V2
KIF14,MRPS11
KIF14,NCAPD2
KIF14,NSMCE1
KIF14,PELO
KIF14,PPP2R1A
KIF14,RPL28
KIF14,RPL36A
KIF14,SRSF7
KIF14,TCOF1
KIF14,ZNF574
LARS,LEO1
LARS,MASTL
LARS,MCM3AP
LARS,PPP2R1A
LARS,TAF2
LARS,WDR61
LEO1,MARS
LEO1,MASTL
LEO1,MAX
LEO1,NAMPT
LEO1,NAT10
LEO1,NDUFA2
LEO1,NDUFB1
LEO1,NFYC
LEO1,NUDC
LEO1,NUP43
LEO1,NUP54
LEO1,OGFOD1
LEO1,ORAOV1
LEO1,PDCD7
LEO1,PDRG1
LEO1,PFAS
LEO1,PGD
LEO1,PGK1
LEO1,PMF1
LEO1,PNN
LEO1,POLD1
LEO1,POLE2
LEO1,POLR2K
LEO1,PPP2R1A
LEO1,PPP2R2A
LEO1,PPWD1
LEO1,PRIM2
LEO1,PSMB7
LEO1,PSMC1
LEO1,PSMC6
LEO1,PSMD1
LEO1,PSMD12
LEO1,PSMD6
LEO1,RBM17
LEO1,RBM25
LEO1,REXO2
LEO1,RPA3
LEO1,RPL11
LEO1,RPL24
LEO1,RPL27
LEO1,RPL3
LEO1,RPP38
LEO1,RRM1
LEO1,RTF1
LEO1,SDHC
LEO1,SEC22B
LEO1,SLC35A1
LEO1,SLC7A1
LEO1,SLC7A6OS
LEO1,SNAPC1
LEO1,SRP19
LEO1,SRSF7
LEO1,TIPIN
LEO1,TSEN2
LEO1,UBA3
LEO1,UMPS
LEO1,USE1
LEO1,VPS29
LEO1,VPS72
LEO1,WDR61
LEO1,WDR7
LEO1,WDR70
LEO1,XPO1
LEO1,YTHDC1
LEO1,ZNF830
LEO1,ZWINT
LIAS,PTTG1
LIAS,TCOF1
LIAS,ZWINT
LONP1,PITRM1
LUC7L3,PPP2R1A
LUC7L3,SRSF7
LUC7L3,TRNAU1AP
LTN1,POLE
LTN1,SAP18
LTN1,SNAPC1
LTN1,TUBB
LTN1,WDR61
MAPKAP1,MINOS1
MAPKAP1,MINOS1-NBL1
MAPKAP1,MRPL27
MAPKAP1,MRPL36
MAPKAP1,MRPS21
MAPKAP1,MRPS27
MAPKAP1,MRPS5
MAPKAP1,NDUFA8
MAPKAP1,NDUFA9
MAPKAP1,NDUFB1
MAPKAP1,PTCD1
MAPKAP1,RBM17
MAPKAP1,SCO1
MAPKAP1,SKA3
MAPKAP1,SSBP1
MAPKAP1,TIMELESS
MAPKAP1,TIMM9
MARS,PPP2R1A
MARS,TCOF1
MASTL,PTTG1
MASTL,RPL35
MASTL,SGOL1
MASTL,SRSF7
MASTL,TCOF1
MASTL,ZNF574
MASTL,ZWINT
MAX,MBTPS2
MAX,MRPL36
MAX,MTOR
MAX,NDUFA8
MAX,NDUFB2
MAX,SSBP1
MBTPS2,MED9
MBTPS2,NFYC
MBTPS2,NUDC
MBTPS2,PPP2R1A
MBTPS2,RPL30
MBTPS2,RPL35
MBTPS2,RPLP2
MBTPS2,SLC35A1
MBTPS2,TOMM22
MBTPS2,WDR7
MCM3,TIMELESS
MCM3AP,NUP43
MCM3AP,PELO
MCM3AP,PNN
MCM3AP,RPL36A
MCM3AP,SEC22B
MCM3AP,XRN2
MCM3AP,YTHDC1
MCM3AP,ZNF830
MCM4,TIPIN
MED1,MED10
MED1,MED14
MED1,MED23
MED1,MED24
MED1,MED9
MED1,NDUFA8
MED1,NUBP1
MED1,PSMD4
MED1,TAF2
MED1,ZNF574
MED10,POLD3
MED10,TOMM22
MED10,ZNHIT6
MED14,MED24
MED14,MED9
MED14,MINOS1
MED14,MINOS1-NBL1
MED14,MRPS11
MED14,PGK1
MED14,PSMD1
MED14,RBBP8
MED14,RPTOR
MED14,USE1
MED14,USMG5
MED17,MRPS5
MED17,NEMF
MED17,TBC1D31
MED22,MRPL50
MED22,RPL35
MED23,MED9
MED23,MINOS1
MED23,MINOS1-NBL1
MED23,MRPL15
MED23,MRPL39
MED23,MRPL42
MED23,MRPL46
MED23,NDUFB1
MED23,NDUFB2
MED23,NFYC
MED23,PNISR
MED23,POLD1
MED23,POLE
MED23,PPCS
MED23,PSMD6
MED23,RBBP8
MED23,RFC5
MED23,RNGTT
MED23,RPL23
MED23,RPTOR
MED23,SCO1
MED23,SLC35A1
MED23,TIMELESS
MED23,TIPIN
MED23,VPS29
MED24,MED9
MED24,MINOS1
MED24,MINOS1-NBL1
MED24,MRPL22
MED24,MRPL24
MED24,MRPL27
MED24,MRPL33
MED24,MRPL36
MED24,MRPL42
MED24,NDUFA9
MED24,NDUFB1
MED24,NDUFB2
MED24,GATB
MED24,PSMD4
MED24,SEH1L
MED28,NCAPD2
MED28,PSMD1
MED9,METAP2
METAP2,PAXBP1
METAP2,PDCD7
METAP2,PMF1
METAP2,PPWD1
METAP2,RPL36A
METAP2,SCYL1
METAP2,SNRPC
METAP2,SNRPG
METAP2,VPS72
METAP2,WDR7
METAP2,ZMAT5
METAP2,ZWINT
METTL17,PSMC1
METTL17,RAE1
MFAP1,MRPL22
MFAP1,MTBP
MFAP1,NUP43
MFAP1,NUTF2
MFAP1,PITRM1
MFAP1,SF3B1
MFAP1,TBC1D31
MFAP1,TIMELESS
MFAP1,ZNF574
MFAP1,ZNF830
MINOS1,OPA1
MINOS1,PITRM1
MINOS1,RAE1
MINOS1-NBL1,PITRM1
MINOS1-NBL1,VPS29
MPHOSPH6,PAFAH1B1
MPHOSPH6,SKIV2L2
MPHOSPH6,XRN2
MPHOSPH6,ZCCHC9
MRPL57,PGK1
MRPL57,PSMC1
MRPL57,PSMD1
MRPL57,PSMD4
MRPL57,PSMD6
MRPL57,SKA3
MRPL57,TAZ
MRPL10,PGK1
MRPL10,PSMD12
MRPL10,TAZ
MRPL10,ZNF830
MRPL11,PRMT5
MRPL13,MTBP
MRPL13,MTOR
MRPL13,PPP2R1A
MRPL15,PPP2R1A
MRPL15,PSMD4
MRPL16,PSMD1
MRPL16,TAZ
MRPL19,MTOR
MRPL19,PGD
MRPL19,PMF1
MRPL22,PDCD7
MRPL22,PGD
MRPL22,PGK1
MRPL22,PMPCB
MRPL22,POLN
MRPL22,PSMB7
MRPL22,PSMC1
MRPL22,PSMD12
MRPL22,PSMD4
MRPL22,PSMD6
MRPL22,PTTG1
MRPL22,RNGTT
MRPL22,RPL10
MRPL22,RPL27
MRPL22,RPL5
MRPL22,SEC22B
MRPL22,SEH1L
MRPL22,SNAPC1
MRPL22,SRP19
MRPL22,SYVN1
MRPL22,TAZ
MRPL27,PSMB6
MRPL27,TAF2
MRPL27,TIMELESS
MRPL32,TIMELESS
MRPL32,TUBB
MRPL33,MRPS5
MRPL33,PGK1
MRPL33,PSMB6
MRPL36,TAZ
MRPL36,TIMELESS
MRPL37,PGK1
MRPL42,PGK1
MRPL42,ROMO1
MRPL42,SRSF7
MRPL43,PMF1
MRPL43,PSMD4
MRPL43,TAZ
MRPL46,PSMD1
MRPL50,TIMELESS
MRPS10,ROMO1
MRPS11,PGD
MRPS11,PGK1
MRPS11,PSMB6
MRPS11,PSMC6
MRPS11,TAF2
MRPS14,TAZ
MRPS16,PITRM1
MRPS16,ZNF830
MRPS21,PGK1
MRPS21,PSMC1
MRPS25,PSMD1
MRPS28,SNRPG
MRPS30,PGK1
MRPS35,PGD
MRPS5,MTOR
MRPS5,PITRM1
MRPS5,PPP2R1A
MRPS5,PSMC1
MRPS5,PSMD1
MRPS5,PSMD12
MRPS5,SNRPG
MRPS5,TAF2
MRPS5,TAZ
MRPS5,VPS29
MRPS5,ZNF598
MTBP,NDUFB1
MTBP,PWP1
MTBP,ROMO1
MTBP,RPL35
MTBP,RRM1
MTBP,XRN2
MTHFD2,RAE1
MTOR,NDUFA8
MTOR,NDUFA9
MTOR,NDUFB2
MTOR,SSB
MTOR,TMEM261
MTPAP,PGK1
MZT1,NDUFB1
MZT1,PAFAH1B1
MZT1,PPP2R1A
MZT1,SSB
MZT1,VPS72
NAA25,TAF2
NAA50,NUBP1
NAA50,SGOL1
NAA50,SKA3
NAA50,TIMELESS
NAA50,TIPIN
NCAPD2,NSMCE1
NCAPD2,PTTG1
NCAPD2,USE1
NCBP1,NUDC
NCBP1,XRN2
NCBP1,ZNF574
NDUFA2,WDR61
NDUFA8,PGK1
NDUFA8,PSMC1
NDUFA8,PSMC6
NDUFA8,PSMD1
NDUFA8,PSMD6
NDUFA8,RPTOR
NDUFA9,NUBP1
NDUFA9,PGK1
NDUFA9,WDR61
NDUFA9,XPO1
NDUFB1,PGK1
NDUFB1,PPP2R1A
NDUFB1,PSMD12
NDUFB1,PSMD4
NDUFB1,RPL23
NDUFB1,TAZ
NDUFB1,WDR61
NDUFB2,NUP54
NDUFB2,PGK1
NDUFB2,PSMC6
NDUFB2,PSMD4
NEMF,PAFAH1B1
NEMF,PSMD4
NEMF,RAE1
NEMF,RPL30
NEMF,SNRPG
NFYC,NUP54
NFYC,PMF1
NFYC,PTTG1
NFYC,TUBB
NFYC,WDR61
NFYC,ZNF830
NIP7,TUBB
NOC2L,PTTG1
NOL8,VPS72
NOL9,XRN2
NOLC1,TCOF1
NOLC1,XRN2
NOLC1,ZNHIT6
NOP58,UBA2
NOP58,ZNHIT6
NSMCE1,PTTG1
NSMCE1,UBA2
NSMCE1,VPS4A
NUBP1,ORAOV1
NUBP1,POLE
NUBP1,PPAT
NUBP1,TAF2
NUBP1,TIMELESS
NUBP1,UBA2
NUDC,NUP43
NUDC,POLR2K
NUDC,SCYL1
NUDC,SLC35A1
NUDC,SLC39A9
NUDC,WDR61
NUDC,WDR7
NUP43,NUP54
NUP43,NUP85
NUP43,PELO
NUP43,PPP2R1A
NUP43,RAD51
NUP43,RTF1
NUP43,SEH1L
NUP43,SGOL1
NUP43,SRSF7
NUP43,TIMELESS
NUP43,TRA2B
NUP43,WDR61
NUP43,YTHDC1
NUP54,PELO
NUP54,RAE1
NUP54,RNGTT
NUP54,SGOL1
NUP54,TIMELESS
NUP54,TMEM261
NUP54,VPS29
NUP54,WDR61
NUP85,PELO
NUP85,PPP2R1A
NUP85,TRA2B
NUP85,YTHDC1
NUTF2,PGK1
NUTF2,TAF2
NUTF2,TRA2B
NUTF2,ZNF574
NUTF2,ZNF598
OGFOD1,RPL10
OGFOD1,TCOF1
OGFOD1,WDR61
OPA1,PITRM1
OPA1,ROMO1
OPA1,TAZ
OPA1,TIMM22
OPA1,TIMM23B
OPA1,TMEM261
ORAOV1,RPL36A
ORAOV1,WDR61
PAFAH1B1,PPP2R1A
PAFAH1B1,RPL28
PAFAH1B1,RPL36A
PAFAH1B1,SDHC
PAFAH1B1,SGOL1
PAFAH1B1,SKA3
PAFAH1B1,TCOF1
PAFAH1B1,VPS72
PAFAH1B1,ZNF574
PAXBP1,TRA2B
PDRG1,WDR61
PDSS2,SNRPG
PDSS2,TIMELESS
PELO,PNN
PELO,POLN
PELO,POLR2B
PELO,PPP2R2A
PELO,PSMD1
PELO,PWP1
PELO,RPL27
PELO,RPL3
PELO,RPL36A
PELO,RPLP1
PELO,RTF1
PELO,SKA3
PELO,SKIV2L
PELO,TRNAU1AP
PELO,TUBGCP4
PELO,UBA3
PELO,WDR61
PELO,WDR77
PELO,ZNF574
GATB,PMPCB
GATB,PSMC1
GATB,PSMC6
GATB,PSMD12
GATB,SNRPG
PGD,SDHC
PGK1,SSBP1
PGK1,TMEM261
PGK1,WDR61
PITRM1,PMPCB
PITRM1,ROMO1
PITRM1,TIMM22
PMF1,TAF2
PMF1,WDR61
PMF1,ZWINT
PNISR,UBA2
PNISR,WDR7
PNN,SKA3
POLA1,RPL36A
POLA1,UBA2
POLD1,TAF2
POLD3,TAF2
POLD3,TIMELESS
POLE,RPL36A
POLE,TIMELESS
POLE2,SSB
POLE2,TIMELESS
POLE2,TIPIN
POLE2,UBA2
POLN,PPP2R1A
POLN,WDR61
POLR2B,TCOF1
POLR3A,PPP2R1A
PPCS,RPL36A
PPCS,TCOF1
PPIE,PSMD1
PPIE,WDR70
PPIE,ZNF830
PPP2R1A,PSMD6
PPP2R1A,RTF1
PPP2R1A,SEC22B
PPP2R1A,SGOL1
PPP2R1A,SKA3
PPP2R1A,SNIP1
PPP2R1A,SNRPB
PPP2R1A,SNRPG
PPP2R1A,TAF1
PPP2R1A,TAF2
PPP2R1A,TIMELESS
PPP2R1A,UBA3
PPP2R1A,USE1
PPP2R1A,WDR7
PPP2R1A,YTHDC1
PPP2R1A,ZNF511
PPWD1,PSMD1
PPWD1,SRSF7
PRIM2,TRA2B
PRIM2,UBA2
PRIM2,XRN2
PRMT5,UBA2
PRMT5,ZNHIT6
PSMB6,PSMD1
PSMB6,TCOF1
PSMB7,RAE1
PSMC1,TAF2
PSMC2,TAF2
PSMD1,RPL27
PSMD1,RTF1
PSMD1,SCYL1
PSMD1,SYVN1
PSMD1,UBA2
PSMD1,VPS4A
PSMD1,VPS72
PSMD1,WDR61
PSMD1,XPO1
PSMD12,TMEM261
PSMD12,TUBB
PSMD12,ZNF598
PSMD4,SNAPC1
PSMD4,SSBP1
PSMD6,TAF2
PSMD6,VPS29
PSPH,VPS72
PSPH,WDR61
PSPH,ZMAT5
PTTG1,RAD51
PTTG1,RPL24
PTTG1,RPL28
PTTG1,RPL32
PTTG1,RTF1
PTTG1,SRSF7
PTTG1,UBA2
PTTG1,ZNF830
PWP1,RPL23
PWP1,RPL28
PWP1,TCOF1
QARS,SRSF7
QARS,WDR61
RBBP8,RPL32
RBBP8,TIMELESS
RBBP8,TIPIN
RBBP8,UBA2
RBM17,TIMELESS
RBM17,WDR61
RBM17,XRN2
RBM25,VPS72
RBM25,WDR61
RBM25,ZNF574
REXO2,TIMELESS
REXO2,XRN2
RFC4,UBA2
RINT1,SEC22B
RINT1,TAF2
RINT1,VPS4A
RINT1,WDR61
RNGTT,TAF2
RNGTT,TCOF1
RNGTT,ZNF574
ROMO1,RPL23
ROMO1,SKA3
ROMO1,SSBP1
ROMO1,TAZ
RPA3,RPL36A
RPA3,TCOF1
RPA3,TIPIN
RPF2,RPL28
RPL10,ZNF574
RPL24,WDR61
RPL27,TCOF1
RPL28,TCOF1
RPL28,ZNF830
RPL30,WDR7
RPL35,RPS27A
RPL35,SGOL1
RPL36A,SLC7A1
RPL36A,SRSF7
RPL36A,TUBB
RPL36A,TUBGCP4
RPL36A,WDR70
RPL5,TAF2
RPP38,SSB
RPS18,UBA2
RPS27A,UBA2
RTF1,SEC22B
RTF1,USE1
RTF1,VPS4A
SAP18,SKA3
SAP18,SLC35A1
SAP18,TUBGCP3
SAP18,YTHDC1
SCYL1,SF3B1
SCYL1,SLC35A1
SCYL1,SYVN1
SCYL1,TRPM7
SCYL1,USE1
SCYL1,VPS4A
SCYL1,WDR7
SDHC,UBA2
SDHC,ZNF598
SEC22B,TAF2
SEC22B,VPS4A
SEC22B,WDR61
SEC22B,WDR7
SEH1L,VPS29
SFXN1,XPO1
SGOL1,SKA3
SGOL1,SRFBP1
SGOL1,TBC1D31
SGOL1,TIMELESS
SGOL1,ZMAT5
SGOL1,ZNF574
SKA3,SPDL1
SKA3,SRFBP1
SKA3,SRSF7
SKA3,TAZ
SKA3,TIMELESS
SKA3,TRA2B
SKA3,TRNAU1AP
SKA3,TUBB
SKA3,ZNF574
SKA3,ZWINT
SKIV2L2,XRN2
SLC35A1,VPS72
SLC35A1,WDR61
SLC39A9,VPS72
SLC39A9,ZNF574
SMC5,UBA2
SNAPC1,SSBP1
SNIP1,ZNF574
SNRNP200,WDR61
SNRPB,SNRPD3
SNRPB,TUBB
SNRPB,UBA2
SNRPC,UBA2
SPDL1,TRA2B
SPDL1,WDR61
SRFBP1,ZNHIT6
SRP19,VPS72
SRSF7,TRA2B
SRSF7,WDR61
SRSF7,XRN2
SRSF7,YTHDC1
SSB,TIMELESS
SSB,TUBGCP3
SSBP1,TAZ
SSBP1,TIMM23B
STXBP4,TIMELESS
TAF1A,TCOF1
TAF2,TIPIN
TAF2,UBA2
TAF2,USE1
TAF2,WDR61
TAF2,WDR77
TAF2,XPO1
TAF2,ZWINT
TAZ,TIMM23B
TAZ,USMG5
TCOF1,TIMELESS
TCOF1,ZNRD1
TIMELESS,TIPIN
TIMELESS,TRRAP
TIMELESS,TSEN2
TIMELESS,WDR77
TIPIN,ZWINT
TMEM261,TOMM22
TMEM261,XPO1
TRA2B,VPS4A
TRA2B,XRN2
TRRAP,VPS72
TUBB,ZNF574
TUBGCP3,XRN2
UBA2,ZCCHC9
USE1,VPS4A
USE1,WDR61
USE1,WDR7
VPS29,WDR61
VPS4A,ZNF574
VPS72,WDR7
VPS72,YTHDC1
WDR61,WDR7
WDR61,YTHDC1
BRD4,KMT2A
BMI1,HDAC2
BMI1,KDM1B
ING3,BMI1
BRD4,KDM6A
BRD4,PHF2
BMI1,PRMT6
ING3,KDM5A
KDM5B,KMT2A
BRD4,KDM4C
KDM6B,KDM3A
ING3,KDM6A
BMI1,NSD1
BMI1,MBD2
BMI1,KDM1A
KDM3A,PRMT5
BRD4,EP300
BMI1,KDM3A
BRD4,KDM6B
PHF8,KDM1A
KDM6A,HDAC2
PRMT5,HDAC1
PHF8,PRMT5
BRD4,EZH2
PRMT5,EZH1
KDM6A,KDM5A
BRD4,KDM2B
KDM6B,PRMT5
KDM1A,PRMT5
PRMT5,EP300
BRD4,PRMT5
KDM5D,KMT2A
PHF2,PRMT5
PRMT5,DNMT1
KDM6A,KDM5C
BMI1,KDM6A
KDM4A,PRMT5
PRMT6,PRMT5
KDM2B,PRMT5
KDM6B,KMT2A
BRD4,BMI1
KDM5A,NSD1
BRD4,KDM3A
KDM6B,PRMT7
BRD3,KDM4C
KDM4C,PRMT5
KDM3B,PRMT5
PRMT5,MBD1
EP300,MBD1
ING3,BRD4
KDM1A,HDAC2
PRMT5,CARM1
PAF1,SMARCD3
MED14,MED17
RBBP4,RBBP7
ACTR8,SUZ12
CBX2,ELP3
EP400,MEN1
CXXC1,GEMIN5
CNOT3,KDM1A
MED8,WDR5
INTS9,MTA1
BRD7,GEMIN5
INO80D,MED15
EPC1,KAT5
EP400,KDM1A
BRD9,INO80
INTS9,MED17
CBX2,MCM2
MED14,MED4
KMT2A,MED17
ACTL6A,WDR5
ACTR8,HDAC1
CNOT3,EPC1
ELP3,SMARCB1
EED,MED14
MED12,MED6
BRD9,INO80E
ACTL6A,THAP3
SETD1A,SUZ12
MBD2,PAF1
SRCAP,THOC2
SAP30,SETD1B
ARID1A,RTF1
HCFC1,SMARCB1
DPY30,PHC1
MCM2,MTA1
ACTR8,THOC1
ARID1A,RBBP7
INTS9,SAP30
ELP3,KMT2D
MED17,THOC1
PAF1,PHC3
HDAC1,MED8
BRD9,THAP3
EP400,HCFC1
MED12,SRCAP
MBD2,MRGBP
ACTL6A,BRD7
KMT2A,WDR82
INO80C,INTS9
ACTL6A,CXXC1
SETD1A,SMARCD3
KAT5,SAP30
CBX8,INTS9
BRD9,WDR5
MBD2,MED14
CNOT1,MCM2
ARID1A,RUVBL1
CBX2,GEMIN5
MED15,SRCAP
EP400,MCM2
ACTL6A,MED4
GEMIN5,SETD1B
EP400,PBRM1
GEMIN5,SRCAP
PHC3,SAP30
CTR9,MED15
ACTR8,KMT2A
BRD7,PBRM1
PAF1,PHC1
SMARCD3,TRRAP
HCFC1,RBBP7
RUVBL1,SMARCD3
CBX8,RTF1
SMARCB1,WDR5
GEMIN5,MED4
KDM1A,MBD2
RTF1,WDR5
SRCAP,TRRAP
GEMIN5,THAP3
INTS9,MED23
PHC1,SRCAP
CBX8,ELP3
CNOT3,DPY30
ELP3,SMARCD2
ELP3,EPC1
INTS9,MBD2
MED4,THOC1
SMARCB1,SRCAP
PHC2,THAP3
INO80,MEN1
CBX8,MEN1
DPY30,SETD1B
RTF1,SETD1B
ELP3,SRCAP
PIM1,PIM2
AKT1,AKT2
ATM,PRKDC
ALAD,GPI
BCL2L1,MCL1
CDK12,KSR1
PRKDC,TSPO
MAP3K10,POMC
AOC3,NAGK
NPEPPS,TK1
CIT,STMN1
CYP4F12,RPS6KA4
DBH,TK1
CDC25A,PIK3CG
DCXR,TK1
GPI,NDUFB1
HMGA1,PRKDC
CYP4F12,PTK6
CIT,PIK3CG
BRD2,CARM1
LCK,MAPK12
APEX1,PRKDC
LCK,PIK3C2B
LARS2,PRKAA1
MMP25,PIK3R2
DMPK,MAP2K7
GPX1,NAGK
CDC25A,OXT
HMGA1,TYK2
AANAT,TOP1
CYP4F12,GPX1
APEX1,ATM
AMHR2,LCK
CARM1,FABP4
CDC25A,HMGA1
CDC25A,PRKDC
NOS2,NT5M
CAMK2G,CYP4F12
BCL2L1,TYK2
LIG1,NAMPT
DBH,SSTR5
MAP2K7,PTGIR
APEX1,PARP1
LCK,MAP3K8
BCAT2,MMP25
CDKN1A,RPS6KA2
CDKN1A,TOP1
ATM,MAP3K4
MCL1,PRKAR1A
GPX1,OXT
ACVRL1,AMHR2
ITGB7,LCK
CAMK2G,MAPKAPK2
BCL2L2,CDC25A
BCKDK,MAP3K4
ALPL,MAPKAPK2
BCL2L1,SLC16A5
APEX1,BRCA2
CD22,TYK2
MAP3K10,SLC5A5
GPI,MAP2K2
CKM,MAP2K7
CAMK2G,LCK
CD22,FABP4
DOT1L,MCL1
ATR,MST1R
FGFR3,MAP3K4
CDC25A,ERBB2
CIT,CYP4F12
CDC25A,RELA
MAPK12,OXT
CAMK2G,PTPRE
LTC4S,PRKDC
HCRTR1,NPR1
CD22,PRKAA1
DOT1L,MST1R
EDA,PRKDC
DCK,PRKDC
LIG1,PARP1
PRSS8,SRC
AMHR2,CIT
NPR2,SLC5A5
GPI,PIK3CG
FABP4,SLC16A8
CRYBB1,PLA2G4C
AOC3,PIK3C2B
ERBB2,PRKDC
PRKDC,RPS6KA2
DBH,PIK3CD
CDC25A,PRKCD
DDR2,TK1
BCL2L1,DOT1L
AOC3,NDUFA4L2
MAPKAPK2,SPHK2
TK1,TSPO
MAP2K7,PRODH
EPHA2,PKLR
MAPKAPK2,PTP4A3
MAPK12,PKLR
CDC25A,FGFR3
LCK,MAP2K7
MAP3K10,MAPK12
EPHB4,PTPRJ
DBH,TPSAB1
AXL,FN3K
DDR1,TK1
CDC25B,PIK3CB
CAMK2G,ERBB2
MMP25,PRKCZ
NOS2,POMC
PRKAA1,RPS6KA2
PTPRJ,RELA
BCAT2,PRKDC
IGF1R,PIK3CD
BCAT2,PTK6
AOC3,PIK3CD
PLA2G2E,TST
MMP14,NPR1
BCAT2,POMC
CDC25B,PRKDC
ACVR1,ATM
PIK3CG,PTP4A3
BRCA2,PKLR
AGPAT1,TSPO
AMHR2,MAPK12
CAMK2G,PRSS8
P2RY6,PTPRJ
CSNK1G2,MAP3K10
GPX1,SRC
CDC25B,PRKCD
PFKFB1,PRKAA1
CAMK2G,GPX1
ADRBK1,ALAD
NAMPT,XPO1
MAPK12,PRKAR1A
PTPRZ1,SLC16A5
GCK,ITGB7
PRODH,TST
BCL2L1,TOP1
ITGB7,OXT
CDC25A,SRC
AOC3,PIK3R2
CDC25A,PIM1
CHD1,CKM
GPX1,TSPO
GPI,PTK6
CYP4F12,MAP3K10
CYP4F12,KCNQ4
ITGB7,MAP2K7
ALPL,PIK3C2B
CHD1,DMPK
EHMT2,NOS2
CRYBB1,LCK
CYP4F12,STMN1
CHD1,TK1
CNTFR,RPS6KA4
BCL2L1,BCL2L2
BCKDK,IL12A
ALPL,RPS6KA2
LCK,MASP2
BRCA2,SPHK2
PRKAR1A,TK1
CIT,NPEPPS
NT5M,PIK3CD
AXL,CSF3R
EPHB2,OXT
CRYBB1,LIG1
CDK12,ERBB2
HMGA1,OXT
AOC3,SLC16A8
BCAT2,PRODH
GPX1,PRKCZ
BCL2L2,MAP3K8
DDR1,MAP3K10
FABP4,PTGIR
AANAT,SSTR5
EPHB4,PRKCZ
CARM1,MAP2K2
MAP3K10,PRKCZ
BCL2L1,CDK2
DDR2,PTP4A3
ADRBK1,PTPRJ
BCKDK,PRKCD
CSF3R,HMGA1
P2RY6,TPSAB1
BCAT2,CSK
CD22,JAK3
KCNA3,NPY4R
MAP2K5,PIK3CG
BRCA2,TYK2
BCAT2,LTC4S
NAMPT,PTPRJ
AOC1,PFKFB1
LCK,PTK6
CHD1,PIK3CG
GMPS,SPHK1
IGF1R,MAPK12
CAMK2G,SLC5A5
NPEPPS,PTP4A3
ITGA6,POMC
NPR1,TXN
DDR2,TST
ERBB2,GPX1
DCXR,FGFR3
GPX1,LARS2
BRD2,CDK5
CDK2,MAP2K5
CYP4F12,FABP4
PIK3CA,PRKCA
MST1R,PRKCA
HCRTR1,PIK3C2B
AANAT,P2RY6
ALAD,HMGCR
NOS2,PIM1
ACVR1,PIK3CG
BIRC5,MAP3K3
ERBB2,FGFR3
GPI,LTC4S
ALPL,CDC25A
IL12A,PIK3CG
CARM1,CIT
BIRC5,FN3K
CSF3R,GCK
BRD2,FGFR3
CSNK1G2,FABP4
NAGK,PIK3CG
CDC25A,SLC16A8
ERBB2,TK1
PPP1CC,TYK2
DMPK,PTK6
CDC25A,EHMT2
EHMT2,NAGK
ERBB3,PRSS8
IGF1R,TAOK2
GHSR,KSR1
CDK12,CDK8
ADRBK1,MASP2
CD22,LIG1
PRKDC,SSTR4
MAPK3,MMP25
FABP4,MST1R
FABP4,PIK3C2B
PRKCD,SPHK1
CAMK2G,PRKCD
AOC1,CSK
ACVR1,CIT
ACY1,CIT
AKT2,HMGCR
CAMK2G,MAP3K8
CDK12,NTRK1
NR5A1,STMN1
CYP4F12,MAPK12
DCXR,PRKDC
FABP4,TYK2
MAP3K8,TYK2
GPX1,TK1
CKM,XIAP
BCL2L1,EPHB2
HMGA1,KCNQ4
FABP4,MAP2K7
ACVRL1,CDK12
MAP4K1,SPHK1
EHMT2,GPX1
CSNK1G2,CYP4F12
NR5A1,P2RY6
CAMK1G,PIK3CA
CHD1,PTK6
KCNQ4,NT5M
AKT2,CDK12
LCK,NOS2
LTC4S,PRKCD
AGPAT1,KSR1
CAMK2G,STMN1
PIM1,TAOK2
AXL,MAP2K7
AOC3,CYP11B2
BIRC5,MASP2
ATM,TPSAB1
CIT,ERBB4
BCAT2,FABP4
PIK3CD,PTPRZ1
CYP11B2,HMGA1
DCXR,PRKAB1
CSK,MAP2K2
CYP11B2,SSTR5
MAP4K1,RPS6KA4
AMHR2,PRKCZ
CARM1,PIK3C2B
CRYBB1,PTK6
LARS2,PIK3CD
BIRC5,CRYBB1
AOC3,TYK2
CDC25B,DDR2
BRD2,CYP4F12
CYP4F12,MMP25
CDK5,HMGA1
ACY1,GMPS
CDC25A,HCRT
BIRC5,DCK
AOC3,SSTR5
CDC25A,CSNK1G2
ERBB2,PIK3CB
CDC25B,PFKFB4
GRM2,PIK3CD
EPHB2,GPX1
CAMK2B,CD22
CDC25A,PRKAA1
ERBB3,PRODH
JAK3,NAMPT
CAMK2G,SKP2
BIRC5,PIK3C2B
GPX1,TYK2
MAP2K5,PPP1CC
FN3K,NPR1
MAP2K7,MAP3K10
BRCA2,TPSAB1
HMGCR,PFKFB1
BCL2L1,BRD2
FGFR3,OXT
HMGCR,TST
KSR1,MAP2K2
FGFR3,PRKAR1A
AMHR2,CDC25B
CDKN1A,CSF3R
GMPS,MAPK3
BSG,CDK12
CD22,STMN1
ERBB3,PPP1CC
CSF3R,DMPK
CHD1,PIM2
CDC25A,FABP4
ALK,NAGK
GPI,PRKCZ
FABP4,PRKAR1A
DCXR,PTPRE
CDKN1A,MAP2K7
OXT,TSPO
MAP2K2,PIK3CB
MAP3K10,TSPO
ACVRL1,CIT
GRM2,LARS2
DMPK,TST
FN3K,PRKCA
MAP3K10,PIK3R2
CHD1,POMC
CDC25A,CDKN1A
CYP11B2,MAP3K10
MAP3K4,PIK3CB
HMGCR,PRKAA1
