V1,V2
NTRK1,SLC5A5
NDUFA4,PLA2G4C
CDK2,MAP3K5
EPHB4,INPP1
MAPK8IP1,TSPO
CASK,NPEPPS
PIK3CB,PIM1
AKT2,PRKDC
CDC25B,GRIK5
CYP26A1,ILK
CNTFR,STMN1
ATR,PLA2G4C
ALPL,NDUFB1
CAMK1D,OXT
CAMK1D,NDUFA4L2
CSK,ILK
AOC1,NT5M
ERBB2,GRIK5
DCK,MAP2K2
CAMK1G,EPHA2
ALPL,MAP4K1
MAP3K5,PRKAR1A
EDA,ERBB4
APEX1,DOT1L
PTK6,RET
DAPK3,NT5M
MAP3K5,P2RY6
HCK,PNMT
ACY1,PIK3CA
MMP14,NOS2
EPHB2,PLA2G4C
PFKFB4,TST
BCL2L1,CKM
MCAT,PRSS8
GPI,LIG1
CHD1,EDA
EPHA2,INPP1
CSF1R,EPRS
BCL2L1,MST1R
DOT1L,NTRK1
MST1R,PFKFB4
PNMT,UCK2
MST1R,NPY4R
ALK,NPY4R
JAK3,NR5A1
CAMK1G,MAP2K5
CAMK1D,KCNQ4
GRIK5,SKP2
LARS2,PFKFB1
CAMK2A,IGF1R
NDUFB1,PTGIR
EPHB2,PLA2G2E
AMHR2,GRM2
CAMK1G,KSR1
CDK5,IGF1R
CDC25B,IGF1R
ALPL,EDA
CD22,PIK3CA
PIM2,PLA2G4C
CDC25B,INPP1
ALAD,SKP2
CYP4F12,PARP1
ILK,NPR2
CHD1,PRSS8
BRD2,LIG1
NDUFA4L2,PDK2
CIT,EDA
BRCA2,NPR2
ALK,LARS2
ERBB3,NDUFA4L2
PRKAR1A,SPHK2
LARS2,NTRK1
EDA,PIM1
BCL2L2,INPP1
DOT1L,NR5A1
DNMT1,NDUFA4L2
PFKFB4,PRKDC
NDUFB1,PDK2
NPY4R,TPSAB1
ERBB4,GRM2
CHD1,PRKDC
INPP1,NOS2
ILK,UCK2
CKM,INPP1
ATM,PIM1
CSF1R,NOS2
ALAD,PRKAA1
LARS2,XIAP
CA9,CNTFR
AKT2,NTRK1
GALK1,ILK
ERBB3,NPY4R
JAK3,NPY4R
LTB4R,NR5A1
PNMT,RELA
BRCA2,NPY4R
CSF1R,KCNQ4
CDK5,PIK3CA
NOS2,RPS6KA2
ALAD,NDUFB1
ALAD,CARM1
BSG,GPI
BRD2,LARS2
CNTFR,NPR2
CA9,NPR2
MTF2,UBE2M
NCOR1,TRAPPC2L
BAZ1A,DCAF7
DEPDC5,SLC39A7
FUT8,HNRNPD
DCAF7,TSC2
BAZ1A,TRAPPC10
CBL,TRAPPC2L
MAN2A1,VPS53
EP300,SLC30A5
B4GALT1,SLC39A3
B3GNT2,EED
UBE2M,VPS53
TBL1XR1,UBE2M
CARM1,RICTOR
TRAPPC11,TRAPPC2L
B4GALT3,SEC24A
SEC23IP,TRAPPC10
ARL5B,TRAPPC5
CUL4A,RICTOR
ARL5B,CHRAC1
HMGCR,TBL1XR1
DAZAP1,SEC24C
ARL5B,BAZ1A
NCOR1,RICTOR
ARF1,UBE2J1
SEC31A,UBE2M
CAND1,IGF2BP1
ARF1,SLC39A7
HNRNPD,RICTOR
HDAC8,TRAPPC12
SEC31A,TRAPPC12
ARIH2,BAZ1A
DAZAP1,UBE2M
IGF2R,MOGS
ARFGAP2,IGF2BP1
EED,HNRNPD
ARF1,GCNT2
FUT8,NCOR1
CUL5,EZH2
B3GNT2,SLC39A3
B3GNT2,TCF3
CUL5,TRAPPC2
ARL5A,TCF3
RAB5C,RICTOR
TSC1,VPS53
TBL1XR1,TRAPPC2L
RAB1B,SLC39A9
MOGS,SLC30A5
IGF1R,TRAPPC11
GCNT2,TRAPPC2
MAN2A1,VPS45
FUT8,TRAPPC5
B4GALT1,TRAPPC2
ARIH2,VPS45
ARF1,ARIH2
DAZAP1,MAN1A1
CBL,NPRL2
NPRL2,VPS53
CAND1,VPS51
CARM1,TSC2
HSP90AB1,PTEN
SLC30A5,TCF3
B3GNT2,IGF2BP1
FUT8,RABGEF1
BAZ1A,RAB2A
DCAF7,SEC24C
IGF2BP1,TSC2
CHRAC1,RAB1B
ARIH2,EZH2
DEPDC5,HNRNPD
BMI1,GCNT2
RAB5C,TRAPPC5
BMI1,SEC24B
HMGCR,TRAPPC5
FUT8,RICTOR
BAZ1A,NCOR1
RABGEF1,VPS45
B3GNT2,UBE2M
CUL5,SEC23IP
HSP90AB1,MTF2
CUL5,UBE2J1
SEC24B,TSC1
ARL5B,RABGEF1
CUL5,IGF2R
SEC31A,TRAPPC10
NPRL3,RABGEF1
CHRAC1,SAR1A
ARL5A,HDAC8
B3GNT2,TRAPPC5
B4GALT1,EP300
B4GALT3,DCAF7
MTF2,TRAPPC2
MAN1A1,VPS51
MOGS,PTEN
IGF2R,SLC30A5
SLC39A7,UBE2M
ARFGAP2,FUT8
EED,SEC23B
CAND1,TSC2
EP300,VPS45
SEC24B,TRAPPC9
RABGEF1,TRAPPC2
MTF2,VPS53
EP300,RAB2A
TRAPPC13,VPS53
CARM1,EED
SAR1A,SLC39A3
SEC31A,TSC1
RAB2A,TRAPPC11
CTBP1,MAN2A1
ARIH2,DAZAP1
CAND1,UBE2J1
NCOR1,VPS53
CARM1,POLE3
TRAPPC5,UBE2J1
MTF2,SLC39A9
HDAC8,RAB1B
B3GNT2,TRAPPC2L
RAB2A,TRAPPC2
RICTOR,SEC24B
GCNT2,SEC31A
CARM1,NPRL2
DAZAP1,RAB2A
POLE3,UBE2J1
RABGEF1,SLC30A5
DEPDC5,VPS53
FUT8,SEC24C
CHRAC1,POLE3
ARF1,POLE3
KHSRP,SAR1A
CUL5,SAR1A
CARM1,SEC31A
RAB1B,TRAPPC11
B4GALT1,TBL1XR1
NPRL3,SEC23IP
CHRAC1,TBL1XR1
CHRAC1,HSP90AB1
IGF2BP1,VPS51
BMI1,MAN1B1
MAN1B1,SLC39A3
HMGCR,VPS51
CUL4A,SLC39A7
IGF2BP1,MOGS
CTBP1,UBE2J1
CUL5,TRAPPC5
POLE3,SEC24A
MTF2,TRAPPC5
HMGCR,IGF1R
RAB5C,VPS53
EP300,SEC23B
BAZ1A,TRAPPC9
TRAPPC2,TSC1
NPRL3,PTEN
CBL,TRAPPC10
SAR1A,TCF3
NPRL2,SEC23IP
HNRNPD,SEC31A
ARL5B,SLC30A5
CAND1,TRAPPC2
EP300,SLC39A9
B4GALT1,EED
CUL5,RAB1B
ARIH2,IGF2BP1
DCAF7,RICTOR
IGF2BP1,IGF2R
SEC24A,TRAPPC2L
SAR1A,TRAPPC13
MOGS,TCF3
RABGEF1,TRAPPC11
FUT8,HDAC8
POLE3,RAB2A
FUT8,TRAPPC11
B4GALT3,UBE2M
ARFGAP2,SEC31A
SLC39A3,SLC39A9
B4GALT3,PTEN
NCOR1,RABGEF1
CARM1,SLC39A9
SEC23B,VPS45
IGF2R,PTEN
B3GNT2,CHRAC1
EP300,RAB1B
ARL5B,HMGCR
DAZAP1,HNRNPD
PTEN,RAB1B
EP300,IGF2BP1
NPRL2,SEC23B
CHRAC1,RICTOR
ARF1,SLC33A1
CHRAC1,UBE2J1
CUL4A,VPS53
IGF2R,RAB2A
NPRL2,VPS51
RICTOR,TCF3
TRAPPC11,VPS45
HNRNPD,TCF3
B4GALT3,TCF3
CARM1,HSP90AB1
B4GALT3,TRAPPC2
BAZ1A,MTF2
TSC2,VPS53
B3GNT2,TRAPPC12
GCNT2,SLC30A5
RABGEF1,UBE2J1
HNRNPD,HSP90AB1
IGF2R,TSC1
SAR1A,SEC23IP
ARIH2,HDAC8
HSP90AB1,POLE3
SEC24B,SEC31A
ARIH2,RAB1B
MTF2,TBL1XR1
NPRL2,UBE2M
DCAF7,SLC33A1
SEC31A,SLC30A5
B4GALT3,NCOR1
CTBP1,PTEN
MTF2,SLC30A5
ARFGAP2,DAZAP1
SEC24C,UBE2M
CHRAC1,RABGEF1
CBL,SLC39A7
HNRNPD,NCOR1
NPRL3,TRAPPC11
BAZ1A,BMI1
HSP90AB1,UBE2M
EED,VPS45
EP300,SLC39A3
RABGEF1,SLC39A9
SEC24B,TRAPPC11
B3GNT2,CBL
IGF1R,UBE2M
DAZAP1,IGF1R
HMGCR,RICTOR
B4GALT1,UBE2J1
CARM1,RAB2A
MAN1B1,RAB1B
IGF2R,RICTOR
CUL4A,GCNT2
SEC24B,TRAPPC10
SLC33A1,VPS53
MTF2,TSC2
MOGS,RAB1B
EP300,SEC24B
DAZAP1,MOGS
CARM1,CHRAC1
NPRL2,SLC39A7
RABGEF1,VPS53
IGF2R,VPS53
HNRNPD,RABGEF1
SEC24A,TSC1
ARFGAP2,MAN2A1
B4GALT1,SEC24C
CAND1,HDAC8
CUL5,MAN1A1
MAN1B1,VPS51
CHRAC1,SLC33A1
MAN1B1,SEC23B
NPRL2,NPRL3
RAB1B,SEC23B
EZH2,TRAPPC5
GCNT2,TRAPPC5
SEC23IP,TCF3
DAZAP1,SLC39A7
DEPDC5,NPRL2
BMI1,EZH2
CAND1,TCF3
BMI1,EED
B4GALT1,TRAPPC5
IGF2R,SEC24C
CARM1,GCNT2
CBL,TCF3
CARM1,DAZAP1
DAZAP1,EZH2
EZH2,PTEN
GCNT2,TSC1
HDAC8,TBL1XR1
MAN2A1,SLC39A3
BMI1,TBL1XR1
CTBP1,RICTOR
TRAPPC12,TSC2
MAN1A1,RICTOR
IGF2BP1,SLC30A5
HDAC8,SEC23B
HNRNPD,RAB1B
TRAPPC13,TRAPPC5
DEPDC5,IGF2R
HMGCR,SLC39A3
EP300,IGF1R
CTBP1,RAB2A
MAN2A1,TRAPPC5
ARIH2,SEC23IP
DCAF7,HMGCR
MAN1A1,SLC39A9
CTBP1,TRAPPC11
RICTOR,UBE2J1
EZH2,VPS45
TBL1XR1,UBE2J1
SEC23IP,TSC1
DCAF7,TRAPPC2
SLC39A7,UBE2J1
SLC39A9,TSC2
EP300,IGF2R
B4GALT3,EP300
B4GALT1,VPS51
SEC31A,UBE2J1
MAN1B1,TCF3
IGF2BP1,RICTOR
IGF2R,NPRL3
SEC24A,TRAPPC11
ARF1,B4GALT3
CAND1,TRAPPC11
SEC24A,SLC39A7
CAND1,SLC39A3
IGF2R,SLC39A7
SEC31A,TRAPPC13
TRAPPC11,UBE2J1
DEPDC5,SEC23B
PTEN,VPS45
CUL5,IGF2BP1
SLC33A1,TRAPPC9
B3GNT2,CARM1
TBL1XR1,TRAPPC5
HDAC8,VPS53
EP300,RABGEF1
UBE2J1,VPS53
EED,VPS53
NCOR1,TRAPPC5
TRAPPC11,TRAPPC12
CHRAC1,IGF1R
TRAPPC13,VPS51
ARL5B,DCAF7
NCOR1,SEC24C
SEC23B,TRAPPC2
IGF2R,TRAPPC9
SLC39A9,VPS45
EP300,RICTOR
KHSRP,TRAPPC5
ARIH2,SLC39A7
SEC31A,VPS51
EP300,MAN1B1
SLC39A3,TSC1
B3GNT2,POLE3
CBL,SLC33A1
ARF1,MAN2A1
CARM1,VPS51
RAB1A,VPS53
MOGS,TRAPPC11
ARL5A,VPS53
TRAPPC12,TRAPPC5
EED,MTF2
RAB2A,TRAPPC5
RAB1A,TRAPPC2L
EP300,TCF3
B4GALT1,HSP90AB1
DEPDC5,RABGEF1
IGF2R,TRAPPC2
GCNT2,TCF3
MAN1B1,TRAPPC12
FUT8,SLC30A5
IGF2R,VPS51
ARF1,TBL1XR1
TBL1XR1,VPS53
NPRL2,TBL1XR1
DCAF7,EP300
B3GNT2,MAN1A1
CTBP1,VPS51
ARIH2,B4GALT1
CTBP1,GCNT2
B4GALT3,RABGEF1
CAND1,IGF1R
DAZAP1,VPS51
MOGS,SEC23IP
CTBP1,SLC30A5
HDAC8,SEC31A
ARFGAP2,RICTOR
HSP90AB1,TRAPPC5
SEC23IP,TRAPPC5
HNRNPD,VPS45
IGF2BP1,VPS53
SEC23B,SEC23IP
ARIH2,IGF2R
CHRAC1,SLC39A7
SEC24A,TRAPPC5
DCAF7,SEC31A
DEPDC5,SEC23IP
HDAC8,TRAPPC5
VPS45,VPS53
CUL5,SLC39A7
TBL1XR1,VPS45
ARL5A,TRAPPC5
HDAC8,UBE2M
MAN1B1,VPS53
IGF1R,TRAPPC2
SEC23B,SLC30A5
EED,IGF1R
TRAPPC11,TRAPPC2
SEC23IP,TSC2
DEPDC5,NPRL3
BAZ1A,CHRAC1
CTBP1,TCF3
IGF2BP1,TRAPPC5
CARM1,HNRNPD
RAB2A,VPS51
CAND1,CUL5
RABGEF1,SLC39A7
BAZ1A,SEC24A
HNRNPD,UBE2M
SEC23B,TRAPPC5
SLC39A7,TRAPPC5
MAN1B1,SLC39A7
BAZ1A,POLE3
IGF2BP1,TSC1
MOGS,TRAPPC2L
TRAPPC12,TRAPPC2
DEPDC5,TRAPPC5
RICTOR,SEC24A
CAND1,TRAPPC2L
HNRNPD,SAR1A
SEC23B,TSC1
FUT8,VPS53
TRAPPC5,UBE2M
DCAF7,TRAPPC5
GCNT2,KHSRP
CTBP1,VPS53
DAZAP1,SAR1A
MOGS,TRAPPC12
RAB2A,RABGEF1
EP300,SEC24A
BAZ1A,RAB1B
MAN1B1,UBE2J1
ARFGAP2,MAN1B1
TRAPPC5,VPS45
ARIH2,CAND1
ARL5B,SLC33A1
CTBP1,IGF1R
HNRNPD,TBL1XR1
TRAPPC2,TSC2
MAN2A1,TCF3
RICTOR,SEC24C
VPS45,VPS51
NPRL2,RABGEF1
IGF2R,SLC39A3
HMGCR,SLC39A7
RAB1A,TSC2
DAZAP1,EED
RABGEF1,TRAPPC2L
MAN1B1,TRAPPC2L
EP300,SEC31A
CTBP1,CUL5
SEC24A,SEC24C
B4GALT3,MAN1A1
CARM1,TRAPPC5
CARM1,TRAPPC2L
IGF1R,RICTOR
MAN1B1,SAR1A
DCAF7,TRAPPC2L
IGF2BP1,TRAPPC2
NPRL2,RAB1B
SEC31A,SLC33A1
ARL5A,VPS51
ARL5A,TRAPPC2
GCNT2,RICTOR
CARM1,EZH2
SAR1A,TRAPPC10
HDAC8,MOGS
ARL5B,VPS45
CAND1,CTBP1
SEC24C,TRAPPC11
IGF1R,SLC39A7
SAR1A,VPS45
SEC23IP,TRAPPC11
CTBP1,EZH2
KHSRP,RABGEF1
TCF3,TRAPPC12
IGF1R,TRAPPC5
IGF2R,NPRL2
ARFGAP2,B4GALT1
DCAF7,RABGEF1
ARIH2,CUL5
CAND1,MOGS
RAB1B,VPS53
ARF1,ARFGAP2
B3GNT2,CTBP1
HSP90AB1,TRAPPC11
FUT8,MOGS
SEC31A,VPS45
IGF2R,SEC31A
RABGEF1,TSC2
PTEN,SAR1A
ARF1,MAN1A1
RAB1B,VPS45
SEC23B,TRAPPC11
RAB1B,SEC31A
RAB5C,SEC24C
RABGEF1,TRAPPC5
EP300,SAR1A
TRAPPC2L,TRAPPC2
SEC31A,TRAPPC11
RAB2A,SLC39A7
SEC31A,VPS53
SEC31A,TRAPPC5
B3GNT2,GCNT2
MAN1B1,TRAPPC11
ARF1,NCOR1
ARFGAP2,SLC39A7
IGF1R,SEC24C
RABGEF1,SEC31A
CTBP1,UBE2M
SEC24B,TRAPPC2L
ARIH2,CTBP1
EZH2,TRAPPC2
EP300,SEC24C
IGF2BP1,SLC39A7
CAND1,RICTOR
EED,RABGEF1
RAB2A,VPS45
NCOR1,VPS45
CUL5,NCOR1
SEC24A,TRAPPC2
EP300,UBE2M
NPRL2,RICTOR
RAB1B,TRAPPC2
TRAPPC11,VPS51
RAB1A,TRAPPC5
HSP90AB1,SEC31A
B4GALT1,RICTOR
RAB2A,VPS53
PTEN,TRAPPC2
RICTOR,UBE2M
RAB1B,SAR1A
TRAPPC5,VPS53
MAN1B1,TRAPPC2
NPRL3,SLC39A7
IGF2BP1,MAN1B1
RAB1A,TRAPPC2
B3GNT2,BAZ1A
ARF1,B4GALT1
SEC31A,TCF3
RABGEF1,VPS51
EED,SLC39A3
RAB1A,VPS51
EZH2,RABGEF1
SEC24B,SEC24C
SEC24C,VPS51
RABGEF1,SEC24C
MOGS,TRAPPC2
MAN1B1,SEC31A
MAN2A1,TRAPPC2
B3GNT2,SEC31A
DCAF7,NCOR1
SLC33A1,UBE2M
SEC24B,TRAPPC5
RAB2A,SAR1A
EZH2,IGF1R
NPRL3,VPS53
TRAPPC12,VPS51
IGF2R,RABGEF1
IGF2R,TRAPPC5
MAN1B1,SEC24C
EP300,EZH2
IGF1R,SEC31A
SEC24C,TSC1
TRAPPC12,TSC1
SAR1A,TRAPPC11
CTBP1,TBL1XR1
EED,SLC39A9
SEC24C,SLC30A5
SEC24C,SLC39A7
EED,TRAPPC2
CTBP1,TRAPPC5
EED,MOGS
NPRL2,SEC24C
MAN1A1,PTEN
CARM1,DEPDC5
RAB1B,SLC39A3
CARM1,DCAF7
EZH2,NCOR1
KHSRP,RICTOR
SEC24C,VPS45
CTBP1,MAN1B1
RICTOR,SEC31A
SEC23B,SLC39A9
TRAPPC2,VPS45
SLC33A1,TRAPPC12
CAND1,EZH2
TRAPPC2L,VPS45
RAB1A,SEC24C
SEC23B,TRAPPC2L
TRAPPC2,VPS51
DEPDC5,SEC24C
CAND1,EED
SAR1A,SLC33A1
SEC24C,SLC33A1
NCOR1,TBL1XR1
TRAPPC2,VPS53
SEC24C,TRAPPC13
RAB1B,TRAPPC2L
EZH2,SEC24C
TRAPPC5,VPS51
RAB1B,VPS51
SEC23IP,TRAPPC2L
EP300,TBL1XR1
CTBP1,EP300
EED,TRAPPC5
EED,UBE2M
VPS51,VPS53
RAB1B,TRAPPC5
SEC24B,TRAPPC2
SEC24A,SEC31A
IGF2R,SLC39A9
B4GALT1,MAN1B1
SEC23IP,SEC24C
RABGEF1,SLC39A3
NPRL3,SEC24C
SEC23IP,TRAPPC2
EED,EZH2
MAN1B1,TRAPPC5
PTEN,SEC24C
SLC39A7,TSC2
RAB2A,TRAPPC2L
CTBP1,NCOR1
TRAPPC2L,VPS53
ARF1,SLC30A5
EZH2,UBE2M
ARF1,MAN1B1
SEC31A,SLC39A7
SLC39A7,TSC1
HSP90AB1,TRAPPC2L
SAR1A,TRAPPC5
DCAF7,EZH2
TRAPPC2,TRAPPC5
CTBP1,EED
SAR1A,SEC24A
EED,SEC24C
MOGS,SEC31A
EZH2,SEC31A
SEC24C,VPS53
HSP90AB1,SEC24C
SAR1A,TRAPPC2
EED,SEC31A
CAND1,UBE2M
HNRNPD,SEC24C
SEC24B,SLC39A7
SAR1A,TRAPPC2L
EED,NCOR1
HSP90AB1,SAR1A
DCAF7,EED
TRAPPC2L,TRAPPC5
ARIH2,UBE2M
RICTOR,TSC2
SEC23B,SEC24B
PTEN,TRAPPC2L
MOGS,SLC39A7
EZH2,RICTOR
IGF1R,TSC1
SEC23IP,SEC31A
SAR1A,SEC24B
NPRL2,SAR1A
SEC31A,TRAPPC2
SEC24C,UBE2J1
CTBP1,SEC24C
ARL5A,TRAPPC2L
RAB1B,SEC24C
CUL5,UBE2M
NPRL3,RICTOR
SAR1A,SLC39A9
HSP90AB1,SEC23B
TRAPPC2L,VPS51
SEC24C,TRAPPC5
CTBP1,SEC31A
SAR1A,TSC2
SEC23B,SEC24A
EED,RICTOR
SEC24C,TRAPPC12
SEC31A,TRAPPC2L
RAB2A,SEC24C
SEC24C,TRAPPC2
DEPDC5,RICTOR
B4GALT3,CTBP1
SAR1A,SEC24C
DEPDC5,SAR1A
SEC23B,SEC31A
SAR1A,TSC1
SEC24C,TRAPPC2L
RICTOR,TSC1
SEC24C,TSC2
SEC24C,SLC39A9
SAR1A,SEC23B
SEC23B,SEC24C
SLC30A5,SLC39A7
IGF1R,TSC2
NPRL3,SAR1A
EZH2,TBL1XR1
EED,TBL1XR1
SEC24C,SEC31A
SAR1A,SEC31A
FLT3,SPRY3
FLT3,SERPINE1
FLT3,NUAK1
FLT3,NDUFS5
FLT3,SULT1A3
FLT3,PCDHA3
FLT3,PCDHA12
FLT3,PCDHAC1
FLT3,PCDHA1
FLT3,PCDHAC2
FLT3,XAGE1B
FLT3,XAGE1E
FLT3,VAMP7
FLT3,IFT57
FLT3,HDAC5
FLT3,DDRGK1
FLT3,NTN4
FLT3,ERICH1
FLT3,C8orf74
FLT3,NPNT
FLT3,C4orf33
FLT3,MIR1193
FLT3,ARMCX1
FLT3,DCC
FLT3,WIPI1
FLT3,C14orf159
FLT3,CST1
FLT3,REP15
FLT3,C19orf48
FLT3,COL9A1
FLT3,GLB1L3
FLT3,G3BP1
FLT3,DNAAF5
FLT3,TMEM50A
FLT3,NIPAL4
FLT3,PPAN
FLT3,SELP
FLT3,PRB1
FLT3,GSK3A
FLT3,SLC26A7
FLT3,RIBC1
FLT3,PCDHGC4
FLT3,AP4M1
FLT3,DDOST
FLT3,ABCG5
FLT3,OR8U1
FLT3,RBMY1D
FLT3,OSTC
FLT3,ASMT
FLT3,SLC25A6
FLT3,SPANXC
FLT3,GLS
FLT3,IQCJ
FLT3,PUS7
FLT3,TCF25
FLT3,SPANXA2
FLT3,SPANXA1
FLT3,PCDHGA11
FLT3,CSF2RA
FLT3,PCDHA8
FLT3,PCDHA9
FLT3,GAGE12J
FLT3,PCDHA2
FLT3,PCDHA11
FLT3,PCDHA6
FLT3,PCDHA10
FLT3,GAGE13
FLT3,GAGE12C
FLT3,REEP6
FLT3,GAGE7
FLT3,PCDHA5
FLT3,GAGE2E
FLT3,GAGE2D
FLT3,GAGE12I
FLT3,GAGE6
FLT3,PCDHA13
FLT3,PCDHA4
FLT3,GAGE1
FLT3,GAGE12B
FLT3,GAGE12G
FLT3,GAGE2C
FLT3,GAGE2B
FLT3,GAGE12D
FLT3,GAGE12F
FLT3,PCDHA7
FLT3,GAGE5
FLT3,GAGE12E
FLT3,OPHN1
FLT3,SAT1
FLT3,MIR3910-1
FLT3,MIR3910-2
FLT3,PCDH11X
FLT3,CT47A3
FLT3,CT47A2
FLT3,CT47A6
FLT3,CT47A5
FLT3,CT47A1
FLT3,CT47A7
FLT3,CT47A11
FLT3,GAGE10
FLT3,CT47A4
FLT3,CT47A10
FLT3,CT47A12
FLT3,CT47A9
FLT3,CT47A8
FLT3,AMZ1
FLT3,PCDHGA2
FLT3,PLCXD1
FLT3,RBAK
FLT3,GS1-259H13.2
FLT3,USP17L21
FLT3,USP17L19
FLT3,USP17L12
FLT3,USP17L17
FLT3,USP17L18
FLT3,USP17L20
FLT3,USP17L11
FLT3,P2RY8
TP63,IRF2BP2
TP63,PSENEN
TP63,APH1A
TP63,PAWR
TP63,PFN1
TP63,RHOA
TP63,TM2D2
TP63,CCNL1
TP63,EMC6
TP63,MNT
TP63,NHLRC2
TP63,RALGPS1
TP63,SMAD4
TP63,TGFBR1
TP63,TGFBR2
TP63,ARHGEF12
TP63,ARMC7
TP63,ATP5O
TP63,C10orf76
TP63,CFAP20
TP63,C18orf54
TP63,C1orf109
TP63,C1QTNF7
TP63,C4orf26
TP63,CAPRIN1
TP63,COA5
TP63,COMMD7
TP63,CSK
TP63,DPH1
TP63,DPH6
TP63,EHHADH
TP63,EIF4G3
TP63,ENTPD6
TP63,ESPL1
TP63,EVA1A
TP63,FAM50A
TP63,FERMT2
TP63,GFER
TP63,GNA12
TP63,HOPX
TP63,MIR6505
TP63,MIR6791
TP63,IK
TP63,ILDR1
TP63,ILK
TP63,KLF8
TP63,LOC728819
TP63,METTL2B
TP63,MMGT1
TP63,MMP15
TP63,MRPL38
TP63,MRPL44
TP63,MRPS12
TP63,MYH9
TP63,N6AMT1
TP63,NACC2
TP63,NCSTN
TP63,NDST1
TP63,OBP2B
TP63,PAF1
TP63,PET117
TP63,PLEK2
TP63,PMPCA
TP63,POLR2C
TP63,PPFIA1
TP63,PPP2R2C
TP63,PPP4C
TP63,PRDX1
TP63,PTPN23
TP63,RIC8A
TP63,RNPS1
TP63,RPRD1B
TP63,SEC62
TP63,SIX4
TP63,SLC25A45
TP63,SLITRK6
TP63,SPDEF
TP63,SSR4
TP63,TEAD1
TP63,TMEM128
TP63,TMEM200C
TP63,TMEM242
TP63,TMEM87B
TP63,TRNAU1AP
TP63,TSPYL5
TP63,UBE2D3
TP63,UQCRC1
TP63,VCL
TP63,WWTR1
TP63,YEATS2
TP63,ZFAND6
TRPC6,MGAT1
TRPC6,NCLN
TRPC6,WDR83OS
TRPC6,SLC35C1
TRPC6,CCDC47
TRPC6,STT3B
TRPC6,FUT8
TRPC6,TMEM208
TRPC6,TMEM147
TRPC6,METAP2
TRPC6,EMC6
TRPC6,EMC1
TRPC6,MMGT1
TRPC6,EMC4
TRPC6,ALG5
TRPC6,OST4
TRPC6,EMC2
TRPC6,SPINK9
TRPC6,WDR20
TRPC6,UBE2G2
TRPC6,PLCD3
TRPC6,TMEM30A
TRPC6,MARCH5
TRPC6,GATAD1
TRPC6,ALG6
TRPC6,SEL1L
TRPC6,ALG10B
TRPC6,SUB1
TRPC6,PDCL
TRPC6,NOMO3
TRPC6,ASPN
TRPC6,SPTLC1
TRPC6,TNFRSF10B
TRPC6,NOMO1
TRPC6,DOLPP1
TRPC6,RAB14
TRPC6,UFM1
TRPC6,TMCO1
TRPC6,EMC3
TRPC6,EPT1
TRPC6,PMM2
TRPC6,SRP14
TRPC6,GALNS
TRPC6,SYVN1
TRPC6,UFSP2
TRPC6,MAGT1
TRPC6,SIN3B
TRPC6,UBA5
TRPC6,TGIF2-C20orf24
TRPC6,FADD
TRPC6,SAP30L
TRPC6,NOMO2
TRPC6,HYAL1
TRPC6,UBE2J1
TRPC6,HSPA14
TRPC6,ACOX1
TRPC6,SP3
TRPC6,SERPINB4
TRPC6,ALDH5A1
TRPC6,C11orf30
TRPC6,SLC22A14
TRPC6,EMC7
APC,DCC
AR,IL23R
BRAF,SRC
BRCA1,RELA
DCC,IFNL3
DCC,IL10RA
E2F1,PML
E2F4,FADD
E2F4,IL10RB
E2F4,PIK3CA
E2F4,TP53
IFNL1,MOK
IFNL3,IL12RB1
IFNL3,MYC
IFNL3,NOD2
IFNL3,TNFRSF1A
IL10RA,NFKB1
IL10RB,PIK3CA
IL10RB,SRC
IL10RB,TNFRSF1A
IL10,NFKB2
IL10,SPHK1
IL12RB1,PML
IL12RB1,SPHK1
IL18R1,TNFRSF1A
IL21R,PIK3R1
IL22RA2,SP1
IL6,JAK1
IRF3,RALB
JAK1,NFKB1
JAK1,PML
JAK1,SMAD3
JAK1,TNF
MCL1,S1PR1
MSH2,RELA
NFKB1,PIK3CA
NFKB1,PTGS2
NOD2,RBL1
PTGS2,SRC
FASN,SBDS
FASN,STRAP
FASN,RICTOR
FASN,CCDC101
FASN,HK2
FASN,PARN
FASN,RPS25
FASN,MAPKAP1
FASN,HEATR3
FASN,LAMTOR5
FASN,SCD
FASN,VDAC1
FASN,TADA2B
FASN,HSPA14
FASN,PFKP
FASN,MLST8
FASN,C1orf115
FASN,ZBTB2
FASN,ATIC
FASN,CYB5B
FASN,NSUN2
FASN,RPLP2
FASN,DYRK1A
FASN,BRD7
FASN,RPS18
FASN,C19orf53
FASN,EIF4G1
FASN,SP1
FASN,NELFE
FASN,SERPINB3
FASN,PELO
FASN,DPH1
FASN,RPL36
FASN,SLTM
FASN,NRBP1
FASN,CDK4
FASN,TAZ
FASN,RPS10
FASN,MED12
FASN,CCNC
FASN,PGP
FASN,EXOSC1
FASN,XPO4
FASN,CDK8
FASN,RERE
FASN,IER3IP1
FASN,CSRP2BP
FASN,EIF4A1
FASN,SLC4A7
FASN,CCNA2
FASN,PBRM1
FASN,MBD3
FASN,PIK3CA
FASN,WDR43
FASN,LRRC41
FASN,CCDC51
FASN,RPS23
FASN,NCBP2
FASN,MYLIP
FASN,TADA1
FASN,MBNL1
FASN,SUPT20H
FASN,TAF5L
FASN,MTX1
FASN,STIP1
FASN,MGA
FASN,RPRD1B
FASN,THRA
FASN,RPRD1A
FASN,TAF6L
